id,name,label,wiki_url,alma_mater,birth_date,birth_place,children,death_date,education,nationality,occupation,spouse
120,Bob Hawke,Person,https://vi.wikipedia.org/wiki/Bob_Hawke,Đại học Tây Úc Đại học Oxford,"Robert James Lee Hawke; 9 tháng 12; năm; 1929; Bordertown, South Australia; ,; Úc",,5,"16 tháng 5; năm; 2019; (89 tuổi); Sydney, New South Wales; ,; Úc",Trường Perth Modern,,Giám đốc công đoàn,
122,Bongbong Marcos,Person,https://vi.wikipedia.org/wiki/Bongbong_Marcos,"St Edmund Hall; ,; Oxford; (bằng đặc biệt); Trường Kinh doanh Wharton; ,; Đại học Pennsylvania; (không tốt nghiệp)","Ferdinand Romualdez Marcos Jr.; 13 tháng 9, 1957; (68 tuổi); Manila; , Philippines",,3,,,,,
123,Bob Taft,Person,https://vi.wikipedia.org/wiki/Bob_Taft,Đại học Yale; (; B.A.; ); Đại học Princeton; (; M.A.; ); Đại học Cincinnati; (; J.D.; ),"8 tháng 1, 1942; (83 tuổi); Boston, Massachusetts",,,,,,,
124,Bill Lee,Person,https://vi.wikipedia.org/wiki/Bill_Lee,Đại học Auburn (BS),"tháng 10, 1959 (65–66 tuổi); Franklin; ,; quận Williamson, Tennessee; ,; Hoa Kỳ",,"Sarah Kate Lee, Jessica Lee Stowell, Caleb Lee và Jacob Lee",,Cử nhân Kỹ thuật cơ khí,Hoa Kỳ,"Doanh nhân, Chính trị gia",
125,Boris Tadić,Person,https://vi.wikipedia.org/wiki/Boris_Tadi%C4%87,Đại học Beograd,"15 tháng 1; năm; 1958; (59 tuổi); Sarajevo; ,; Nam Tư; (nay là; Bosnia và Herzegovina; )",,Maša; Vanja,,,,,
126,Borut Pahor,Person,https://vi.wikipedia.org/wiki/Borut_Pahor,Đại học Ljubljana,"2 tháng 11, 1963; (61 tuổi); Postojna; ,; Nam Tư; (nay là; Slovenia; )",,Luka,,,,,
127,Boutros Boutros-Ghali,Person,https://vi.wikipedia.org/wiki/Boutros_Boutros-Ghali,"Đại học Cairo; Đại học Pantheon-Sorbonne; Institute of Political Studies, Paris","(; 1922-11-14; ); 14 tháng 11 năm 1922; Cairo; ,; Ai Cập",,,"16 tháng 2 năm 2016; (2016-02-16); (93 tuổi); Cairo, Ai Cập",,,,
128,Brian Cowen,Person,https://vi.wikipedia.org/wiki/Brian_Cowen,"Cistercian College, Roscrea; University College Dublin","10 tháng 1, 1960; (65 tuổi); Tullamore; ,; Ireland; .",,Sinéad and Maedhbh,,,,,
130,Brigitte Bierlein,Person,https://vi.wikipedia.org/wiki/Brigitte_Bierlein,Đại học Viên,"(; 1949-06-25; ); 25 tháng 6 năm 1949; Viên; ,; Đồng minh chiếm đóng Áo",,,"3 tháng 6 năm 2024; (2024-06-03); (74 tuổi); Viên; , Áo",,,,
132,Bronisław Komorowski,Person,https://vi.wikipedia.org/wiki/Bronis%C5%82aw_Komorowski,Đại học Warszawa,"Bronisław Maria Komorowski; 4 tháng 6; năm; 1952; (64 tuổi); Oborniki Śląskie; ,; Ba Lan",,Zofia Aleksandra; Tadeusz Jan; Maria Anna; Piotr Zygmunt; Elżbieta Jadwiga,,,,,
133,Benjamin Netanyahu,Person,https://vi.wikipedia.org/wiki/Benjamin_Netanyahu,Viện Công nghệ Massachusetts; Đại học Harvard,"21 tháng 10; năm; 1949; (76 tuổi); Tel Aviv; ,; Israel",,3,,,,,
134,Bạc Nhất Ba,Person,https://vi.wikipedia.org/wiki/B%E1%BA%A1c_Nh%E1%BA%A5t_Ba,Trường Đảng Trung ương (Đảng Cộng sản Trung Quốc),"(; 1908-02-17; ); 17 tháng 2 năm 1908; Định Tường; ,; Hãn Châu; ,; Sơn Tây; ,; Nhà Thanh",,,"15 tháng 1 năm 2007; (2007-01-15); (98 tuổi); Bắc Kinh; ,; CHND Trung Hoa",,,,
135,Boris Nikolayevich Yeltsin,Person,https://vi.wikipedia.org/wiki/Boris_Nikolayevich_Yeltsin,Đại học Công nghệ Quốc gia Ural,"Boris Nikolayevich Yeltsin; Борис Николаевич Ельцин; 1 tháng 2 năm 1931; Butka; ,; Ural Oblast; ,; Cộng hoà Xã hội Chủ nghĩa Xô viết Liên bang Nga; ,; Liên Xô",,Tatyana Borisovna Dyachenko; Elena Borisovna Okulova,"23 tháng 4, 2007; (2007-04-23); (76 tuổi); Moskva; ,; Nga",,,,
136,Bạc Hy Lai,Person,https://vi.wikipedia.org/wiki/B%E1%BA%A1c_Hy_Lai,Đại học Bắc Kinh; Học viện Khoa học Xã hội Trung Quốc,"3 tháng 7, 1949; (76 tuổi); Bắc Kinh",,Bạc Qua Qua (薄瓜瓜),,,,,
137,Boris Johnson,Person,https://vi.wikipedia.org/wiki/Boris_Johnson,"Balliol College, Oxford","Alexander Boris de Pfeffel Johnson; 19 tháng 6, 1964; (61 tuổi); Thành phố New York; ,; Hoa Kỳ",,5 hoặc 6 [ 2 ],,Eton College,,,
138,C. Rajagopalachari,Person,https://vi.wikipedia.org/wiki/C._Rajagopalachari,"Đại học Bangalore; Đại học Presidency, Chennai","(; 1878-12-10; ); 10 tháng 12 năm 1878; Thorapalli; ,; Madras Presidency; ,; British Raj; (now; Thorapalli, Tamil Nadu; , Ấn Độ)",,"5, bao gồm C. R. Narasimhan","25 tháng 12 năm 1972; (1972-12-25); (94 tuổi); Madras; ,; Tamil Nadu; ,; Ấn Độ; (present-day; Chennai; )",,British Raj; Ấn Độ,,
140,Brad Little,Person,https://vi.wikipedia.org/wiki/Brad_Little,Đại học Idaho (BS),"tháng 2, 1954 (71 tuổi); Emmett; ,; Gem, Idaho; ,; Hoa Kỳ",,2,,Cử nhân Kinh doanh nông nghiệp,Hoa Kỳ,Chính trị gia,
142,Brian Kemp,Person,https://vi.wikipedia.org/wiki/Brian_Kemp,Đại học Georgia (BS),"tháng 11, 1963 (61 tuổi); Athens, Georgia; ,; Hoa Kỳ",,3,,Cử nhân Nông nghiệp,Hoa Kỳ,"Doanh nhân, Chính trị gia",
143,Calvin Coolidge,Person,https://vi.wikipedia.org/wiki/Calvin_Coolidge,Đại học Amherst,"John Calvin Coolidge, Jr.; 4 tháng 7; năm; 1872; Plymouth Notch; ,; Vermont; ,; Hoa Kỳ",,"2, bao gồm John Coolidge","5 tháng 1; năm; 1933; (60 tuổi); Northampton; ,; Massachusetts; ,; Hoa Kỳ",,,,
144,Bùi Kim Giai,Person,https://vi.wikipedia.org/wiki/B%C3%B9i_Kim_Giai,Đại học Tập Mỹ; Đại học Hạ Môn; Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"tháng 8, 1963 (62 tuổi); An Khê, Tuyền Châu; ,; Phúc Kiến; ,; Trung Quốc",,,,Cử nhân Kinh tế và Tài chính,Trung Quốc,Chính trị gia,
145,Carl Bildt,Person,https://vi.wikipedia.org/wiki/Carl_Bildt,Đại học Stockholm,"Nils Daniel Carl Bildt; 15 tháng 7; năm; 1949; (76 tuổi); Halmstad; ,; Thụy Điển",,3,,,,,
148,Chaim Herzog,Person,https://vi.wikipedia.org/wiki/Chaim_Herzog,Đại học London,"17 tháng 9; năm; 1918; Belfast; , Ireland",,4,"17 tháng 4; năm; 1997; (78 tuổi); Tel Aviv; ,; Israel",,,,
149,Carlos Prío Socarrás,Person,https://vi.wikipedia.org/wiki/Carlos_Pr%C3%ADo_Socarr%C3%A1s,Colegio de Belen; Đại học Havana,"(; 1903-07-14; ); 14 tháng 7, 1903; Bahia Honda, Cuba",,Rocio Guadalupe Prío-Karell; Maria Antonetta Prío-Tarrero; Maria Elena Prío-Tarrero; Carlos Prio-Touzet; Rodolfo Prio-Touzet,"5 tháng 4, 1977; (1977-04-05); (73 tuổi); Miami Beach; ,; Florida; , Mỹ",,,,
150,Carlos Polistico García,Person,https://vi.wikipedia.org/wiki/Carlos_Polistico_Garc%C3%ADa,Đại học Silliman; [; 1; ]; Trường luật Philippines; Đại học Quốc gia (Philippines),"Carlos Polestico García; 4 tháng 11; năm; 1896; Talibon; ,; Bohol; ,; Tổng uý Philippines",,Linda García-Campos,"14 tháng 6; năm; 1971; (74 tuổi); Thành phố Quezon; ,; Metro Manila; ,; Philippines",,,Luật sư,
151,Charan Singh,Person,https://vi.wikipedia.org/wiki/Charan_Singh,Đại học Agra,"Chaudhary Charan Singh; 23 tháng 12; năm; 1902; Noorpur; ,; Liên hiệp Các tỉnh; ,; Ấn Độ thuộc Anh; (nay là; Uttar Pradesh; ,; Ấn Độ; )",,"Satya Wati, Ved Wati, Gyan Wati, Saroj Verma, Ajit Singh , Sharda Singh","29 tháng 5; năm; 1987; (84 tuổi); New Delhi; ,; Ấn Độ",,,,
152,Chandra Shekhar,Person,https://vi.wikipedia.org/wiki/Chandra_Shekhar,Đại học Allahabad,"Chandra Shekhar Singh; 1 tháng 7; năm; 1927; Ibrahimpatti; ,; Ballia; ,; Liên hiệp Các tỉnh; ,; Ấn Độ thuộc Anh; (nay là; Uttar Pradesh; ),; Ấn Độ",,,"8 tháng 7; năm; 2007; (80 tuổi); New Delhi; ,; Ấn Độ",,,,
155,Charles Haughey,Person,https://vi.wikipedia.org/wiki/Charles_Haughey,Đại học Cao đẳng Dublin,"(; 1925-09-16; ); 16 tháng 9 năm 1925; Castlebar; ,; County Mayo; , Ireland",,"4, including Seán","13 tháng 6 năm 2006; (2006-06-13); (80 tuổi); Kinsealy; ,; Dublin; , Ireland",Trường Thánh Giuse,Irish,chính khách luật sư chính khách,
156,Barack Obama,Person,https://vi.wikipedia.org/wiki/Barack_Obama,Đại học Columbia ( BA ) Đại học Harvard ( JD ),"Barack Hussein Obama II; 4 tháng 8, 1961; (64 tuổi); Honolulu, Hawaii; , Hoa Kỳ",,Malia Sasha,,Trường Punahou,,Chính trị gia luật sư tác giả,
157,Chandrika Kumaratunga,Person,https://vi.wikipedia.org/wiki/Chandrika_Kumaratunga,Sciences Po; Trường nghiên cứu cao cấp thực hành,"29 tháng 6, 1945; (80 tuổi); Colombo; ,; Ceylon",,2,,,,,
159,Charles Michel,Person,https://vi.wikipedia.org/wiki/Charles_Michel,Đại học Tự do Bruxelles; Đại học Amsterdam,"21 tháng 12; năm; 1975; (46 tuổi); Namur; ,; Bỉ",,2,,,,,
162,Chavarat Charnvirakul,Person,https://vi.wikipedia.org/wiki/Chavarat_Charnvirakul,Đại học Thammasat,"7 tháng 6, 1936; (89 tuổi); Băng Cốc; ,; Thái Lan",,,,,,,
163,Cho Kuk,Person,https://vi.wikipedia.org/wiki/Cho_Kuk,"Đại học Quốc gia Seoul; Đại học California, Berkeley","6 tháng 4, 1963; (62 tuổi); Khu Tây; ,; Busan; ,; Hàn Quốc",,"Cho Won, Cho Min",,,,"Luật gia, chính trị gia",
164,Christian Stocker,Person,https://vi.wikipedia.org/wiki/Christian_Stocker,Đại học Viên,"20 tháng 3, 1960; (65 tuổi); Wiener Neustadt; , Áo",,2,,,,,
165,Christian Wulff,Person,https://vi.wikipedia.org/wiki/Christian_Wulff,Đại học Osnabrück,"16 tháng 9; năm; 1959; (66 tuổi); Osnabrück; ,; Tây Đức",,Annalena; Linus,,,,,
166,Choi Kyu-hah,Person,https://vi.wikipedia.org/wiki/Choi_Kyu-hah,Đại học Tsukuba,"16 tháng 7; năm; 1919; Wonju-myeon,; Wonju; ,; Gangwon; ,; Triều Tiên thuộc Nhật",,,"22 tháng 10; năm; 2006; (87 tuổi); Mapo-gu; ,; Seoul; ,; Hàn Quốc",,,,
167,Charles-Maurice de Talleyrand-Périgord,Person,https://vi.wikipedia.org/wiki/Charles-Maurice_de_Talleyrand-P%C3%A9rigord,Đại học Paris,"2 tháng 2; năm; 1754; Paris; ,; Vương quốc Pháp",,,"17 tháng 5; năm; 1838; (84 tuổi); Paris; ,; Vương quốc Pháp",Trường dòng Saint-Sulpice,,,
168,Christian Kern,Person,https://vi.wikipedia.org/wiki/Christian_Kern,Đại học Wien; Đại học St. Gallen,"4 tháng 1, 1966; (59 tuổi); Viên; ,; Áo",,ba con trai; (với Wessely); 1 con gái; (với Steinberger),,,,,
169,Christine Lagarde,Person,https://vi.wikipedia.org/wiki/Christine_Lagarde,"Paris West University Nanterre La Défense; Institute of Political Studies, Aix-en-Provence","1 tháng 1, 1956; (69 tuổi); Paris; ,; Pháp",,,,,,,
171,Charles de Gaulle,Person,https://vi.wikipedia.org/wiki/Charles_de_Gaulle,Trường Quân sự Đặc biệt Saint-Cyr,"Charles André Joseph Pierre Marie de Gaulle; 22 tháng 11; năm; 1890; Lille; ,; Đệ tam Cộng hoà Pháp",,Philippe; Élisabeth; Anne,"9 tháng 11; năm; 1970; (79 tuổi); Colombey-les-Deux-Églises; ,; Pháp",,,,
173,Charlie Baker,Person,https://vi.wikipedia.org/wiki/Charlie_Baker,Đại học Harvard; (BS); Đại học Northwestern; (MBA),"tháng 11, 1956 (68 tuổi); Elmira, New York; ,; Hoa Kỳ",,3,,Thạc sĩ Quản trị kinh doanh,Hoa Kỳ,Chính trị gia,
175,Christopher Stevens (đại sứ),Person,https://vi.wikipedia.org/wiki/Christopher_Stevens_%28%C4%91%E1%BA%A1i_s%E1%BB%A9%29,Đại học California tại Berkeley; Đại học California; National War College,"(; 1960-04-18; ); 18 tháng 4, 1960; [; 1; ]; Grass Valley; ,; California; ,; Hoa Kỳ",,,"11 tháng 9, 2012; (2012-09-11); (52 tuổi); Benghazi; ,; Libya",,Hoa Kỳ,,
176,Chu Tiểu Xuyên,Person,https://vi.wikipedia.org/wiki/Chu_Ti%E1%BB%83u_Xuy%C3%AAn,Đại học Công nghệ Hóa học Bắc Kinh; Đại học Thanh Hoa,"29 tháng 1, 1948; (77 tuổi); Nghi Hưng, Vô Tích; ,; Giang Tô",,,,,Trung Quốc,,
177,Christopher Hitchens,Person,https://vi.wikipedia.org/wiki/Christopher_Hitchens,"Balliol College, Oxford","Christopher Eric Hitchens; (; 1949-04-13; ); 13 tháng 4 năm 1949; Portsmouth; , Anh",,"Alexander, Sophia, Antonia","15 tháng 12 năm 2011; (2011-12-15); (62 tuổi); Houston; , Texas, Hoa Kỳ",,Anh/Mỹ,"Nhà văn, nhà báo",
178,Che Guevara,Person,https://vi.wikipedia.org/wiki/Che_Guevara,Đại học Buenos Aires,"Ernesto Guevara; (; 1928-06-14; ); 14 tháng 6 năm 1928; [; 1; ]; Rosario, Santa Fe; , Argentina",,"5, bao gồm Aleida Guevara","9 tháng 10 năm 1967; (1967-10-09); (39 tuổi); La Higuera; , Santa Cruz, Bolivia",,,Chiến sĩ du kích bác sĩ nhà ngoại giao cây bút,
179,Chuck Hagel,Person,https://vi.wikipedia.org/wiki/Chuck_Hagel,"Brown College, Minnesota; Đại học Nebraska, Omaha","4 tháng 10, 1946; (79 tuổi); North Platte; ,; Nebraska; ,; Hoa Kỳ",,,,,,Nhà chính trị,
180,Chu Dung Cơ,Person,https://vi.wikipedia.org/wiki/Chu_Dung_C%C6%A1,Đại học Thanh Hoa,"23 tháng 10, 1928; (97 tuổi); Trường Sa; ,; Hồ Nam; ,; Trung Quốc",,Chu Vân Lai; (con trai); Chu Yến Lai (con gái),,,,,
181,Chun Doo-hwan,Person,https://vi.wikipedia.org/wiki/Chun_Doo-hwan,Học viện Quân sự Hàn Quốc ( B.S. ),"18 tháng 1; năm; 1931; Naecheon-ri; ,; Yulgok-myeon; ,; Hapcheon; ,; Triều Tiên thuộc Nhật; (nay là Hapcheon,; Nam Gyeongsang; , Hàn Quốc); [; 1; ]",,"Chun Jae-guk; (con trai, 1959); Chun Hyo-sun; (con gái, 1962); Chun Jae-yong; (con trai, 1964); Chun Jae-man; (con trai, 1971)","23 tháng 11 năm 2021; (2021-11-23); (90 tuổi); Yeonhui-dong; ,; Seoul; , Hàn Quốc",,,,
182,Ciriaco De Mita,Person,https://vi.wikipedia.org/wiki/Ciriaco_De_Mita,Đại học Công giáo Milano,"(; 1928-02-02; ); 2 tháng 2, 1928; Nusco; ,; Campania; ,; Vương quốc Ý",,4,"26 tháng 5, 2022; (2022-05-26); (94 tuổi); Avellino; , Campania,; Italy",,,,
183,Chris Sununu,Person,https://vi.wikipedia.org/wiki/Chris_Sununu,Viện Công nghệ Massachusetts (BS),"tháng 11, 1974 (50 tuổi); Salem; ,; Rockingham; ,; New Hampshire; ,; Hoa Kỳ",,3,,Kỹ sư Công nghệ,Hoa Kỳ,Chính trị gia,
184,Christopher Luxon,Person,https://vi.wikipedia.org/wiki/Christopher_Luxon,Đại học Canterbury ( BCom ; MCom ),"Christopher Mark Luxon; 19 tháng 7, 1970; (55 tuổi); Christchurch; , New Zealand",,2,,,,,
185,Chuan Leekpai,Person,https://vi.wikipedia.org/wiki/Chuan_Leekpai,Đại học Thammasat,"28 tháng 7, 1938; (87 tuổi); Tỉnh Trang; ,; Thái Lan",,,,,Thái Lan,,
187,Clement Attlee,Person,https://vi.wikipedia.org/wiki/Clement_Attlee,Cao đẳng đại học,"Clement Richard Attlee; 3 tháng 1 năm 1883; Putney; ,; Luân Đôn; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",,4,"8 tháng 10 năm 1967; (1967-10-08); (84 tuổi); Luân Đôn; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",,,Chính trị gia; Luật sư; Giảng viên,
190,D. H. Lawrence,Person,https://vi.wikipedia.org/wiki/D._H._Lawrence,Đại học Nottingham,"David Herbert Lawrence; (; 1885-09-11; ); 11 tháng 9 năm 1885; Eastwood; ,; Nottinghamshire; ,; Anh",,,"2 tháng 3 năm 1930; (1930-03-02); (44 tuổi); Vence; ,; Pháp",,Anh,"Tiểu thuyết gia, Nhà thơ",
191,Dag Hammarskjöld,Person,https://vi.wikipedia.org/wiki/Dag_Hammarskj%C3%B6ld,Đại học Uppsala; Đại học Stockholm,"Dag Hjalmar Agne Carl Hammarskjöld; (; 1905-07-29; ); 29 tháng 7 năm 1905; Jönköping; ,; Vương quốc liên hiệp Thụy Điển và Na Uy; (Jönköping, Thụy Điển hiện nay)",,,"18 tháng 9 năm 1961; (1961-09-18); (56 tuổi); Ndola; ,; Bắc Rhodesia; ,; Liên bang Rhodesia và Nyasaland; (; Ndola; ,; Zambia; hiện nay)",,Thụy Điển,,
193,Dan Brown,Person,https://vi.wikipedia.org/wiki/Dan_Brown,Amherst College,"Daniel Gerhard Brown; [; 1; ]; 22 tháng 6, 1964; (61 tuổi); Exeter; ,; New Hampshire; ,; Hoa Kỳ",,,,,Hoa Kỳ,Tiểu thuyết gia,
195,Cristina Fernández de Kirchner,Person,https://vi.wikipedia.org/wiki/Cristina_Fern%C3%A1ndez_de_Kirchner,Đại học quốc gia La Plata,"19 tháng 2, 1953; (72 tuổi); La Plata; ,; tỉnh Buenos Aires; [; 1; ]",,,,,Argentina,,
197,Cyril Ramaphosa,Person,https://vi.wikipedia.org/wiki/Cyril_Ramaphosa,Đại học Limpopo; Đại học Nam Phi,"Matamela Cyril Ramaphosa; 17 tháng 11, 1952; (72 tuổi); Soweto; ,; Nam Phi",,4,,,,,
198,Corazon Aquino,Person,https://vi.wikipedia.org/wiki/Corazon_Aquino,Đại học Mount Saint Vincent; Đại học Viễn Đông,"Maria Corazon Sumulong Cojuangco; (; 1933-01-25; ); 25 tháng 1, 1933; Paniqui; ,; Tarlac; ,; Philippines",,"5, bao gồm Noynoy và Kris","1 tháng 8, 2009; (2009-08-01); (76 tuổi); Makati; ,; Philippines",,,Chính trị gia,
200,Condoleezza Rice,Person,https://vi.wikipedia.org/wiki/Condoleezza_Rice,Đại học Denver; Đại học Notre Dame,"14 tháng 11, 1954; (70 tuổi); Birmingham; ,; Alabama; , Hoa Kỳ",,,,,,,
202,Daniel McKee,Person,https://vi.wikipedia.org/wiki/Daniel_McKee,Trường Assumption (BA); Đại học Harvard; (MPA),"tháng 6, 1951 (74 tuổi); Cumberland; ,; Providence, Rhode Island; ,; Hoa Kỳ",,,,Thạc sĩ Quản trị hành chính công,Hoa Kỳ,"Doanh nhân, Chính trị gia",
203,David Cameron,Person,https://vi.wikipedia.org/wiki/David_Cameron,"Trường Brasenose, Đại học Oxford","9 tháng 10, 1966; (59 tuổi); London; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",,Ivan Reginald Ian; (mất); Nancy Gwen; Arthur Elwen,,,,,
204,Dean Heller,Person,https://vi.wikipedia.org/wiki/Dean_Heller,University of Southern California ( B.S. ),"10 tháng 5, 1960; (65 tuổi); Castro Valley, California",,4,,,,,
206,Dean Acheson,Person,https://vi.wikipedia.org/wiki/Dean_Acheson,Đại học Yale; (; BA; ); Đại học Harvard; (; LLB; ),"Dean Gooderham Acheson; (; 1893-04-11; ); 11 tháng 4, 1893; Middletown, Connecticut; ,; Hoa Kỳ",,David Campion Acheson; Jane Acheson Brown; Mary Eleanor Acheson Bundy,"12 tháng 10, 1971; (1971-10-12); (78 tuổi); Sandy Spring, Maryland; ,; Hoa Kỳ",,,,
207,Dean Rusk,Person,https://vi.wikipedia.org/wiki/Dean_Rusk,Davidson College; Đại học Oxford; Trường luật UC Berkeley,"David Dean Rusk; (; 1909-02-09; ); 9 tháng 2, 1909; Quận Cherokee; ,; Georgia; , Hoa Kỳ",,David Rusk; Richard Rusk; Peggy Rusk Smith,"20 tháng 12, 1994; (1994-12-20); (85 tuổi); Athens, Georgia; ,; Hoa Kỳ; [; 1; ]",,,,
208,David Ige,Person,https://vi.wikipedia.org/wiki/David_Ige,"Đại học Hawaii, Manoa (BS, MBA)","tháng 1, 1957 (68 tuổi); Pearl City; ,; Honolulu, Hawaii; ,; Hoa Kỳ",,3,,Thạc sĩ Quản trị kinh doanh,Hoa Kỳ,"Kỹ sư, Chính trị gia",
211,Dick Cheney,Person,https://vi.wikipedia.org/wiki/Dick_Cheney,"Đại học Yale; Đại học Wyoming; (BA,; Master of Arts; ); University of Wisconsin–Madison","Richard Bruce Cheney; 30 tháng 1, 1941; (84 tuổi); Lincoln, Nebraska; , Hoa Kỳ; [; 1; ]",,Liz Cheney; Mary Cheney,,,,,
212,Deval Patrick,Person,https://vi.wikipedia.org/wiki/Deval_Patrick,Harvard College; Harvard Law School,"31 tháng 7, 1956; (69 tuổi); Chicago; ,; Illinois",,Sarah; Katherine,,,,,
214,Diosdado Macapagal,Person,https://vi.wikipedia.org/wiki/Diosdado_Macapagal,Đại học Philippines; Đại học Santo Tomas,"Diosdado Pangan Macapagal; 28 tháng 9; năm; 1910; Lubao, Pampanga; ,; Đảo Philippines",,"Ma. Cielo Macapagal-Salgado; Arturo Macapagal; (1942-2015); Ma. Gloria Macapagal-Arroyo; Diosdado, Jr.","21 tháng 4; năm; 1997; (86 tuổi); Makati; ,; Metro Manila; ,; Philippines",,,Luật sư; Giáo sư,
217,Dominique de Villepin,Person,https://vi.wikipedia.org/wiki/Dominique_de_Villepin,IEP de Paris; École nationale d'administration; Panthéon-Assas University; Université Paris X Nanterre,"Dominique Marie François René Galouzeau de Villepin; 14 tháng 11, 1953; (71 tuổi); Rabat; ,; Maroc",,Marie de Villepin; Arthur de Villepin; Victoire de Villepin,,,,Nhà ngoại giao; Công chức viên; Luật sư; Tác giả,
218,Diệp Kiếm Anh,Person,https://vi.wikipedia.org/wiki/Di%E1%BB%87p_Ki%E1%BA%BFm_Anh,Trường quân sự Hoàng Phố,"28 tháng 4 năm 1897; Mai huyện; ,; Quảng Đông; ,; Đại Thanh",,,"22 tháng 10 năm 1986 (89 tuổi); Bắc Kinh; ,; Cộng hoà Nhân dân Trung Hoa",,,,
219,Donald Tusk,Person,https://vi.wikipedia.org/wiki/Donald_Tusk,Đại học Gdańsk,"Donald Franciszek Tusk; 22 tháng 4; năm; 1957; (59 tuổi); Gdańsk; ,; Ba Lan",,2,,,,,
220,Doug Burgum,Person,https://vi.wikipedia.org/wiki/Doug_Burgum,Đại học Bang North Dakota; (BA); Đại học Stanford; (MBA),"tháng 8, 1956 (69 tuổi); Arthur; ,; Cass, North Dakota; ,; Hoa Kỳ",,3,,"Cử nhân Nghệ thuật, Thạc sĩ Quản trị kinh doanh",Hoa Kỳ,Chính trị gia,
223,Droupadi Murmu,Person,https://vi.wikipedia.org/wiki/Droupadi_Murmu,Đại học nữ sinh Rama Devi ( BA ),"Puti Biranchi Tudu; 20 tháng 6, 1958; (67 tuổi); Uparbeda,; Mayurbhanj; ,; Odisha; ,; Ấn Độ",,Sipun (đã chết) Laxman (đã chết) Itishree [ 1 ],,,,Chính trị gia,
224,Dương Chấn Vũ,Person,https://vi.wikipedia.org/wiki/D%C6%B0%C6%A1ng_Ch%E1%BA%A5n_V%C5%A9,Đại học Nam Khai; Trường Đảng Trung ương,"tháng 5, 1955 (70 tuổi); Tân Lạc, Thạch Gia Trang; ,; Hà Bắc; ,; Trung Quốc",,,,Cử nhân Ngôn ngữ và Văn học,Trung Quốc,"Nhà báo, chính trị gia",
226,Dries van Agt,Person,https://vi.wikipedia.org/wiki/Dries_van_Agt,Đại học Radboud Nijmegen,"Andreas Antonius Maria van Agt; (; 1931-02-02; ); 2 tháng 2 năm 1931; Geldrop; , Hà Lan",,Eugenie (sinh 1959); Frans (sinh 1961); Caroline (sinh 1963),"5 tháng 2 năm 2024; (2024-02-05); (93 tuổi); Nijmegen; , Hà Lan",,,Chính trị gia; Nhà ngoại giao; Công chức; Luật gia; Luật sư; Thẩm phán; Nhà nghiên cứu; Giám đốc; Lobbyist; Nhà hoạt động chính trị; Độc giả; Giáo sư,
227,Dmitry Anatolyevich Medvedev,Person,https://vi.wikipedia.org/wiki/Dmitry_Anatolyevich_Medvedev,Đại học Tổng hợp Saint-Petersburg,"Dmitry Anatolyevich Medvedev; 14 tháng 9, 1965; (60 tuổi); Leningrad; ,; Nga Xô viết; ,; Liên Xô",,1,,,,,
