src_id,src_type,dst_id,dst_type,relation
164,Person,130,Person,same_university
130,Person,1007,Person,same_university
1007,Person,130,Person,same_university
132,Person,1200,Person,same_university
1200,Person,132,Person,same_university
133,Person,139,Person,same_university
139,Person,133,Person,same_university
133,Person,173,Person,same_university
173,Person,133,Person,same_university
133,Person,202,Person,same_university
202,Person,133,Person,same_university
133,Person,206,Person,same_university
206,Person,133,Person,same_university
133,Person,275,Person,same_university
275,Person,133,Person,same_university
133,Person,296,Person,same_university
296,Person,133,Person,same_university
133,Person,330,Person,same_university
330,Person,133,Person,same_university
133,Person,378,Person,same_university
378,Person,133,Person,same_university
133,Person,385,Person,same_university
385,Person,133,Person,same_university
133,Person,423,Person,same_university
423,Person,133,Person,same_university
133,Person,460,Person,same_university
460,Person,133,Person,same_university
133,Person,489,Person,same_university
489,Person,133,Person,same_university
133,Person,539,Person,same_university
539,Person,133,Person,same_university
133,Person,549,Person,same_university
549,Person,133,Person,same_university
133,Person,560,Person,same_university
560,Person,133,Person,same_university
133,Person,562,Person,same_university
562,Person,133,Person,same_university
133,Person,595,Person,same_university
595,Person,133,Person,same_university
133,Person,648,Person,same_university
648,Person,133,Person,same_university
133,Person,695,Person,same_university
695,Person,133,Person,same_university
133,Person,700,Person,same_university
700,Person,133,Person,same_university
133,Person,754,Person,same_university
754,Person,133,Person,same_university
133,Person,777,Person,same_university
777,Person,133,Person,same_university
133,Person,831,Person,same_university
831,Person,133,Person,same_university
133,Person,902,Person,same_university
902,Person,133,Person,same_university
133,Person,913,Person,same_university
913,Person,133,Person,same_university
133,Person,920,Person,same_university
920,Person,133,Person,same_university
133,Person,952,Person,same_university
952,Person,133,Person,same_university
133,Person,979,Person,same_university
979,Person,133,Person,same_university
133,Person,997,Person,same_university
997,Person,133,Person,same_university
133,Person,1013,Person,same_university
1013,Person,133,Person,same_university
133,Person,1024,Person,same_university
1024,Person,133,Person,same_university
133,Person,1047,Person,same_university
1047,Person,133,Person,same_university
133,Person,1080,Person,same_university
1080,Person,133,Person,same_university
133,Person,1093,Person,same_university
1093,Person,133,Person,same_university
133,Person,1099,Person,same_university
1099,Person,133,Person,same_university
133,Person,1140,Person,same_university
1140,Person,133,Person,same_university
133,Person,1195,Person,same_university
1195,Person,133,Person,same_university
133,Person,1210,Person,same_university
1210,Person,133,Person,same_university
133,Person,1215,Person,same_university
1215,Person,133,Person,same_university
136,Person,232,Person,same_university
232,Person,136,Person,same_university
136,Person,430,Person,same_university
430,Person,136,Person,same_university
136,Person,691,Person,same_university
691,Person,136,Person,same_university
136,Person,702,Person,same_university
702,Person,136,Person,same_university
136,Person,1081,Person,same_university
1081,Person,136,Person,same_university
136,Person,1094,Person,same_university
1094,Person,136,Person,same_university
136,Person,1113,Person,same_university
1113,Person,136,Person,same_university
136,Person,1157,Person,same_university
1157,Person,136,Person,same_university
136,Person,1165,Person,same_university
1165,Person,136,Person,same_university
139,Person,173,Person,same_university
173,Person,139,Person,same_university
139,Person,202,Person,same_university
202,Person,139,Person,same_university
139,Person,206,Person,same_university
206,Person,139,Person,same_university
139,Person,275,Person,same_university
275,Person,139,Person,same_university
139,Person,296,Person,same_university
296,Person,139,Person,same_university
139,Person,330,Person,same_university
330,Person,139,Person,same_university
139,Person,378,Person,same_university
378,Person,139,Person,same_university
139,Person,385,Person,same_university
385,Person,139,Person,same_university
139,Person,423,Person,same_university
423,Person,139,Person,same_university
139,Person,460,Person,same_university
460,Person,139,Person,same_university
139,Person,489,Person,same_university
489,Person,139,Person,same_university
139,Person,539,Person,same_university
539,Person,139,Person,same_university
139,Person,549,Person,same_university
549,Person,139,Person,same_university
139,Person,560,Person,same_university
560,Person,139,Person,same_university
139,Person,562,Person,same_university
562,Person,139,Person,same_university
139,Person,595,Person,same_university
595,Person,139,Person,same_university
139,Person,648,Person,same_university
648,Person,139,Person,same_university
139,Person,695,Person,same_university
695,Person,139,Person,same_university
139,Person,700,Person,same_university
700,Person,139,Person,same_university
139,Person,754,Person,same_university
754,Person,139,Person,same_university
139,Person,777,Person,same_university
777,Person,139,Person,same_university
139,Person,831,Person,same_university
831,Person,139,Person,same_university
139,Person,902,Person,same_university
902,Person,139,Person,same_university
139,Person,913,Person,same_university
913,Person,139,Person,same_university
139,Person,920,Person,same_university
920,Person,139,Person,same_university
139,Person,952,Person,same_university
952,Person,139,Person,same_university
139,Person,979,Person,same_university
979,Person,139,Person,same_university
139,Person,997,Person,same_university
997,Person,139,Person,same_university
139,Person,1013,Person,same_university
1013,Person,139,Person,same_university
139,Person,1024,Person,same_university
1024,Person,139,Person,same_university
139,Person,1047,Person,same_university
1047,Person,139,Person,same_university
139,Person,1080,Person,same_university
1080,Person,139,Person,same_university
139,Person,1093,Person,same_university
1093,Person,139,Person,same_university
139,Person,1099,Person,same_university
1099,Person,139,Person,same_university
139,Person,1140,Person,same_university
1140,Person,139,Person,same_university
139,Person,1195,Person,same_university
1195,Person,139,Person,same_university
139,Person,1210,Person,same_university
1210,Person,139,Person,same_university
139,Person,1215,Person,same_university
1215,Person,139,Person,same_university
144,Person,431,Person,same_university
431,Person,144,Person,same_university
144,Person,686,Person,same_university
686,Person,144,Person,same_university
144,Person,691,Person,same_university
691,Person,144,Person,same_university
144,Person,701,Person,same_university
701,Person,144,Person,same_university
144,Person,1077,Person,same_university
1077,Person,144,Person,same_university
144,Person,1119,Person,same_university
1119,Person,144,Person,same_university
144,Person,1132,Person,same_university
1132,Person,144,Person,same_university
144,Person,1146,Person,same_university
1146,Person,144,Person,same_university
144,Person,1165,Person,same_university
1165,Person,144,Person,same_university
144,Person,1166,Person,same_university
1166,Person,144,Person,same_university
144,Person,1174,Person,same_university
1174,Person,144,Person,same_university
144,Person,1226,Person,same_university
1226,Person,144,Person,same_university
145,Person,191,Person,same_university
191,Person,145,Person,same_university
145,Person,293,Person,same_university
293,Person,145,Person,same_university
145,Person,864,Person,same_university
864,Person,145,Person,same_university
148,Person,418,Person,same_university
418,Person,148,Person,same_university
148,Person,462,Person,same_university
462,Person,148,Person,same_university
148,Person,463,Person,same_university
463,Person,148,Person,same_university
148,Person,933,Person,same_university
933,Person,148,Person,same_university
148,Person,963,Person,same_university
963,Person,148,Person,same_university
148,Person,1078,Person,same_university
1078,Person,148,Person,same_university
148,Person,1107,Person,same_university
1107,Person,148,Person,same_university
152,Person,360,Person,same_university
360,Person,152,Person,same_university
152,Person,1131,Person,same_university
1131,Person,152,Person,same_university
162,Person,185,Person,same_university
185,Person,162,Person,same_university
162,Person,1016,Person,same_university
1016,Person,162,Person,same_university
163,Person,175,Person,same_university
175,Person,163,Person,same_university
163,Person,276,Person,same_university
276,Person,163,Person,same_university
163,Person,378,Person,same_university
378,Person,163,Person,same_university
163,Person,540,Person,same_university
540,Person,163,Person,same_university
163,Person,622,Person,same_university
622,Person,163,Person,same_university
163,Person,657,Person,same_university
657,Person,163,Person,same_university
163,Person,658,Person,same_university
658,Person,163,Person,same_university
163,Person,1046,Person,same_university
1046,Person,163,Person,same_university
163,Person,1225,Person,same_university
1225,Person,163,Person,same_university
164,Person,1007,Person,same_university
1007,Person,164,Person,same_university
167,Person,237,Person,same_university
237,Person,167,Person,same_university
167,Person,299,Person,same_university
299,Person,167,Person,same_university
167,Person,305,Person,same_university
305,Person,167,Person,same_university
167,Person,368,Person,same_university
368,Person,167,Person,same_university
167,Person,501,Person,same_university
501,Person,167,Person,same_university
167,Person,567,Person,same_university
567,Person,167,Person,same_university
167,Person,762,Person,same_university
762,Person,167,Person,same_university
167,Person,871,Person,same_university
871,Person,167,Person,same_university
167,Person,874,Person,same_university
874,Person,167,Person,same_university
167,Person,915,Person,same_university
915,Person,167,Person,same_university
167,Person,931,Person,same_university
931,Person,167,Person,same_university
167,Person,991,Person,same_university
991,Person,167,Person,same_university
167,Person,1217,Person,same_university
1217,Person,167,Person,same_university
173,Person,202,Person,same_university
202,Person,173,Person,same_university
173,Person,206,Person,same_university
206,Person,173,Person,same_university
173,Person,275,Person,same_university
275,Person,173,Person,same_university
173,Person,296,Person,same_university
296,Person,173,Person,same_university
173,Person,330,Person,same_university
330,Person,173,Person,same_university
173,Person,378,Person,same_university
378,Person,173,Person,same_university
173,Person,385,Person,same_university
385,Person,173,Person,same_university
173,Person,423,Person,same_university
423,Person,173,Person,same_university
173,Person,438,Person,same_university
438,Person,173,Person,same_university
173,Person,460,Person,same_university
460,Person,173,Person,same_university
173,Person,480,Person,same_university
480,Person,173,Person,same_university
173,Person,489,Person,same_university
489,Person,173,Person,same_university
173,Person,539,Person,same_university
539,Person,173,Person,same_university
173,Person,549,Person,same_university
549,Person,173,Person,same_university
173,Person,560,Person,same_university
560,Person,173,Person,same_university
173,Person,562,Person,same_university
562,Person,173,Person,same_university
173,Person,595,Person,same_university
595,Person,173,Person,same_university
173,Person,648,Person,same_university
648,Person,173,Person,same_university
173,Person,695,Person,same_university
695,Person,173,Person,same_university
173,Person,700,Person,same_university
700,Person,173,Person,same_university
173,Person,754,Person,same_university
754,Person,173,Person,same_university
173,Person,777,Person,same_university
777,Person,173,Person,same_university
173,Person,831,Person,same_university
831,Person,173,Person,same_university
173,Person,902,Person,same_university
902,Person,173,Person,same_university
173,Person,913,Person,same_university
913,Person,173,Person,same_university
173,Person,920,Person,same_university
920,Person,173,Person,same_university
173,Person,952,Person,same_university
952,Person,173,Person,same_university
173,Person,979,Person,same_university
979,Person,173,Person,same_university
173,Person,997,Person,same_university
997,Person,173,Person,same_university
173,Person,1013,Person,same_university
1013,Person,173,Person,same_university
173,Person,1024,Person,same_university
1024,Person,173,Person,same_university
173,Person,1047,Person,same_university
1047,Person,173,Person,same_university
173,Person,1080,Person,same_university
1080,Person,173,Person,same_university
173,Person,1093,Person,same_university
1093,Person,173,Person,same_university
173,Person,1099,Person,same_university
1099,Person,173,Person,same_university
173,Person,1140,Person,same_university
1140,Person,173,Person,same_university
173,Person,1195,Person,same_university
1195,Person,173,Person,same_university
173,Person,1210,Person,same_university
1210,Person,173,Person,same_university
173,Person,1215,Person,same_university
1215,Person,173,Person,same_university
175,Person,276,Person,same_university
276,Person,175,Person,same_university
175,Person,540,Person,same_university
540,Person,175,Person,same_university
175,Person,1046,Person,same_university
1046,Person,175,Person,same_university
175,Person,1225,Person,same_university
1225,Person,175,Person,same_university
176,Person,180,Person,same_university
180,Person,176,Person,same_university
176,Person,343,Person,same_university
343,Person,176,Person,same_university
176,Person,416,Person,same_university
416,Person,176,Person,same_university
176,Person,457,Person,same_university
457,Person,176,Person,same_university
176,Person,684,Person,same_university
684,Person,176,Person,same_university
176,Person,692,Person,same_university
692,Person,176,Person,same_university
176,Person,826,Person,same_university
826,Person,176,Person,same_university
176,Person,829,Person,same_university
829,Person,176,Person,same_university
176,Person,1112,Person,same_university
1112,Person,176,Person,same_university
176,Person,1140,Person,same_university
1140,Person,176,Person,same_university
176,Person,1158,Person,same_university
1158,Person,176,Person,same_university
176,Person,1167,Person,same_university
1167,Person,176,Person,same_university
176,Person,1215,Person,same_university
1215,Person,176,Person,same_university
180,Person,343,Person,same_university
343,Person,180,Person,same_university
180,Person,416,Person,same_university
416,Person,180,Person,same_university
180,Person,457,Person,same_university
457,Person,180,Person,same_university
180,Person,684,Person,same_university
684,Person,180,Person,same_university
180,Person,692,Person,same_university
692,Person,180,Person,same_university
180,Person,826,Person,same_university
826,Person,180,Person,same_university
180,Person,829,Person,same_university
829,Person,180,Person,same_university
180,Person,1112,Person,same_university
1112,Person,180,Person,same_university
180,Person,1140,Person,same_university
1140,Person,180,Person,same_university
180,Person,1158,Person,same_university
1158,Person,180,Person,same_university
180,Person,1167,Person,same_university
1167,Person,180,Person,same_university
180,Person,1215,Person,same_university
1215,Person,180,Person,same_university
185,Person,1016,Person,same_university
1016,Person,185,Person,same_university
191,Person,293,Person,same_university
293,Person,191,Person,same_university
191,Person,864,Person,same_university
864,Person,191,Person,same_university
191,Person,1121,Person,same_university
1121,Person,191,Person,same_university
197,Person,869,Person,same_university
869,Person,197,Person,same_university
197,Person,963,Person,same_university
963,Person,197,Person,same_university
199,Person,224,Person,same_university
224,Person,199,Person,same_university
199,Person,1112,Person,same_university
1112,Person,199,Person,same_university
202,Person,206,Person,same_university
206,Person,202,Person,same_university
202,Person,275,Person,same_university
275,Person,202,Person,same_university
202,Person,296,Person,same_university
296,Person,202,Person,same_university
202,Person,330,Person,same_university
330,Person,202,Person,same_university
202,Person,378,Person,same_university
378,Person,202,Person,same_university
202,Person,385,Person,same_university
385,Person,202,Person,same_university
202,Person,423,Person,same_university
423,Person,202,Person,same_university
202,Person,460,Person,same_university
460,Person,202,Person,same_university
202,Person,489,Person,same_university
489,Person,202,Person,same_university
202,Person,539,Person,same_university
539,Person,202,Person,same_university
202,Person,549,Person,same_university
549,Person,202,Person,same_university
202,Person,560,Person,same_university
560,Person,202,Person,same_university
202,Person,562,Person,same_university
562,Person,202,Person,same_university
202,Person,595,Person,same_university
595,Person,202,Person,same_university
202,Person,648,Person,same_university
648,Person,202,Person,same_university
202,Person,695,Person,same_university
695,Person,202,Person,same_university
202,Person,700,Person,same_university
700,Person,202,Person,same_university
202,Person,754,Person,same_university
754,Person,202,Person,same_university
202,Person,777,Person,same_university
777,Person,202,Person,same_university
202,Person,831,Person,same_university
831,Person,202,Person,same_university
202,Person,902,Person,same_university
902,Person,202,Person,same_university
202,Person,913,Person,same_university
913,Person,202,Person,same_university
202,Person,920,Person,same_university
920,Person,202,Person,same_university
202,Person,952,Person,same_university
952,Person,202,Person,same_university
202,Person,979,Person,same_university
979,Person,202,Person,same_university
202,Person,997,Person,same_university
997,Person,202,Person,same_university
202,Person,1013,Person,same_university
1013,Person,202,Person,same_university
202,Person,1024,Person,same_university
1024,Person,202,Person,same_university
202,Person,1047,Person,same_university
1047,Person,202,Person,same_university
202,Person,1080,Person,same_university
1080,Person,202,Person,same_university
202,Person,1093,Person,same_university
1093,Person,202,Person,same_university
202,Person,1099,Person,same_university
1099,Person,202,Person,same_university
202,Person,1140,Person,same_university
1140,Person,202,Person,same_university
202,Person,1195,Person,same_university
1195,Person,202,Person,same_university
202,Person,1210,Person,same_university
1210,Person,202,Person,same_university
202,Person,1215,Person,same_university
1215,Person,202,Person,same_university
203,Person,207,Person,same_university
207,Person,203,Person,same_university
203,Person,316,Person,same_university
316,Person,203,Person,same_university
203,Person,458,Person,same_university
458,Person,203,Person,same_university
203,Person,735,Person,same_university
735,Person,203,Person,same_university
203,Person,1075,Person,same_university
1075,Person,203,Person,same_university
206,Person,211,Person,same_university
211,Person,206,Person,same_university
206,Person,256,Person,same_university
256,Person,206,Person,same_university
206,Person,275,Person,same_university
275,Person,206,Person,same_university
206,Person,296,Person,same_university
296,Person,206,Person,same_university
206,Person,319,Person,same_university
319,Person,206,Person,same_university
206,Person,330,Person,same_university
330,Person,206,Person,same_university
206,Person,340,Person,same_university
340,Person,206,Person,same_university
206,Person,378,Person,same_university
378,Person,206,Person,same_university
206,Person,385,Person,same_university
385,Person,206,Person,same_university
206,Person,414,Person,same_university
414,Person,206,Person,same_university
206,Person,422,Person,same_university
422,Person,206,Person,same_university
206,Person,423,Person,same_university
423,Person,206,Person,same_university
206,Person,460,Person,same_university
460,Person,206,Person,same_university
206,Person,489,Person,same_university
489,Person,206,Person,same_university
206,Person,491,Person,same_university
491,Person,206,Person,same_university
206,Person,538,Person,same_university
538,Person,206,Person,same_university
206,Person,539,Person,same_university
539,Person,206,Person,same_university
206,Person,549,Person,same_university
549,Person,206,Person,same_university
206,Person,560,Person,same_university
560,Person,206,Person,same_university
206,Person,562,Person,same_university
562,Person,206,Person,same_university
206,Person,595,Person,same_university
595,Person,206,Person,same_university
206,Person,648,Person,same_university
648,Person,206,Person,same_university
206,Person,695,Person,same_university
695,Person,206,Person,same_university
206,Person,700,Person,same_university
700,Person,206,Person,same_university
206,Person,733,Person,same_university
733,Person,206,Person,same_university
206,Person,754,Person,same_university
754,Person,206,Person,same_university
206,Person,777,Person,same_university
777,Person,206,Person,same_university
206,Person,831,Person,same_university
831,Person,206,Person,same_university
206,Person,858,Person,same_university
858,Person,206,Person,same_university
206,Person,902,Person,same_university
902,Person,206,Person,same_university
206,Person,911,Person,same_university
911,Person,206,Person,same_university
206,Person,913,Person,same_university
913,Person,206,Person,same_university
206,Person,920,Person,same_university
920,Person,206,Person,same_university
206,Person,952,Person,same_university
952,Person,206,Person,same_university
206,Person,979,Person,same_university
979,Person,206,Person,same_university
206,Person,997,Person,same_university
997,Person,206,Person,same_university
206,Person,1013,Person,same_university
1013,Person,206,Person,same_university
206,Person,1024,Person,same_university
1024,Person,206,Person,same_university
206,Person,1043,Person,same_university
1043,Person,206,Person,same_university
206,Person,1047,Person,same_university
1047,Person,206,Person,same_university
206,Person,1080,Person,same_university
1080,Person,206,Person,same_university
206,Person,1093,Person,same_university
1093,Person,206,Person,same_university
206,Person,1099,Person,same_university
1099,Person,206,Person,same_university
206,Person,1140,Person,same_university
1140,Person,206,Person,same_university
206,Person,1189,Person,same_university
1189,Person,206,Person,same_university
206,Person,1195,Person,same_university
1195,Person,206,Person,same_university
206,Person,1210,Person,same_university
1210,Person,206,Person,same_university
206,Person,1215,Person,same_university
1215,Person,206,Person,same_university
207,Person,316,Person,same_university
316,Person,207,Person,same_university
207,Person,458,Person,same_university
458,Person,207,Person,same_university
207,Person,735,Person,same_university
735,Person,207,Person,same_university
207,Person,1075,Person,same_university
1075,Person,207,Person,same_university
211,Person,256,Person,same_university
256,Person,211,Person,same_university
211,Person,319,Person,same_university
319,Person,211,Person,same_university
211,Person,330,Person,same_university
330,Person,211,Person,same_university
211,Person,340,Person,same_university
340,Person,211,Person,same_university
211,Person,414,Person,same_university
414,Person,211,Person,same_university
211,Person,422,Person,same_university
422,Person,211,Person,same_university
211,Person,491,Person,same_university
491,Person,211,Person,same_university
211,Person,538,Person,same_university
538,Person,211,Person,same_university
211,Person,733,Person,same_university
733,Person,211,Person,same_university
211,Person,831,Person,same_university
831,Person,211,Person,same_university
211,Person,858,Person,same_university
858,Person,211,Person,same_university
211,Person,911,Person,same_university
911,Person,211,Person,same_university
211,Person,979,Person,same_university
979,Person,211,Person,same_university
211,Person,1043,Person,same_university
1043,Person,211,Person,same_university
211,Person,1189,Person,same_university
1189,Person,211,Person,same_university
214,Person,244,Person,same_university
244,Person,214,Person,same_university
214,Person,271,Person,same_university
271,Person,214,Person,same_university
214,Person,349,Person,same_university
349,Person,214,Person,same_university
214,Person,588,Person,same_university
588,Person,214,Person,same_university
214,Person,721,Person,same_university
721,Person,214,Person,same_university
214,Person,1006,Person,same_university
1006,Person,214,Person,same_university
215,Person,839,Person,same_university
839,Person,215,Person,same_university
220,Person,240,Person,same_university
240,Person,220,Person,same_university
220,Person,390,Person,same_university
390,Person,220,Person,same_university
220,Person,557,Person,same_university
557,Person,220,Person,same_university
220,Person,1161,Person,same_university
1161,Person,220,Person,same_university
224,Person,239,Person,same_university
239,Person,224,Person,same_university
224,Person,427,Person,same_university
427,Person,224,Person,same_university
224,Person,439,Person,same_university
439,Person,224,Person,same_university
224,Person,630,Person,same_university
630,Person,224,Person,same_university
224,Person,651,Person,same_university
651,Person,224,Person,same_university
224,Person,689,Person,same_university
689,Person,224,Person,same_university
224,Person,696,Person,same_university
696,Person,224,Person,same_university
224,Person,893,Person,same_university
893,Person,224,Person,same_university
224,Person,899,Person,same_university
899,Person,224,Person,same_university
224,Person,1082,Person,same_university
1082,Person,224,Person,same_university
224,Person,1088,Person,same_university
1088,Person,224,Person,same_university
224,Person,1094,Person,same_university
1094,Person,224,Person,same_university
224,Person,1095,Person,same_university
1095,Person,224,Person,same_university
224,Person,1096,Person,same_university
1096,Person,224,Person,same_university
224,Person,1103,Person,same_university
1103,Person,224,Person,same_university
224,Person,1104,Person,same_university
1104,Person,224,Person,same_university
224,Person,1106,Person,same_university
1106,Person,224,Person,same_university
224,Person,1112,Person,same_university
1112,Person,224,Person,same_university
224,Person,1116,Person,same_university
1116,Person,224,Person,same_university
224,Person,1119,Person,same_university
1119,Person,224,Person,same_university
224,Person,1140,Person,same_university
1140,Person,224,Person,same_university
224,Person,1172,Person,same_university
1172,Person,224,Person,same_university
232,Person,430,Person,same_university
430,Person,232,Person,same_university
232,Person,686,Person,same_university
686,Person,232,Person,same_university
232,Person,691,Person,same_university
691,Person,232,Person,same_university
232,Person,698,Person,same_university
698,Person,232,Person,same_university
232,Person,702,Person,same_university
702,Person,232,Person,same_university
232,Person,899,Person,same_university
899,Person,232,Person,same_university
232,Person,1081,Person,same_university
1081,Person,232,Person,same_university
232,Person,1094,Person,same_university
1094,Person,232,Person,same_university
232,Person,1113,Person,same_university
1113,Person,232,Person,same_university
232,Person,1157,Person,same_university
1157,Person,232,Person,same_university
232,Person,1165,Person,same_university
1165,Person,232,Person,same_university
233,Person,382,Person,same_university
382,Person,233,Person,same_university
233,Person,527,Person,same_university
527,Person,233,Person,same_university
233,Person,608,Person,same_university
608,Person,233,Person,same_university
233,Person,725,Person,same_university
725,Person,233,Person,same_university
233,Person,744,Person,same_university
744,Person,233,Person,same_university
233,Person,865,Person,same_university
865,Person,233,Person,same_university
233,Person,918,Person,same_university
918,Person,233,Person,same_university
233,Person,1051,Person,same_university
1051,Person,233,Person,same_university
233,Person,1054,Person,same_university
1054,Person,233,Person,same_university
233,Person,1122,Person,same_university
1122,Person,233,Person,same_university
234,Person,649,Person,same_university
649,Person,234,Person,same_university
234,Person,1133,Person,same_university
1133,Person,234,Person,same_university
236,Person,348,Person,same_university
348,Person,236,Person,same_university
236,Person,547,Person,same_university
547,Person,236,Person,same_university
236,Person,717,Person,same_university
717,Person,236,Person,same_university
236,Person,1184,Person,same_university
1184,Person,236,Person,same_university
237,Person,299,Person,same_university
299,Person,237,Person,same_university
237,Person,305,Person,same_university
305,Person,237,Person,same_university
237,Person,368,Person,same_university
368,Person,237,Person,same_university
237,Person,501,Person,same_university
501,Person,237,Person,same_university
237,Person,567,Person,same_university
567,Person,237,Person,same_university
237,Person,762,Person,same_university
762,Person,237,Person,same_university
237,Person,871,Person,same_university
871,Person,237,Person,same_university
237,Person,874,Person,same_university
874,Person,237,Person,same_university
237,Person,915,Person,same_university
915,Person,237,Person,same_university
237,Person,931,Person,same_university
931,Person,237,Person,same_university
237,Person,991,Person,same_university
991,Person,237,Person,same_university
237,Person,1217,Person,same_university
1217,Person,237,Person,same_university
238,Person,298,Person,same_university
298,Person,238,Person,same_university
238,Person,913,Person,same_university
913,Person,238,Person,same_university
238,Person,1090,Person,same_university
1090,Person,238,Person,same_university
239,Person,427,Person,same_university
427,Person,239,Person,same_university
239,Person,439,Person,same_university
439,Person,239,Person,same_university
239,Person,630,Person,same_university
630,Person,239,Person,same_university
239,Person,651,Person,same_university
651,Person,239,Person,same_university
239,Person,689,Person,same_university
689,Person,239,Person,same_university
239,Person,696,Person,same_university
696,Person,239,Person,same_university
239,Person,893,Person,same_university
893,Person,239,Person,same_university
239,Person,899,Person,same_university
899,Person,239,Person,same_university
239,Person,1082,Person,same_university
1082,Person,239,Person,same_university
239,Person,1088,Person,same_university
1088,Person,239,Person,same_university
239,Person,1094,Person,same_university
1094,Person,239,Person,same_university
239,Person,1095,Person,same_university
1095,Person,239,Person,same_university
239,Person,1096,Person,same_university
1096,Person,239,Person,same_university
239,Person,1103,Person,same_university
1103,Person,239,Person,same_university
239,Person,1104,Person,same_university
1104,Person,239,Person,same_university
239,Person,1106,Person,same_university
1106,Person,239,Person,same_university
239,Person,1116,Person,same_university
1116,Person,239,Person,same_university
239,Person,1119,Person,same_university
1119,Person,239,Person,same_university
239,Person,1140,Person,same_university
1140,Person,239,Person,same_university
239,Person,1172,Person,same_university
1172,Person,239,Person,same_university
240,Person,249,Person,same_university
249,Person,240,Person,same_university
240,Person,390,Person,same_university
390,Person,240,Person,same_university
240,Person,557,Person,same_university
557,Person,240,Person,same_university
240,Person,935,Person,same_university
935,Person,240,Person,same_university
240,Person,1161,Person,same_university
1161,Person,240,Person,same_university
243,Person,869,Person,same_university
869,Person,243,Person,same_university
244,Person,271,Person,same_university
271,Person,244,Person,same_university
244,Person,349,Person,same_university
349,Person,244,Person,same_university
249,Person,935,Person,same_university
935,Person,249,Person,same_university
250,Person,391,Person,same_university
391,Person,250,Person,same_university
250,Person,458,Person,same_university
458,Person,250,Person,same_university
250,Person,700,Person,same_university
700,Person,250,Person,same_university
252,Person,588,Person,same_university
588,Person,252,Person,same_university
252,Person,721,Person,same_university
721,Person,252,Person,same_university
252,Person,1006,Person,same_university
1006,Person,252,Person,same_university
253,Person,583,Person,same_university
583,Person,253,Person,same_university
255,Person,336,Person,same_university
336,Person,255,Person,same_university
256,Person,319,Person,same_university
319,Person,256,Person,same_university
256,Person,330,Person,same_university
330,Person,256,Person,same_university
256,Person,340,Person,same_university
340,Person,256,Person,same_university
256,Person,414,Person,same_university
414,Person,256,Person,same_university
256,Person,422,Person,same_university
422,Person,256,Person,same_university
256,Person,491,Person,same_university
491,Person,256,Person,same_university
256,Person,538,Person,same_university
538,Person,256,Person,same_university
256,Person,733,Person,same_university
733,Person,256,Person,same_university
256,Person,831,Person,same_university
831,Person,256,Person,same_university
256,Person,858,Person,same_university
858,Person,256,Person,same_university
256,Person,911,Person,same_university
911,Person,256,Person,same_university
256,Person,979,Person,same_university
979,Person,256,Person,same_university
256,Person,1043,Person,same_university
1043,Person,256,Person,same_university
256,Person,1189,Person,same_university
1189,Person,256,Person,same_university
266,Person,395,Person,same_university
395,Person,266,Person,same_university
266,Person,1013,Person,same_university
1013,Person,266,Person,same_university
266,Person,1193,Person,same_university
1193,Person,266,Person,same_university
266,Person,1204,Person,same_university
1204,Person,266,Person,same_university
271,Person,349,Person,same_university
349,Person,271,Person,same_university
275,Person,296,Person,same_university
296,Person,275,Person,same_university
275,Person,330,Person,same_university
330,Person,275,Person,same_university
275,Person,378,Person,same_university
378,Person,275,Person,same_university
275,Person,385,Person,same_university
385,Person,275,Person,same_university
275,Person,423,Person,same_university
423,Person,275,Person,same_university
275,Person,460,Person,same_university
460,Person,275,Person,same_university
275,Person,489,Person,same_university
489,Person,275,Person,same_university
275,Person,539,Person,same_university
539,Person,275,Person,same_university
275,Person,549,Person,same_university
549,Person,275,Person,same_university
275,Person,560,Person,same_university
560,Person,275,Person,same_university
275,Person,562,Person,same_university
562,Person,275,Person,same_university
275,Person,595,Person,same_university
595,Person,275,Person,same_university
275,Person,648,Person,same_university
648,Person,275,Person,same_university
275,Person,695,Person,same_university
695,Person,275,Person,same_university
275,Person,700,Person,same_university
700,Person,275,Person,same_university
275,Person,754,Person,same_university
754,Person,275,Person,same_university
275,Person,777,Person,same_university
777,Person,275,Person,same_university
275,Person,831,Person,same_university
831,Person,275,Person,same_university
275,Person,902,Person,same_university
902,Person,275,Person,same_university
275,Person,913,Person,same_university
913,Person,275,Person,same_university
275,Person,920,Person,same_university
920,Person,275,Person,same_university
275,Person,952,Person,same_university
952,Person,275,Person,same_university
275,Person,979,Person,same_university
979,Person,275,Person,same_university
275,Person,997,Person,same_university
997,Person,275,Person,same_university
275,Person,1013,Person,same_university
1013,Person,275,Person,same_university
275,Person,1024,Person,same_university
1024,Person,275,Person,same_university
275,Person,1047,Person,same_university
1047,Person,275,Person,same_university
275,Person,1080,Person,same_university
1080,Person,275,Person,same_university
275,Person,1093,Person,same_university
1093,Person,275,Person,same_university
275,Person,1099,Person,same_university
1099,Person,275,Person,same_university
275,Person,1140,Person,same_university
1140,Person,275,Person,same_university
275,Person,1195,Person,same_university
1195,Person,275,Person,same_university
275,Person,1210,Person,same_university
1210,Person,275,Person,same_university
275,Person,1215,Person,same_university
1215,Person,275,Person,same_university
276,Person,540,Person,same_university
540,Person,276,Person,same_university
276,Person,1046,Person,same_university
