id,name,label,wiki_url,country
784,Min Aung Hlaing,Person,https://vi.wikipedia.org/wiki/Min_Aung_Hlaing,Myanmar
785,Mitt Romney,Person,https://vi.wikipedia.org/wiki/Mitt_Romney,Mỹ
787,Michelle Lujan Grisham,Person,https://vi.wikipedia.org/wiki/Michelle_Lujan_Grisham,Hoa Kỳ
794,Milton Friedman,Person,https://vi.wikipedia.org/wiki/Milton_Friedman,Hoa Kỳ
795,Moussa Koussa,Person,https://vi.wikipedia.org/wiki/Moussa_Koussa,Libya
805,Myron Scholes,Person,https://vi.wikipedia.org/wiki/Myron_Scholes,"Canada , Hoa Kỳ"
807,Muhammadu Buhari,Person,https://vi.wikipedia.org/wiki/Muhammadu_Buhari,Người Nigeria
811,Mã Hiểu Vĩ,Person,https://vi.wikipedia.org/wiki/M%C3%A3_Hi%E1%BB%83u_V%C4%A9,Trung Quốc
812,Mike DeWine,Person,https://vi.wikipedia.org/wiki/Mike_DeWine,Hoa Kỳ
813,Moon Jae-in,Person,https://vi.wikipedia.org/wiki/Moon_Jae-in,Hàn Quốc
823,Neville Chamberlain,Person,https://vi.wikipedia.org/wiki/Neville_Chamberlain,Anh
825,Nguyễn Hữu Có,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_H%E1%BB%AFu_C%C3%B3,Việt Nam; Việt Nam Cộng hòa; (Đã sụp đổ)
826,Nghê Nhạc Phong,Person,https://vi.wikipedia.org/wiki/Ngh%C3%AA_Nh%E1%BA%A1c_Phong,Trung Quốc
828,Nghê Hồng,Person,https://vi.wikipedia.org/wiki/Ngh%C3%AA_H%E1%BB%93ng,Trung Quốc
829,Ngô Bang Quốc,Person,https://vi.wikipedia.org/wiki/Ng%C3%B4_Bang_Qu%E1%BB%91c,Trung Quốc
831,Ned Lamont,Person,https://vi.wikipedia.org/wiki/Ned_Lamont,Hoa Kỳ
833,Nguyễn Minh Triết,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_Minh_Tri%E1%BA%BFt,Việt Nam
844,Nguyễn Xuân Phúc,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_Xu%C3%A2n_Ph%C3%BAc,Việt Nam
845,Norman Naimark,Person,https://vi.wikipedia.org/wiki/Norman_Naimark,Mỹ
848,Numan Kurtulmuş,Person,https://vi.wikipedia.org/wiki/Numan_Kurtulmu%C5%9F,Thổ Nhĩ Kỳ
851,Nguyễn Tấn Dũng,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_T%E1%BA%A5n_D%C5%A9ng,Việt Nam
852,Ole von Beust,Person,https://vi.wikipedia.org/wiki/Ole_von_Beust,Đức
853,Odysseas Elytis,Person,https://vi.wikipedia.org/wiki/Odysseas_Elytis,Hy Lạp
867,Palmiro Togliatti,Person,https://vi.wikipedia.org/wiki/Palmiro_Togliatti,Italian
868,Pablo Picasso,Person,https://vi.wikipedia.org/wiki/Pablo_Picasso,Tây Ban Nha
876,Patsy Cline,Person,https://vi.wikipedia.org/wiki/Patsy_Cline,Hoa Kỳ
877,Patrice de Mac Mahon,Person,https://vi.wikipedia.org/wiki/Patrice_de_Mac_Mahon,người Pháp
878,Oliver Cromwell,Person,https://vi.wikipedia.org/wiki/Oliver_Cromwell,Anh
879,Paul Martin,Person,https://vi.wikipedia.org/wiki/Paul_Martin,Canadian
882,Peter A. Diamond,Person,https://vi.wikipedia.org/wiki/Peter_A._Diamond,Hoa Kỳ
883,Paul Samuelson,Person,https://vi.wikipedia.org/wiki/Paul_Samuelson,Hoa Kỳ
893,Phan Công Thắng,Person,https://vi.wikipedia.org/wiki/Phan_C%C3%B4ng_Th%E1%BA%AFng,Trung Quốc
894,Peter Paul Rubens,Person,https://vi.wikipedia.org/wiki/Peter_Paul_Rubens,Vlaanderen ( Flanders )
897,Philip de László,Person,https://vi.wikipedia.org/wiki/Philip_de_L%C3%A1szl%C3%B3,"Vương quốc Liên hiệp Anh và Bắc Ireland , Vương quốc Liên hiệp Anh và Ireland , Hungary"
898,Phil Scott,Person,https://vi.wikipedia.org/wiki/Phil_Scott,Hoa Kỳ
899,Phan Nhạc (chính khách),Person,https://vi.wikipedia.org/wiki/Phan_Nh%E1%BA%A1c_%28ch%C3%ADnh_kh%C3%A1ch%29,Trung Quốc
903,Pete Ricketts,Person,https://vi.wikipedia.org/wiki/Pete_Ricketts,Hoa Kỳ
904,Piet Mondrian,Person,https://vi.wikipedia.org/wiki/Piet_Mondrian,Hà Lan
905,Philipp Rösler,Person,https://vi.wikipedia.org/wiki/Philipp_R%C3%B6sler,Đức
913,Phil Murphy,Person,https://vi.wikipedia.org/wiki/Phil_Murphy,Hoa Kỳ
919,Rafael Mandelman,Person,https://vi.wikipedia.org/wiki/Rafael_Mandelman,Hoa Kỳ
920,Rahul Gandhi,Person,https://vi.wikipedia.org/wiki/Rahul_Gandhi,Ấn Độ
922,Phạm Minh Chính,Person,https://vi.wikipedia.org/wiki/Ph%E1%BA%A1m_Minh_Ch%C3%ADnh,Việt Nam
924,Ralph Vaughan Williams,Person,https://vi.wikipedia.org/wiki/Ralph_Vaughan_Williams,Vương quốc Liên hiệp Anh và Bắc Ireland
933,Ramsay MacDonald,Person,https://vi.wikipedia.org/wiki/Ramsay_MacDonald,Anh
934,René Magritte,Person,https://vi.wikipedia.org/wiki/Ren%C3%A9_Magritte,Bỉ
939,Richard Stone,Person,https://vi.wikipedia.org/wiki/Richard_Stone,Vương quốc Anh
941,Richard Thaler,Person,https://vi.wikipedia.org/wiki/Richard_Thaler,Hoa Kỳ
942,René Descartes,Person,https://vi.wikipedia.org/wiki/Ren%C3%A9_Descartes,Pháp
943,Richard Wagner,Person,https://vi.wikipedia.org/wiki/Richard_Wagner,Vương quốc Sachsen
945,Richard Attenborough,Person,https://vi.wikipedia.org/wiki/Richard_Attenborough,Anh
