id,name,label,wiki_url,properties
29,Laura Bush,Person,https://vi.wikipedia.org/wiki/Laura_Bush,"{""Tổng thống"": ""George W. Bush"", ""Tiền nhiệm"": ""David Richards ( Đệ Nhất Phu quân )"", ""Kế nhiệm"": ""Anita Thigpen Perry"", ""Thống đốc"": ""George W. Bush"", ""Sinh"": [""Laura Lane Welch"", ""4 tháng 11, 1946"", ""(79 tuổi)"", ""Midland"", "","", ""Texas""], ""Đảng chính trị"": ""Cộng hòa"", ""Con cái"": [""Barbara"", ""Jenna""], ""Giáo dục"": [""Đại học Southern Methodist"", "","", ""Đại học Texas tại Austin""], ""Nghề nghiệp"": ""Tác giả , Giáo viên , Thủ thư"", ""Chữ ký"": """"}"
30,Kamala Harris,Person,https://vi.wikipedia.org/wiki/Kamala_Harris,"{""Tổng thống"": ""Joe Biden"", ""Tiền nhiệm"": ""Terence Hallinan"", ""Kế nhiệm"": ""George Gascón"", ""Thống đốc"": ""Jerry Brown"", ""Sinh"": [""Kamala Devi Harris"", ""["", ""a"", ""]"", ""20 tháng 10, 1964"", ""(61 tuổi)"", ""Oakland, California"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ"", ""Phối ngẫu"": ""Doug Emhoff (cưới 2014)"", ""Cha mẹ"": [""Shyamala Gopalan"", ""(mẹ)"", ""Donald Harris"", ""(cha)""], ""Người thân"": ""Gia đình của Kamala Harris"", ""Giáo dục"": [""Đại học Howard"", ""("", ""BA"", "")"", ""Đại học California, Hastings"", ""("", ""JD"", "")""], ""Nghề nghiệp"": ""Chính trị gia luật sư nhà văn"", ""Chữ ký"": """", ""Website"": ""Trang web tranh cử Trang web của Nhà Trắng""}"
31,Mike Pence,Person,https://vi.wikipedia.org/wiki/Mike_Pence,"{""Tổng thống"": ""Donald Trump"", ""Tiền nhiệm"": ""Adam Putnam"", ""Kế nhiệm"": ""Jeb Hensarling"", ""Phó Thống đốc"": [""Sue Ellspermann"", ""Eric Holcomb""], ""Lãnh đạo"": ""John Boehner"", ""Sinh"": [""Michael Richard Pence"", ""7 tháng 6, 1959"", ""(66 tuổi)"", ""Columbus"", "","", ""Indiana"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Con cái"": ""3"", ""Alma mater"": [""Hanover College"", ""Indiana University, Indianapolis""], ""Chữ ký"": """", ""Website"": [""Gubernatorial website"", ""Campaign site""]}"
32,Mitt Romney,Person,https://vi.wikipedia.org/wiki/Mitt_Romney,"{""Tiền nhiệm"": [""Paul Cellucci"", ""(Thống đốc)"", ""Jane Swift"", ""(quyền)""], ""Kế nhiệm"": ""Deval Patrick"", ""Sinh"": [""Willard Mitt Romney"", ""12 tháng 3, 1947"", ""(78 tuổi)"", ""Detroit"", "", Michigan""], ""Quốc tịch"": ""Mỹ"", ""Đảng chính trị"": ""Cộng hòa"", ""Phối ngẫu"": ""Ann Romney (cưới 1969)"", ""Con cái"": [""Tagg (b. 1970)"", ""Matt (b. 1971)"", ""Josh (b. 1975)"", ""Ben (b. 1978)"", ""Craig (b. 1981)""], ""Cư trú"": [""Belmont, Massachusetts"", ""Wolfeboro, New Hampshire"", ""San Diego, California""], ""Alma mater"": [""Stanford University"", ""Brigham Young University"", ""("", ""BA"", "")"", ""Harvard University"", ""("", ""MBA"", "","", ""JD"", "")""], ""Chữ ký"": """", ""Website"": ""mittromney.com""}"
33,Mark Zuckerberg,Person,https://vi.wikipedia.org/wiki/Mark_Zuckerberg,"{""Sinh"": [""Mark Elliot Zuckerberg"", ""14 tháng 5, 1984"", ""(41 tuổi)"", ""White Plains, New York"", "", Hoa Kỳ""], ""Quốc tịch"": ""Hoa Kỳ"", ""Trường lớp"": ""Đại học Harvard"", ""Nghề nghiệp"": ""Lập trình viên máy tính, doanh nghiệp Internet"", ""Năm hoạt động"": ""2004–nay"", ""Nổi tiếng vì"": ""Đồng thành lập Meta"", ""Quê quán"": ""Dobbs Ferry, New York , Hoa Kỳ"", ""Tài sản"": ""32,9 tỷ đô-la Mỹ [ 1 ]"", ""Chức vị"": ""Tổng giám đốc điều hành và Chủ tịch Meta"", ""Phối ngẫu"": ""Priscilla Chan (cưới 2012)"", ""Con cái"": ""3"", ""Người thân"": ""Randi Zuckerberg (chị gái)"", ""Website"": ""facebook .com /zuck""}"
34,Michelle Obama,Person,https://vi.wikipedia.org/wiki/Michelle_Obama,"{""Tổng thống"": ""Barack Obama"", ""Tiền nhiệm"": ""Laura Bush"", ""Kế nhiệm"": ""Melania Trump"", ""Sinh"": [""Michael LaVaughn Robinson"", ""17 tháng 1, 1964"", ""(61 tuổi)"", ""Chicago"", "","", ""Illinois"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ"", ""Con cái"": [""Malia"", ""Sasha""], ""Alma mater"": [""Đại học Princeton"", ""("", ""BA"", "")"", ""Đại học Harvard"", ""("", ""JD"", "")""], ""Chữ ký"": """"}"
35,John McCain,Person,https://vi.wikipedia.org/wiki/John_McCain,"{""Nhiệm kỳ"": ""3 tháng 1 năm 1983 – 3 tháng 1 năm 1987"", ""Tiền nhiệm"": ""John Jacob Rhodes Jr."", ""Kế nhiệm"": ""John Jacob Rhodes III"", ""Vị trí"": ""Khu quốc hội 1, Arizona"", ""Sinh"": [""John Sidney McCain III"", ""("", ""1936-08-28"", "")"", ""28 tháng 8, 1936"", ""Vùng Kênh đào Panama""], ""Mất"": [""25 tháng 8, 2018"", ""(2018-08-25)"", ""(81 tuổi)"", ""Cornville"", "","", ""Arizona""], ""Nơi ở"": ""Phoenix , Maricopa , Arizona"", ""Tôn giáo"": ""Báp-tít"", ""Đảng chính trị"": ""Cộng hòa"", ""Vợ"": [""Carol Shepp"", ""(từ 1965-1980)"", ""Cindy Hensley McCain"", ""(từ 1980)""], ""Con cái"": [""Douglas (s. 1959)"", ""Andrew (s. 1962)"", ""Sidney (s. 1966)"", ""Meghan (s. 1984)"", ""John Sidney IV \""Jack\"" (s. 1986)"", ""James (s. 1988)"", ""Bridget (s. 1991)""], ""Alma mater"": ""Học viện Hải quân Hoa Kỳ"", ""Website"": ""Thượng nghị sĩ Hoa Kỳ John McCain: Arizona"", ""Chữ ký"": """", ""Tặng thưởng"": ""Huân chương Ngôi sao Bạc Legion of Merit Huân chương Ngôi sao Đồng Huân chương Trái tim Tím Distinguished Flying Cross [ 1 ] Huân chương tù binh chiến tranh Huân chương phục vụ quốc phòng Huân chương phục vụ tại Việt Nam Huân chương chiến dịch tại Việt Nam ( Việt Nam Cộng hòa )"", ""Thuộc"": ""Hiệp chúng quốc Hoa Kỳ"", ""Phục vụ"": ""Hải quân Hoa Kỳ"", ""Năm tại ngũ"": ""1958–1981"", ""Cấp bậc"": ""Hạm trưởng"", ""Tham chiến"": ""Chiến tranh Việt Nam ( POW )""}"
36,Paul Ryan,Person,https://vi.wikipedia.org/wiki/Paul_Ryan,"{""Tiền nhiệm"": ""John Boehner"", ""Kế nhiệm"": ""Nancy Pelosi"", ""Sinh"": [""Paul Davis Ryan"", ""29 tháng 1, 1970"", ""(55 tuổi)"", ""Janesville"", "", Wisconsin, Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Phối ngẫu"": ""Janna Little"", ""Con cái"": [""Elizabeth"", ""Charles"", ""Samuel""], ""Alma mater"": ""Đại học Miami (Cử nhân)"", ""Website"": ""Congressional website""}"
37,Rick Perry,Person,https://vi.wikipedia.org/wiki/Rick_Perry,"{""Tổng thống"": ""Donald Trump"", ""Tiền nhiệm"": ""Bob Bullock"", ""Kế nhiệm"": ""Bill Ratliff"", ""Phó Thống đốc"": [""Bill Ratliff"", ""David Dewhurst""], ""Thống đốc"": ""George W. Bush"", ""Sinh"": [""4 tháng 3, 1950"", ""(75 tuổi)"", ""Paint Creek, Texas""], ""Đảng chính trị"": ""Đảng Cộng hòa (1989-nay)"", ""Đảng khác"": ""Đảng Dân chủ (trước 1989)"", ""Phối ngẫu"": ""Anita Thigpen"", ""Con cái"": [""Griffin"", ""Sydney""], ""Cư trú"": ""Texas Governor's Mansion"", ""Alma mater"": ""Texas A&M University"", ""Chữ ký"": """", ""Phục vụ"": ""Không quân Hoa Kỳ"", ""Năm tại ngũ"": ""1972–1977"", ""Cấp bậc"": ""Đại úy""}"
38,Philipp Rösler,Person,https://vi.wikipedia.org/wiki/Philipp_R%C3%B6sler,"{""Thủ tướng"": ""Angela Merkel"", ""Tiền nhiệm"": ""Walter Hirche"", ""Kế nhiệm"": ""Jörg Bode"", ""Chủ tịch nước"": [""Nguyễn Xuân Phúc"", ""Võ Thị Ánh Xuân"", ""(quyền)"", ""Võ Văn Thưởng""], ""Đại sứ"": ""Lê Linh Lan"", ""Sinh"": [""24 tháng 2, 1973"", ""(52 tuổi)"", ""Khánh Hưng,"", ""Ba Xuyên"", "","", ""Việt Nam Cộng hòa""], ""Quốc tịch"": ""Đức"", ""Đảng chính trị"": ""FDP"", ""Phối ngẫu"": ""Wiebke Rösler, bác sĩ"", ""Con cái"": ""hai con gái sinh đôi Grietje và Gesche, 2008."", ""Cư trú"": ""Hannover"", ""Alma mater"": ""Đại học Y khoa Hannover"", ""Nghề nghiệp"": ""Bác sĩ"", ""Website"": ""philipp-roesler.de""}"
39,Olaf Scholz,Person,https://vi.wikipedia.org/wiki/Olaf_Scholz,"{""Tổng thống"": ""Frank-Walter Steinmeier"", ""Phó Thủ tướng"": ""Robert Habeck"", ""Tiền nhiệm"": ""Hartmuth Wrocklage"", ""Kế nhiệm"": ""Ronald Schill"", ""Thủ tướng"": ""Angela Merkel"", ""Lãnh đạo"": ""Gerhard Schröder"", ""Cấp phó"": [""Dorothee Stapelfeldt"", ""Katharina Fegebank""], ""Thủ hiến"": ""Ortwin Runde"", ""Sinh"": [""14 tháng 6, 1958"", ""(67 tuổi)"", ""Osnabrück"", "","", ""Tây Đức""], ""Đảng chính trị"": ""Đảng Dân chủ Xã hội"", ""Phối ngẫu"": ""Britta Ernst (cưới 1998)"", ""Alma mater"": ""Đại học Hamburg"", ""Nghề nghiệp"": ""Luật sư"", ""Chữ ký"": """", ""Website"": ""Official website""}"
40,Rodrigo Duterte,Person,https://vi.wikipedia.org/wiki/Rodrigo_Duterte,"{""Phó Tổng thống"": ""Leni Robredo"", ""Tiền nhiệm"": ""Prospero Nograles"", ""Kế nhiệm"": ""Prospero Nograles"", ""Sinh"": [""Rodrigo Roa Duterte"", ""28 tháng 3, 1945"", ""(80 tuổi)"", ""Maasin"", "","", ""Leyte"", "","", ""Thịnh vượng chung Philippines""], ""Đảng chính trị"": ""PDP-Laban (2001–nay)"", ""Đảng khác"": [""Hugpong Sa Tawong Lungsod"", ""(2011–nay)"", ""Laban ng Makabayang Masang Pilipino"", ""(1998–2001)"", ""Kabataang Makabayan (Thập niên 1970)""], ""Phối ngẫu"": ""Elizabeth Zimmerman (1973–2000)"", ""Bạn đời"": ""Cieleto \""Honeylet\"" Avanceña [ 1 ]"", ""Con cái"": [""Paolo"", ""Sara"", ""Sebastian"", ""Veronica""], ""Cha mẹ"": [""Vincente Durterte"", ""Soledad Roa""], ""Alma mater"": [""Trường Đại học Philippines"", ""Đại học San Beda""], ""Tôn giáo"": ""Công giáo Rôma → Hồi giáo""}"
41,Rudy Giuliani,Person,https://vi.wikipedia.org/wiki/Rudy_Giuliani,"{""Tiền nhiệm"": ""John H. Shenefield"", ""Kế nhiệm"": ""D. Lowell Jensen"", ""Tổng thống"": ""Ronald Reagan"", ""Sinh"": [""Rudolph William Louis Giuliani"", ""28 tháng 5, 1944"", ""(81 tuổi)"", ""Thành phố New York"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa (1980–nay)"", ""Đảng khác"": [""Độc lập"", ""(1975–1980)"", ""Dân chủ"", ""(before 1975)""], ""Phối ngẫu"": [""Regina Peruggi"", ""(cưới 1968⁠–⁠"", ""ld."", ""1982)"", ""Donna Hanover"", ""(cưới 1984⁠–⁠"", ""ld."", ""2002)"", ""Judith Nathan"", ""(cưới 2003⁠–⁠"", ""ld."", ""2019)""], ""Con cái"": ""Andrew , Caroline"", ""Giáo dục"": [""Manhattan College"", ""("", ""BA"", "")"", ""New York University"", ""("", ""JD"", "")""], ""Chữ ký"": """"}"
42,Sergey Vadimovich Stepashin,Person,https://vi.wikipedia.org/wiki/Sergey_Vadimovich_Stepashin,"{""Tổng thống"": ""Boris Yeltsin"", ""Tiền nhiệm"": ""Anatoly Kulikov"", ""Kế nhiệm"": ""Vladimir Rushaylo"", ""Thủ tướng"": [""Sergey Kiriyenko"", ""Yevgeny Primakov""], ""Sinh"": [""2 tháng 3, 1952"", ""(73 tuổi)"", ""Lüshunkou"", "","", ""Trung Quốc""], ""Phối ngẫu"": ""Tamara Stepashina"", ""Con cái"": ""Vladimir"", ""Alma mater"": [""Viện Chính trị Quân sự Lenin"", ""Đại học Tài chính thuộc Chính phủ Liên bang Nga""]}"
43,Sarah Palin,Person,https://vi.wikipedia.org/wiki/Sarah_Palin,"{""Tiền nhiệm"": ""John Stein"", ""Kế nhiệm"": ""Dianne M. Keller"", ""Sinh"": [""11 tháng 2, 1964"", ""(61 tuổi)"", ""Sandpoint, Idaho"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Phối ngẫu"": ""Todd Palin (từ 1988)"", ""Con cái"": ""Track, Bristol, Willow, Piper, Trig"", ""Cư trú"": ""Wasilla, Alaska"", ""Alma mater"": ""Đại học Idaho"", ""Chuyên môn"": ""Chính khách"", ""Chữ ký"": """"}"
44,Sigmar Gabriel,Person,https://vi.wikipedia.org/wiki/Sigmar_Gabriel,"{""Thủ tướng"": ""Angela Merkel"", ""Tiền nhiệm"": ""Wilhelm Schmidt"", ""Kế nhiệm"": ""Christian Wulff"", ""Sinh"": [""Sigmar Hartmut Gabriel"", ""12 tháng 9, 1959"", ""(66 tuổi)"", ""Goslar"", "","", ""Tây Đức"", ""(nay là"", ""Đức"", "")""], ""Đảng chính trị"": ""Đảng Dân chủ Xã hội"", ""Alma mater"": ""Đại học Göttingen"", ""Chữ ký"": """"}"
45,Wolfgang Schäuble,Person,https://vi.wikipedia.org/wiki/Wolfgang_Sch%C3%A4uble,"{""Thủ tướng"": ""Helmut Kohl"", ""Tiền nhiệm"": ""Waldemar Schreckenberger"", ""Kế nhiệm"": ""Rudolf Seiters"", ""Sinh"": [""18 tháng 9 năm 1942"", ""Freiburg im Breisgau"", "","", ""Đức""], ""Mất"": [""26 tháng 12 năm 2023"", ""(2023-12-26)"", ""(81 tuổi)"", ""Offenburg"", "","", ""Baden-Württemberg"", "", Đức""], ""Đảng chính trị"": ""Liên minh Dân chủ Cơ đốc giáo Đức"", ""Phối ngẫu"": ""Ingeborg Schäuble (cưới 1969)"", ""Con cái"": ""4"", ""Alma mater"": [""Đại học Freiburg"", ""Đại học Hamburg""], ""Chuyên môn"": ""Lawyer"", ""Website"": ""Official website""}"
46,Theodore Roosevelt,Person,https://vi.wikipedia.org/wiki/Theodore_Roosevelt,"{""Phó Tổng thống"": ""Không có (1901–1905) Charles W. Fairbanks (1905–1909)"", ""Tiền nhiệm"": ""William J. Trimble"", ""Kế nhiệm"": ""Henry A. Barnum"", ""Tổng thống"": ""William McKinley"", ""Phó Thống đốc"": ""Timothy L. Woodruff"", ""Sinh"": [""Theodore Roosevelt Jr."", ""("", ""1858-10-27"", "")"", ""27 tháng 10, 1858"", ""Thành phố New York"", "","", ""New York"", "","", ""Hoa Kỳ""], ""Mất"": [""6 tháng 1, 1919"", ""(1919-01-06)"", ""(60 tuổi)"", ""Oyster Bay"", "","", ""New York"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": [""Đảng Cộng hòa"", ""(1880-1911)"", ""Đảng Tiến bộ"", ""(1912-1916)"", ""Đảng Cộng hòa"", ""(1916-1919)""], ""Phối ngẫu"": [""Alice Hathaway Lee"", ""(1880-1884)"", ""Edith Kermit Carow"", ""(1886-1919)""], ""Quan hệ"": ""Xem Gia tộc Roosevelt"", ""Con cái"": [""Alice Roosevelt Longworth"", ""Theodore Roosevelt Jr."", ""Kermit Roosevelt"", ""Ethel Roosevelt Derby"", ""Archibald Roosevelt"", ""Quentin Roosevelt""], ""Cha mẹ"": [""Theodore Roosevelt Sr."", ""Martha Bulloch Roosevelt""], ""Alma mater"": [""Đại học Harvard"", ""Trường Luật Columbia""], ""Nghề nghiệp"": [""Tác giả, Người bảo vệ môi trường"", ""Nhà thám hiểm, Sử gia, Nhà nghiên cứu vạn vật học"", ""Chính trị gia, Sĩ quan quân đội""], ""Tặng thưởng"": [""Giải Nobel Hoà bình"", ""(1906)"", ""Huân chương Danh dự""], ""Chữ ký"": """", ""Thuộc"": ""Hoa Kỳ"", ""Phục vụ"": [""Lục quân Hoa Kỳ"", ""Lực lượng Vệ binh Quốc gia New York""], ""Năm tại ngũ"": ""1882–1886, 1898"", ""Cấp bậc"": ""Đại tá"", ""Chỉ huy"": ""Kỵ binh Tình nguyện Hoa Kỳ thứ nhất"", ""Tham chiến"": [""Chiến tranh Tây Ban Nha-Mỹ"", ""•"", ""Trận Las Guasimas"", ""•"", ""Trận San Juan Hill""]}"
47,Vladimir Vladimirovich Putin,Person,https://vi.wikipedia.org/wiki/Vladimir_Vladimirovich_Putin,"{""Thủ tướng"": [""Mikhail Kasyanov"", ""Mikhail Fradkov"", ""Viktor Zubkov""], ""Tiền nhiệm"": ""Nicolay Bordyuzha"", ""Kế nhiệm"": ""Sergei Ivanov"", ""Tổng thống"": ""Boris Yeltsin"", ""Sinh"": [""Vladimir Vladimirovich Putin"", ""7 tháng 10, 1952"", ""(73 tuổi)"", ""Leningrad"", "","", ""CHXHCNXV Liên bang Nga"", "","", ""Liên Xô""], ""Quốc tịch"": ""Nga"", ""Đảng chính trị"": [""Đảng Cộng sản Liên Xô"", ""(1975-1991)"", ""Đảng Nước Nga Thống nhất"", ""(2008-2012)"", ""Không đảng phái (2012-nay)""], ""Phối ngẫu"": ""Lyudmila Shkrebneva (1983 - li dị 2014)"", ""Con cái"": [""Maria Putina"", ""Yekaterina Shkrebneva""], ""Alma mater"": ""Đại học Tổng hợp Leningrad"", ""Tôn giáo"": ""Chính thống giáo Nga"", ""Chữ ký"": """", ""Thuộc"": [""Liên Xô"", ""Nga""], ""Phục vụ"": [""KGB"", ""FSB""], ""Năm tại ngũ"": [""1975-1991"", ""1998-1999""], ""Cấp bậc"": [""Đại tá"", ""Cố vấn cấp 1 Liên bang Nga""]}"
48,Ronald Reagan,Person,https://vi.wikipedia.org/wiki/Ronald_Reagan,"{""Phó Tổng thống"": ""George H. W. Bush"", ""Tiền nhiệm"": ""Robert Montgomery"", ""Kế nhiệm"": ""Walter Pidgeon"", ""Phó Thống đốc"": ""Robert Finch [ 2 ] Edwin Reinecke [ 3 ] John L. Harmer [ 4 ]"", ""Sinh"": [""Ronald Wilson Reagan"", ""("", ""1911-02-06"", "")"", ""6 tháng 2 năm 1911"", ""Tampico, Illinois"", "", Hoa Kỳ""], ""Mất"": [""5 tháng 6 năm 2004"", ""(2004-06-05)"", ""(93 tuổi)"", ""Los Angeles, California"", "", Hoa Kỳ""], ""Nơi an nghỉ"": ""Bảo tàng và Thư viện Tổng thống Ronald Reagan"", ""Đảng chính trị"": ""Đảng Cộng hòa (từ 1962)"", ""Đảng khác"": ""Đảng Dân chủ (đến 1962)"", ""Phối ngẫu"": [""Jane Wyman"", ""(cưới"", ""1940"", ""⁠–⁠"", ""ld."", ""1949"", "")"", ""Nancy Davis"", ""(cưới"", ""1952"", "")""], ""Quan hệ"": ""Neil Reagan (anh trai)"", ""Con cái"": ""Maureen Christine Michael Patti Ron"", ""Cha mẹ"": ""Jack Reagan Nelle Wilson"", ""Alma mater"": ""Đại học Eureka ( BA )"", ""Nghề nghiệp"": ""Chính trị gia Công đoàn viên Diễn viên Tác giả Phát thanh viên"", ""Tặng thưởng"": ""Huân chương Tự do Tổng thống (1993) Huân chương vàng Quốc hội (2000) Danh sách danh hiệu và giải thưởng"", ""Chữ ký"": """", ""Phục vụ"": ""Lục quân Hoa Kỳ Lực lượng Trừ bị Lục quân Hoa Kỳ Lực lượng Phòng không Lục quân Hoa Kỳ (AAF)"", ""Năm tại ngũ"": [""1937–1942 (dự bị)"", ""1942–1945 (chính quy)""], ""Cấp bậc"": ""Đại úy"", ""Đơn vị"": [""Trung đoàn 322 Kỵ binh"", ""Trung đoàn 323 Kỵ binh"", ""Đơn vị 18 Phòng không Lục quân""], ""Tham chiến"": ""Chiến tranh thế giới thứ hai Mặt trận châu Mỹ""}"
49,Joe Biden,Person,https://vi.wikipedia.org/wiki/Joe_Biden,"{""Phó Tổng thống"": ""Kamala Harris"", ""Tiền nhiệm"": ""J. Caleb Boggs"", ""Kế nhiệm"": ""Ted Kaufman"", ""Tổng thống"": ""Barack Obama"", ""Các chức vụ khác"": [""Các chức vụ khác"", ""Chủ tịch"", ""Hội nghị về kiểm soát ma túy quốc tế"", ""Nhiệm kỳ"", ""2007–2009"", ""Chủ tịch"", ""Ủy ban Đối ngoại Thượng viện"", ""Nhiệm kỳ"", ""2001"", ""["", ""a"", ""]"", ""– 2003"", ""Nhiệm kỳ"", ""2007–2009"", ""Chủ tịch"", ""Ủy ban Tư pháp Thượng viện"", ""Nhiệm kỳ"", ""1987 – 1995""], ""Sinh"": [""Joseph Robinette Biden Jr."", ""20 tháng 11, 1942"", ""(83 tuổi)"", ""Scranton, Pennsylvania"", "", Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ (1969–nay)"", ""Đảng khác"": ""Độc lập (trước 1969)"", ""Phối ngẫu"": [""Neilia Hunter"", ""(cưới"", ""1966"", ""⁠–⁠mất"", ""1972"", "")"", ""Jill Jacobs"", ""(cưới"", ""1977"", "")""], ""Con cái"": ""Beau Hunter Naomi Ashley"", ""Cha mẹ"": ""Joseph Robinette Biden Sr. Catherine Eugenia Finnegan"", ""Người thân"": ""Gia đình Biden"", ""Giáo dục"": ""Đại học Delaware ( BA ) Đại học Syracuse ( JD )"", ""Nghề nghiệp"": ""Luật sư chính trị gia nhà văn"", ""Tặng thưởng"": ""Danh sách danh hiệu và giải thưởng"", ""Chữ ký"": """", ""Website"": ""Trang web tranh cử Trang web ở Nhà Trắng""}"
50,Sergey Vadimovich Stepashin,Person,https://vi.wikipedia.org/wiki/Sergei_Stepashin,"{""Tổng thống"": ""Boris Yeltsin"", ""Tiền nhiệm"": ""Anatoly Kulikov"", ""Kế nhiệm"": ""Vladimir Rushaylo"", ""Thủ tướng"": [""Sergey Kiriyenko"", ""Yevgeny Primakov""], ""Sinh"": [""2 tháng 3, 1952"", ""(73 tuổi)"", ""Lüshunkou"", "","", ""Trung Quốc""], ""Phối ngẫu"": ""Tamara Stepashina"", ""Con cái"": ""Vladimir"", ""Alma mater"": [""Viện Chính trị Quân sự Lenin"", ""Đại học Tài chính thuộc Chính phủ Liên bang Nga""]}"
51,Boris Nikolayevich Yeltsin,Person,https://vi.wikipedia.org/wiki/Boris_Yeltsin,"{""Thủ tướng"": [""Ivan Silayev"", ""Oleg Lobov"", ""(Quyền)"", ""Yegor Gaidar"", ""(Quyền)"", ""Viktor Chernomyrdin"", ""Sergey Kiriyenko"", ""Yevgeny Primakov"", ""Sergei Stepashin"", ""Vladimir Putin""], ""Tiền nhiệm"": ""Vitaly Vorotnikov"", ""Kế nhiệm"": ""Ruslan Khasbulatov (Quyền)"", ""Sinh"": [""Boris Nikolayevich Yeltsin"", ""Борис Николаевич Ельцин"", ""1 tháng 2 năm 1931"", ""Butka"", "","", ""Ural Oblast"", "","", ""Cộng hoà Xã hội Chủ nghĩa Xô viết Liên bang Nga"", "","", ""Liên Xô""], ""Mất"": [""23 tháng 4, 2007"", ""(2007-04-23)"", ""(76 tuổi)"", ""Moskva"", "","", ""Nga""], ""Đảng chính trị"": [""Đảng Cộng sản Liên Xô"", ""(1961–1990)"", ""Độc lập"", ""(sau 1990)""], ""Phối ngẫu"": ""Naina Yeltsina"", ""Con cái"": [""Tatyana Borisovna Dyachenko"", ""Elena Borisovna Okulova""], ""Alma mater"": ""Đại học Công nghệ Quốc gia Ural"", ""Chữ ký"": """"}"
52,Donald Trump,Person,https://vi.wikipedia.org/wiki/Barron_Trump,"{""Phó Tổng thống"": ""Mike Pence"", ""Tiền nhiệm"": ""Barack Obama"", ""Kế nhiệm"": ""Joe Biden"", ""Sinh"": [""Donald John Trump"", ""14 tháng 6, 1946"", ""(79 tuổi)"", ""Queens"", "","", ""Thành phố New York"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Đảng Cộng hoà (1987–99, 2009–2011, 2012–nay)"", ""Đảng khác"": ""Đảng Dân chủ (đến 1987, 2001–2009) Đảng Cải cách Mỹ (1999–2001) Độc lập (2011–2012)"", ""Chiều cao"": ""1,91 m (6 ft 3 in)"", ""Phối ngẫu"": ""Ivana Zelníčková (cưới 1977–1992) Marla Maples (cưới 1993–1999) Melania Knauss (cưới 2005)"", ""Con cái"": ""Donald Jr. Ivanka Eric Tiffany Barron"", ""Cha mẹ"": ""Fred Mary Anne"", ""Alma mater"": ""Đại học Pennsylvania"", ""Nghề nghiệp"": ""Chính khách doanh nhân nhân vật truyền thông"", ""Tặng thưởng"": ""Danh sách danh hiệu và giải thưởng của Donald Trump"", ""Tôn giáo"": ""Giáo hội Trưởng lão"", ""Chữ ký"": """", ""Website"": ""Campaign website Presidential library White House archives""}"
53,Dmitry Anatolyevich Medvedev,Person,https://vi.wikipedia.org/wiki/Dmitry_Medvedev,"{""Chủ tịch"": ""Vladimir Putin"", ""Tiền nhiệm"": ""Boris Gryzlov"", ""Tổng thống"": ""Vladimir Putin"", ""Kế nhiệm"": ""Vladimir Putin"", ""Thủ tướng"": ""Vladimir Putin"", ""Sinh"": [""Dmitry Anatolyevich Medvedev"", ""14 tháng 9, 1965"", ""(60 tuổi)"", ""Leningrad"", "","", ""Nga Xô viết"", "","", ""Liên Xô""], ""Đảng chính trị"": [""Đảng Cộng sản Liên Xô"", ""(Trước 1991)"", ""Đảng Nước Nga Thống nhất"", ""(2011–nay)""], ""Phối ngẫu"": ""Svetlana Linnik (1993-nay)"", ""Con cái"": ""1"", ""Alma mater"": ""Đại học Tổng hợp Saint-Petersburg"", ""Chữ ký"": """", ""Website"": ""da-medvedev.ru""}"
54,JD Vance,Person,https://vi.wikipedia.org/wiki/J.D._Vance,"{""Tổng thống"": ""Donald Trump"", ""Tiền nhiệm"": ""Rob Portman"", ""Kế nhiệm"": ""Jon Husted"", ""Sinh"": [""James Donald Bowman"", ""2 tháng 8, 1984"", ""(41 tuổi)"", ""Middletown, Ohio"", "", Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Phối ngẫu"": ""Usha Chilukuri (cưới 2014)"", ""Con cái"": ""3"", ""Alma mater"": ""Đại học Bang Ohio ( BA ) Đại học Yale ( JD )"", ""Nghề nghiệp"": ""Chính trị gia tác giả nhà đầu tư mạo hiểm luật sư"", ""Tặng thưởng"": ""Huy chương thành tựu của Hải quân và Thủy quân Lục chiến Huân chương hạnh kiểm tốt của Thủy quân Lục chiến Huy chương phục vụ cuộc chiến chống khủng bố toàn cầu Huy chương chiến dịch Iraq Dải triển khai dịch vụ trên biển của Hải quân và Thủy quân Lục chiến"", ""Chữ ký"": """", ""Website"": ""Website Thượng viện"", ""Phục vụ"": ""Thủy quân lục chiến Hoa Kỳ"", ""Năm tại ngũ"": ""2003–2007"", ""Cấp bậc"": ""Hạ sĩ"", ""Đơn vị"": ""Phi đoàn máy bay thủy quân lục chiến số 2"", ""Tham chiến"": ""Chiến tranh Iraq""}"
