id,name,label,wiki_url,career
779,Mike Dunleavy,Person,https://vi.wikipedia.org/wiki/Mike_Dunleavy,Chính trị gia
787,Michelle Lujan Grisham,Person,https://vi.wikipedia.org/wiki/Michelle_Lujan_Grisham,"Luật gia, Chính trị gia"
806,Muhammad Yunus,Person,https://vi.wikipedia.org/wiki/Muhammad_Yunus,Nhà kinh tế học Doanh nhân Chính khách Lãnh đạo xã hội dân sự
808,Muntadhar al-Zaidi,Person,https://vi.wikipedia.org/wiki/Muntadhar_al-Zaidi,Phóng viên truyền thông
811,Mã Hiểu Vĩ,Person,https://vi.wikipedia.org/wiki/M%C3%A3_Hi%E1%BB%83u_V%C4%A9,Nhà khoa học; Chính trị gia
812,Mike DeWine,Person,https://vi.wikipedia.org/wiki/Mike_DeWine,"Luật gia, Chính trị gia"
813,Moon Jae-in,Person,https://vi.wikipedia.org/wiki/Moon_Jae-in,Chính trị gia; Luật sư; Quân nhân
821,Naftali Bennett,Person,https://vi.wikipedia.org/wiki/Naftali_Bennett,Quân nhân doanh nhân chính trị gia
824,Newt Gingrich,Person,https://vi.wikipedia.org/wiki/Newt_Gingrich,Chính trị gia; Tác giả; Trợ giảng
825,Nguyễn Hữu Có,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_H%E1%BB%AFu_C%C3%B3,-Quân nhân; -Chính khách
826,Nghê Nhạc Phong,Person,https://vi.wikipedia.org/wiki/Ngh%C3%AA_Nh%E1%BA%A1c_Phong,Chính trị gia
827,Nguyễn Khánh,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_Kh%C3%A1nh,Quân nhân; Chính trị gia
828,Nghê Hồng,Person,https://vi.wikipedia.org/wiki/Ngh%C3%AA_H%E1%BB%93ng,Chính trị gia
831,Ned Lamont,Person,https://vi.wikipedia.org/wiki/Ned_Lamont,"Doanh nhân, Nhà giáo dục, Chính trị gia"
832,Nelson Rockefeller,Person,https://vi.wikipedia.org/wiki/Nelson_Rockefeller,Doanh nhân Người làm từ thiện Công chức Chính trị gia
835,Ngô Đình Nhu,Person,https://vi.wikipedia.org/wiki/Ng%C3%B4_%C4%90%C3%ACnh_Nhu,"Cố vấn, chính khách, Quản thủ viên"
837,Nelson Mandela,Person,https://vi.wikipedia.org/wiki/Nelson_Mandela,Chính khách luật sư nhà hoạt động nhà từ thiện
842,Ngô Đình Diệm,Person,https://vi.wikipedia.org/wiki/Ng%C3%B4_%C4%90%C3%ACnh_Di%E1%BB%87m,"Quan lại, Chính khách"
844,Nguyễn Xuân Phúc,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_Xu%C3%A2n_Ph%C3%BAc,Chính trị gia
847,Nikki Haley,Person,https://vi.wikipedia.org/wiki/Nikki_Haley,"Kế toán, chính trị gia"
851,Nguyễn Tấn Dũng,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_T%E1%BA%A5n_D%C5%A9ng,Chính trị gia
853,Odysseas Elytis,Person,https://vi.wikipedia.org/wiki/Odysseas_Elytis,Nhà thơ
856,Nguyễn Văn Thiệu,Person,https://vi.wikipedia.org/wiki/Nguy%E1%BB%85n_V%C4%83n_Thi%E1%BB%87u,Sĩ quan Chính trị gia
862,Olaf Scholz,Person,https://vi.wikipedia.org/wiki/Olaf_Scholz,Luật sư
868,Pablo Picasso,Person,https://vi.wikipedia.org/wiki/Pablo_Picasso,"họa sĩ , nhà điêu khắc, thợ in bản khắc, biên đạo múa, nghệ sĩ gốm, họa sĩ áp phích, họa sĩ minh họa, nhiếp ảnh gia , nhà thiết kế phục trang, nhà thiết kế, nhà thiết kế trang sức, nghệ sĩ đồ họa, họa viên kiến trúc, họa sĩ tranh tường, nghệ sĩ lắp ráp, người ghép ảnh, nhà thiết kế bối cảnh, người phác họa, nhà biên kịch , nghệ sĩ tạo hình"
876,Patsy Cline,Person,https://vi.wikipedia.org/wiki/Patsy_Cline,"ca sĩ , nhạc sĩ sáng tác bài hát"
878,Oliver Cromwell,Person,https://vi.wikipedia.org/wiki/Oliver_Cromwell,"Nông dân, nghị sĩ, chỉ huy quân sự"
885,Pehr Evind Svinhufvud,Person,https://vi.wikipedia.org/wiki/Pehr_Evind_Svinhufvud,"Luật sư , Thẩm phán"
892,Peter Thiel,Person,https://vi.wikipedia.org/wiki/Peter_Thiel,Chủ tịch của Clarium Capital Chủ tịch của Palantir Thành viên hội đồng quản trị của Facebook Đối tác trong Quỹ sáng lập Chủ tịch của Valar mạo hiểm Chủ tịch của Mithril Capital
893,Phan Công Thắng,Person,https://vi.wikipedia.org/wiki/Phan_C%C3%B4ng_Th%E1%BA%AFng,Nhà kinh tế; Chính trị gia
897,Philip de László,Person,https://vi.wikipedia.org/wiki/Philip_de_L%C3%A1szl%C3%B3,"họa sĩ , nhà điêu khắc"
898,Phil Scott,Person,https://vi.wikipedia.org/wiki/Phil_Scott,"Doanh nhân, Chính trị gia"
899,Phan Nhạc (chính khách),Person,https://vi.wikipedia.org/wiki/Phan_Nh%E1%BA%A1c_%28ch%C3%ADnh_kh%C3%A1ch%29,Chính trị gia
900,Phumtham Wechayachai,Person,https://vi.wikipedia.org/wiki/Phumtham_Wechayachai,Doanh nhan Chính khách
902,Pierre Trudeau,Person,https://vi.wikipedia.org/wiki/Pierre_Trudeau,Luật sư; Luật gia; Học giả; Giáo sư; Tác giả; Nhà báo; Nghị viên; Chính trị gia
903,Pete Ricketts,Person,https://vi.wikipedia.org/wiki/Pete_Ricketts,"Doanh nhân, Chính trị gia"
905,Philipp Rösler,Person,https://vi.wikipedia.org/wiki/Philipp_R%C3%B6sler,Bác sĩ
906,Prabowo Subianto,Person,https://vi.wikipedia.org/wiki/Prabowo_Subianto,Chính trị gia Sĩ quan Doanh nhân
913,Phil Murphy,Person,https://vi.wikipedia.org/wiki/Phil_Murphy,"Nhà tài chính, Nhà ngoại giao, Nhà thiện nguyện, Chính trị gia"
919,Rafael Mandelman,Person,https://vi.wikipedia.org/wiki/Rafael_Mandelman,Chính khách
922,Phạm Minh Chính,Person,https://vi.wikipedia.org/wiki/Ph%E1%BA%A1m_Minh_Ch%C3%ADnh,Chính trị gia Sĩ quan
924,Ralph Vaughan Williams,Person,https://vi.wikipedia.org/wiki/Ralph_Vaughan_Williams,"nhạc trưởng , nhà soạn nhạc cổ điển, biên đạo múa, nghệ sĩ đàn organ, nhà sư phạm, nhà âm nhạc học, nhà soạn nhạc phim, nhà soạn nhạc"
929,Ramón Grau,Person,https://vi.wikipedia.org/wiki/Ram%C3%B3n_Grau,Bác sĩ Y khoa
932,Ramon Magsaysay,Person,https://vi.wikipedia.org/wiki/Ramon_Magsaysay,"Chính trị gia , Tướng lĩnh"
942,René Descartes,Person,https://vi.wikipedia.org/wiki/Ren%C3%A9_Descartes,"nhà triết học , nhà toán học , nhà âm nhạc học, nhà vật lý , nhà thiên văn học , nhà lý luận âm nhạc, thông tín viên, kỹ sư cơ khí tự động, quân nhân , nhà văn , Nhà bác học"
943,Richard Wagner,Person,https://vi.wikipedia.org/wiki/Richard_Wagner,"nhà soạn nhạc , nhà soạn nhạc kịch, nhạc trưởng , nhà văn tiểu luận, đạo diễn sân khấu, người viết tự truyện, nhà thơ , nghệ sĩ dương cầm , nhà phê bình âm nhạc, người viết nhật ký, nhà văn"
945,Richard Attenborough,Person,https://vi.wikipedia.org/wiki/Richard_Attenborough,"Diễn viên, đạo diễn, nhà sản xuất"
949,Robert A. Heinlein,Person,https://vi.wikipedia.org/wiki/Robert_A._Heinlein,"Tiểu thuyết gia, nhà văn truyện ngắn [ 1 ]"
950,Robert Bridges,Person,https://vi.wikipedia.org/wiki/Robert_Bridges,"nhà thơ , nhà văn"
965,Robert Schumann,Person,https://vi.wikipedia.org/wiki/Robert_Schumann,"nhà soạn nhạc , nghệ sĩ dương cầm , nhà phê bình âm nhạc, nhạc trưởng , nhà âm nhạc học, giáo viên âm nhạc, nhà văn"
971,Roger Ebert,Person,https://vi.wikipedia.org/wiki/Roger_Ebert,Nhà phê bình phim nhà báo nhà biên soạn tác giả
972,Robert Walpole,Person,https://vi.wikipedia.org/wiki/Robert_Walpole,"Chính trị gia , scholar"
973,Ron Paul,Person,https://vi.wikipedia.org/wiki/Ron_Paul,Chính trị gia bác sĩ y khoa tác gia
987,Saif al-Islam Gaddafi,Person,https://vi.wikipedia.org/wiki/Saif_al-Islam_Gaddafi,Người sáng lập và Chủ tịch ( GDF )
990,Sam Lansky,Person,https://vi.wikipedia.org/wiki/Sam_Lansky,Nhà báo Tác giả Biên tập viên
993,Rutherford B. Hayes,Person,https://vi.wikipedia.org/wiki/Rutherford_B._Hayes,Luật sư
996,Salman Rushdie,Person,https://vi.wikipedia.org/wiki/Salman_Rushdie,Tiểu thuyết gia giáo sư
1005,Satya Nadella,Person,https://vi.wikipedia.org/wiki/Satya_Nadella,Chủ tịch và giám đốc hội đồng quản trị của Microsoft
1006,Sergio Osmeña,Person,https://vi.wikipedia.org/wiki/Sergio_Osme%C3%B1a,"Luật sư , Binh sĩ"
1008,Roy Cooper,Person,https://vi.wikipedia.org/wiki/Roy_Cooper,"Luật gia, Chính trị gia"
1018,Sheryl Sandberg,Person,https://vi.wikipedia.org/wiki/Sheryl_Sandberg,Giám đốc điều hành (COO) của Facebook
1020,Simon Rattle,Person,https://vi.wikipedia.org/wiki/Simon_Rattle,"nhạc trưởng , nhạc sĩ"
1026,Silvio Berlusconi,Person,https://vi.wikipedia.org/wiki/Silvio_Berlusconi,Nhà sáng lập và chủ sở hữu; Fininvest; Chủ tịch; A.C. Monza
1028,Stephen Kotkin,Person,https://vi.wikipedia.org/wiki/Stephen_Kotkin,"Sử gia, học giả, tác giả"
1029,Stephen Crane,Person,https://vi.wikipedia.org/wiki/Stephen_Crane,"nhà văn , nhà báo , nhà thơ , cầu thủ bóng chày, tiểu thuyết gia , nhà biên kịch"
1030,Spencer Cox,Person,https://vi.wikipedia.org/wiki/Spencer_Cox,"Luật gia, Chính trị gia"
1032,Stanley Bruce,Person,https://vi.wikipedia.org/wiki/Stanley_Bruce,"Luật sư; (; Ashurst, Morris, Crisp & Co.; )"
1034,Stephen A. Douglas,Person,https://vi.wikipedia.org/wiki/Stephen_A._Douglas,"Chính khách , Luật sư"
1035,Stanley Baldwin,Person,https://vi.wikipedia.org/wiki/Stanley_Baldwin,Nhà tư bản công nghiệp
1036,Ronald Reagan,Person,https://vi.wikipedia.org/wiki/Ronald_Reagan,Chính trị gia Công đoàn viên Diễn viên Tác giả Phát thanh viên
1042,Sundar Pichai,Person,https://vi.wikipedia.org/wiki/Sundar_Pichai,Giám đốc Điều hành Google [ 1 ]
1043,T. Keith Glennan,Person,https://vi.wikipedia.org/wiki/T._Keith_Glennan,Tổng quản lý NASA ; Nhà khoa học
1047,T. S. Eliot,Person,https://vi.wikipedia.org/wiki/T._S._Eliot,"Nhà thơ, nhà viết kịch, phê bình văn học"
1059,Tharman Shanmugaratnam,Person,https://vi.wikipedia.org/wiki/Tharman_Shanmugaratnam,Chính trị gia nhà kinh tế
1060,Steve Sisolak,Person,https://vi.wikipedia.org/wiki/Steve_Sisolak,"Doanh nhân, Chính trị gia"
1061,Tate Reeves,Person,https://vi.wikipedia.org/wiki/Tate_Reeves,"Nhà phân tích tài chính, Chính trị gia"
1069,Thomas Hardy,Person,https://vi.wikipedia.org/wiki/Thomas_Hardy,Tiểu thuyết gia nhà thơ nhà văn viết truyện ngắn
1073,Thomas Mann,Person,https://vi.wikipedia.org/wiki/Thomas_Mann,Tiểu thuyết gia Nhà văn truyện ngắn Nhà văn tiểu luận
1076,Thận Hải Hùng,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%ADn_H%E1%BA%A3i_H%C3%B9ng,Nhà báo; Chính trị gia
1080,Theodore Roosevelt,Person,https://vi.wikipedia.org/wiki/Theodore_Roosevelt,"Tác giả, Người bảo vệ môi trường; Nhà thám hiểm, Sử gia, Nhà nghiên cứu vạn vật học; Chính trị gia, Sĩ quan quân đội"
1081,Thạch Thái Phong,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%A1ch_Th%C3%A1i_Phong,Chính trị gia
1082,Thái Kỳ,Person,https://vi.wikipedia.org/wiki/Th%C3%A1i_K%E1%BB%B3,Chính trị gia
1084,Tony Abbott,Person,https://vi.wikipedia.org/wiki/Tony_Abbott,"Chính trị gia , Nhà báo"
1086,Tiêu Á Khánh,Person,https://vi.wikipedia.org/wiki/Ti%C3%AAu_%C3%81_Kh%C3%A1nh,Kinh tế và Chính trị
1089,Tim Walz,Person,https://vi.wikipedia.org/wiki/Tim_Walz,Chính trị gia
1091,Tony Evers,Person,https://vi.wikipedia.org/wiki/Tony_Evers,Nhà giáo dục; Chính trị gia
1094,Triệu Lạc Tế,Person,https://vi.wikipedia.org/wiki/Tri%E1%BB%87u_L%E1%BA%A1c_T%E1%BA%BF,Chính trị gia
1096,Trương Quân,Person,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_Qu%C3%A2n,Chính trị gia
1103,Trần Nhất Tân,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Nh%E1%BA%A5t_T%C3%A2n,Chuyên gia chính sách công; Chính trị gia
1104,Thầm Di Cầm,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%A7m_Di_C%E1%BA%A7m,Chính trị gia
1106,Trần Mẫn Nhĩ,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_M%E1%BA%ABn_Nh%C4%A9,Chính trị gia
1107,Tom Wolf,Person,https://vi.wikipedia.org/wiki/Tom_Wolf,Doanh nhân; Chính trị gia
1108,Trần Văn Thanh (chính khách Trung Quốc),Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_V%C4%83n_Thanh_%28ch%C3%ADnh_kh%C3%A1ch_Trung_Qu%E1%BB%91c%29,Chính trị gia
1112,Tào Ngu,Person,https://vi.wikipedia.org/wiki/T%C3%A0o_Ngu,"Nhà biên kịch , Nhà văn"
1113,Tôn Nghiệp Lễ,Person,https://vi.wikipedia.org/wiki/T%C3%B4n_Nghi%E1%BB%87p_L%E1%BB%85,Biên tập viên; Nhà sử học; Chính trị gia
1114,Trần Văn Đôn,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_V%C4%83n_%C4%90%C3%B4n,"Quân nhân, chính khách"
1118,Tôn Thất Đính,Person,https://vi.wikipedia.org/wiki/T%C3%B4n_Th%E1%BA%A5t_%C4%90%C3%ADnh,-Quân nhân; -Chính khách
1119,Trịnh Sách Khiết,Person,https://vi.wikipedia.org/wiki/Tr%E1%BB%8Bnh_S%C3%A1ch_Khi%E1%BA%BFt,Chính trị gia
1120,Tưởng Kinh Quốc,Person,https://vi.wikipedia.org/wiki/T%C6%B0%E1%BB%9Fng_Kinh_Qu%E1%BB%91c,nhà chính trị
1125,Tưởng Giới Thạch,Person,https://vi.wikipedia.org/wiki/T%C6%B0%E1%BB%9Fng_Gi%E1%BB%9Bi_Th%E1%BA%A1ch,"Nhà chính trị, nhà quân sự"
1127,Ulysses S. Grant,Person,https://vi.wikipedia.org/wiki/Ulysses_S._Grant,Sĩ quan quân đội chính trị gia
1128,Tôn Trung Sơn,Person,https://vi.wikipedia.org/wiki/T%C3%B4n_Trung_S%C6%A1n,"Thầy thuốc , Nhà chính trị , Nhà cách mạng , Nhà văn"
1135,Vicente Fox,Person,https://vi.wikipedia.org/wiki/Vicente_Fox,Doanh nhân chính khách
1140,Trương Quốc Thanh,Person,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_Qu%E1%BB%91c_Thanh,Nhà khoa học; Chính trị gia
1144,Virginia Woolf,Person,https://vi.wikipedia.org/wiki/Virginia_Woolf,Tiểu thuyết gia nhà viết tiểu luận người xuất bản nhà phê bình
1149,Vũ Văn Mẫu,Person,https://vi.wikipedia.org/wiki/V%C5%A9_V%C4%83n_M%E1%BA%ABu,"Luật sư , chính trị gia, giáo sư"
1152,Vincent van Gogh,Person,https://vi.wikipedia.org/wiki/Vincent_van_Gogh,"họa sĩ , người phác họa, thợ in bản khắc"
1156,Vương Hiểu Bình,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_Hi%E1%BB%83u_B%C3%ACnh,Chính trị gia
1157,Vương Quân (sinh năm 1958),Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_Qu%C3%A2n_%28sinh_n%C4%83m_1958%29,Chính trị gia
1165,Vương Quảng Hoa,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_Qu%E1%BA%A3ng_Hoa,Chính trị gia
1166,Vương Văn Đào,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_V%C4%83n_%C4%90%C3%A0o,Công vụ viên
1168,Vương Hỗ Ninh,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_H%E1%BB%97_Ninh,Luật gia; Chính trị gia
1172,Vương Tường Hỉ,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_T%C6%B0%E1%BB%9Dng_H%E1%BB%89,Chính trị gia
1173,Wilhelm Frick,Person,https://vi.wikipedia.org/wiki/Wilhelm_Frick,Luật sư
1174,Vương Tiểu Hồng,Person,https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_Ti%E1%BB%83u_H%E1%BB%93ng,Chính trị gia
1175,Taylor Swift,Person,https://vi.wikipedia.org/wiki/Taylor_Swift,Ca sĩ kiêm nhạc sĩ sáng tác bài hát nhà sản xuất thu âm nhà làm phim diễn viên
1180,William H. Seward,Person,https://vi.wikipedia.org/wiki/William_H._Seward,"Luật sư , Kinh doanh bất động sản, Chính trị gia"
1183,William Faulkner,Person,https://vi.wikipedia.org/wiki/William_Faulkner,Nhà văn
1184,William McMahon,Person,https://vi.wikipedia.org/wiki/William_McMahon,Luật sư
1193,William Wordsworth,Person,https://vi.wikipedia.org/wiki/William_Wordsworth,Nhà thơ
1196,Yamauchi Hiroshi,Person,https://vi.wikipedia.org/wiki/Yamauchi_Hiroshi,Chủ tịch và Chủ tịch Nintendo (1949–2002)
1201,Woodrow Wilson,Person,https://vi.wikipedia.org/wiki/Woodrow_Wilson,Chính khách viện sĩ
1207,Yevgeny Maksimovich Primakov,Person,https://vi.wikipedia.org/wiki/Yevgeny_Maksimovich_Primakov,"Chính trị gia, Nhà báo, Nhà ngoại giao, Đặc vụ"
1212,Âm Hòa Tuấn,Person,https://vi.wikipedia.org/wiki/%C3%82m_H%C3%B2a_Tu%E1%BA%A5n,Chuyên gia khoa học; Chính trị gia
1213,Álvaro Uribe,Person,https://vi.wikipedia.org/wiki/%C3%81lvaro_Uribe,Luật sư
1215,Ân Dũng,Person,https://vi.wikipedia.org/wiki/%C3%82n_D%C5%A9ng,Chuyên gia kinh tế; Chính trị gia
1216,Yoon Suk-yeol,Person,https://vi.wikipedia.org/wiki/Yoon_Suk-yeol,Chính khách luật sư công tố viên
1223,Winston Churchill,Person,https://vi.wikipedia.org/wiki/Winston_Churchill,Chính khách binh sĩ cây bút sử gia họa sĩ
1225,Zulfikar Ali Bhutto,Person,https://vi.wikipedia.org/wiki/Zulfikar_Ali_Bhutto,"Luật sư , Chính trị gia"
1226,Đường Lương Trí,Person,https://vi.wikipedia.org/wiki/%C4%90%C6%B0%E1%BB%9Dng_L%C6%B0%C6%A1ng_Tr%C3%AD,Chính trị gia
1229,Đổng Quân,Person,https://vi.wikipedia.org/wiki/%C4%90%E1%BB%95ng_Qu%C3%A2n,Sĩ quan Quân đội
1231,Đinh Tiết Tường,Person,https://vi.wikipedia.org/wiki/%C4%90inh_Ti%E1%BA%BFt_T%C6%B0%E1%BB%9Dng,Chính trị gia
