id,name,label,wiki_url,properties
202,Trường Harrow,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Harrow,"{""Tọa độ"": ""51°34′21″B 00°20′6″T ﻿ / ﻿ 51,5725°B 0,335°T ﻿ / 51.57250; -0.33500"", ""Loại"": [""Trường công"", ""Trường tự chủ"", ""Trường nội trú""], ""Khẩu hiệu"": [""tiếng Latinh"", "":"", ""Stet Fortuna Domus"", ""(Let the Fortune of the House Stand)"", ""tiếng Latinh"", "":"", ""Donorum Dei Dispensatio Fidelis"", ""(The Faithful Dispensation of the Gifts of God)""], ""Tôn giáo liên kết"": ""Giáo hội Anh"", ""Thành lập"": ""1572 ; 453 năm trước ( 1572 ) ( Hiến chương Hoàng gia )"", ""Sáng lập"": ""John Lyon of Preston"", ""Chủ tịch"": ""J P Batting"", ""Head Master"": ""Alastair Land"", ""Nhân viên"": ""~200 (full-time)"", ""Giới tính theo học"": ""Male"", ""Độ tuổi theo học"": ""13 đến 18"", ""Số Sinh viên"": ""~830 pupils"", ""Nhà"": ""12"", ""Màu"": ""Xanh và Trắng"", ""Xuất bản"": ""The Harrovian"", ""Học phí"": ""£41,775"", ""Former pupils"": ""Old Harrovians"", ""Badges"": [""The Harrow Lion"", ""The Silver Arrow""], ""Website"": ""Bản mẫu:Official url""}"
205,Trường Luật Harvard,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Lu%E1%BA%ADt_Harvard,"{""Khẩu hiệu"": ""Veritas [ 1 ]"", ""Khẩu hiệu trong Tiếng Anh"": ""Truth"", ""Loại hình"": ""Tư thục"", ""Thành lập"": ""1817 ; 208 năm trước ( 1817 )"", ""Tổ chức mẹ"": ""Đại học Harvard"", ""Giám đốc"": ""John F. Manning"", ""Giảng viên"": ""391 [ 2 ]"", ""Sinh viên"": ""1,990 [ 3 ]"", ""Vị trí"": [""Cambridge"", "","", ""Massachusetts"", "","", ""Hoa Kỳ"", ""42°22′41″B"", ""71°07′07″T"", ""﻿ / ﻿"", ""42,378102°B 71,118552°T"", ""﻿ /"", ""42.378102; -71.118552""], ""Website"": ""hls .harvard .edu""}"
208,Trường Dịch vụ Đối ngoại,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_D%E1%BB%8Bch_v%E1%BB%A5_%C4%90%E1%BB%91i_ngo%E1%BA%A1i,"{""Khẩu hiệu"": ""Utraque Unum (From both, one)"", ""Loại hình"": ""Đại học tư thục , Đại học giáo dục khai phóng"", ""Thành lập"": ""1919 [ 1 ]"", ""Tổ chức mẹ"": ""Viện Đại học Georgetown ."", ""Liên kết"": ""APSIA"", ""Giám đốc"": ""Joel Hellman"", ""Giảng viên"": [""134 tại"", ""Washington, D.C."", ""52 tại"", ""Doha"", "","", ""Qatar"", ""["", ""2"", ""]""], ""Sinh viên"": ""2,273 [ 1 ]"", ""Sinh viên đại học"": ""1,423 [ 1 ]"", ""Sinh viên sau đại học"": ""850 [ 1 ]"", ""Địa chỉ"": [""Washington, D.C."", "","", ""Hoa Kỳ"", ""38°54′32″B"", ""77°4′25″T"", ""﻿ / ﻿"", ""38,90889°B 77,07361°T"", ""﻿ /"", ""38.90889; -77.07361""], ""Khuôn viên"": ""Thành thị""}"
210,Trường Bách khoa Paris,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_B%C3%A1ch_khoa_Paris,"{""Thành lập"": ""1794"", ""Loại hình"": ""Trường công"", ""Ngân sách"": ""71,3 triệu € (2006)"", ""Tổ chức quyên góp"": ""56,3 triệu € (2006)"", ""Địa điểm"": ""Palaiseau , Île-de-France , Pháp"", ""Sáng lập"": [""Jacques-Élie Lamblardie"", "","", ""Gaspard Monge"", "","", ""Lazare Carnot""], ""Hiệu trưởng"": ""François Bouchet"", ""Giáo viên"": ""452 (2011)"", ""Sinh viên"": ""2316 (2018)"", ""Trang web"": ""www.polytechnique.fr""}"
216,Trường Hành chính quốc gia (Pháp),University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Qu%E1%BB%91c_gia_H%C3%A0nh_ch%C3%ADnh_Ph%C3%A1p,{}
219,Trường Sĩ quan Chính trị - Đại học Chính trị,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_S%C4%A9_quan_Ch%C3%ADnh_tr%E1%BB%8B,{}
224,Trường Kinh tế và Khoa học Chính trị Luân Đôn,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Kinh_t%E1%BA%BF_v%C3%A0_Khoa_h%E1%BB%8Dc_Ch%C3%ADnh_tr%E1%BB%8B_Lu%C3%A2n_%C4%90%C3%B4n,"{""Tọa độ"": ""51°30′50,4″B 0°07′0,12″T ﻿ / ﻿ 51,5°B 0,11667°T ﻿ / 51.50000; -0.11667"", ""Khẩu hiệu"": ""Rerum Cognoscere Causas \""To Understand the Causes of Things\"""", ""Thành lập"": ""1895"", ""Giám đốc"": ""Sir Howard Davies"", ""Visitor"": ""The Lord President of the Council ex officio"", ""Giảng viên"": ""1,303"", ""Số Sinh viên"": ""8,810 [ 1 ]"", ""Linh vật"": """", ""Người đoạt giải Nobel"": ""14"", ""Publications"": ""The Beaver , Clare Market Review"", ""Website"": ""http://www.lse.ac.uk/"", ""Hiệu trưởng danh dự"": ""Her Royal Highness, The Princess Royal - Công chúa Anne"", ""Sinh viên đại học"": ""3,860 [ 1 ]"", ""Sinh viên sau đại học"": ""4,950 [ 1 ]""}"
232,"Trường Trung học phổ thông chuyên Chu Văn An, Hà Nội",University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_Chu_V%C4%83n_An%2C_H%C3%A0_N%E1%BB%99i,{}
233,"Trường Trung học phổ thông Nguyễn Đình Chiểu, Mỹ Tho",University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_Nguy%E1%BB%85n_%C4%90%C3%ACnh_Chi%E1%BB%83u_%28Ti%E1%BB%81n_Giang%29,{}
234,Trường Trung học phổ thông chuyên Quốc Học – Huế,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_chuy%C3%AAn_Qu%E1%BB%91c_H%E1%BB%8Dc,{}
240,Trường Sĩ quan Lục quân (Đế quốc Nhật Bản),University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_S%C4%A9_quan_L%E1%BB%A5c_qu%C3%A2n_%28%C4%90%E1%BA%BF_qu%E1%BB%91c_Nh%E1%BA%ADt_B%E1%BA%A3n%29,{}
244,Trường Trung học Albert Sarraut,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_Albert_Sarraut,"{""Tên khác"": ""Lycée de Hanoi, Grand Lycée"", ""Loại"": ""Lycée"", ""Thành lập"": ""1913-1965""}"
249,Trường Quân sự Hoàng Phố,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_qu%C3%A2n_s%E1%BB%B1_Ho%C3%A0ng_Ph%E1%BB%91,{}
253,Đại học Công nghệ Quốc phòng Trung Quốc,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_C%C3%B4ng_ngh%E1%BB%87_Qu%E1%BB%91c_ph%C3%B2ng_Trung_Qu%E1%BB%91c,{}
254,Đại học Kinh tế Quốc dân,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Kinh_t%E1%BA%BF_Qu%E1%BB%91c_d%C3%A2n,{}
255,Trường Đại học Luật Thành phố Hồ Chí Minh,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lu%E1%BA%ADt_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh,"{""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Sáng tri thức - Vững công minh"", ""Thành lập"": ""30 tháng 3 năm 1996 ; 29 năm trước ( 1996-03-30 )"", ""Hiệu trưởng"": ""TS. Lê Trường Sơn"", ""Website"": ""www .hcmulaw .edu .vn""}"
256,Đại học Panthéon-Sorbonne,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_I,{}
257,Trường Đại học Paris II,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Panth%C3%A9on-Assas,{}
258,Trường Đại học Hà Nội,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_H%C3%A0_N%E1%BB%99i,"{""Tên khác"": ""Trường Đại học Ngoại ngữ Thanh Xuân"", ""Tên cũ"": ""Trường Đại học Ngoại ngữ Hà Nội"", ""Loại"": ""Công lập"", ""Khẩu hiệu"": [""HANU brings you to the world"", ""(HANU đưa bạn ra thế giới)""], ""Thành lập"": ""1959; 66 năm trước"", ""Trạng thái"": ""Đang hoạt động"", ""Mã trường"": ""NHF"", ""Hiệu trưởng"": ""PGS TS Nguyễn Văn Trào [ 1 ]"", ""Màu"": ""Đỏ, vàng"", ""Website"": ""https://www.hanu.edu.vn"", ""Viết tắt"": ""HANU"", ""Phó hiệu trưởng"": ""Nguyễn Thị Cúc Phương""}"
259,Trường Đại học Khoa học Sài Gòn,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_S%C3%A0i_G%C3%B2n,{}
260,Trường sau đại học,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_sau_%C4%91%E1%BA%A1i_h%E1%BB%8Dc,{}
261,Trường Đại học Paris II,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_II,"{""Tên khác"": ""Trường Đại học Panthéon-Assas"", ""Loại"": ""Đại học công lập"", ""Thành lập"": ""1971"", ""Giám đốc"": ""Patrick Gérard"", ""Hiệu trưởng"": ""Louis Vogel"", ""Giáo viên"": ""277"", ""Số học sinh"": ""18000"", ""Website"": ""http://www.u-paris2.fr/""}"
263,Trường Trung học phổ thông chuyên Quốc Học – Huế,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_chuy%C3%AAn_Qu%E1%BB%91c_H%E1%BB%8Dc_%E2%80%93_Hu%E1%BA%BF,"{""Tên khác"": ""Quốc Học - Huế"", ""Loại"": ""Trung học phổ thông Chuyên"", ""Khẩu hiệu"": ""Hiền tài là nguyên khí quốc gia"", ""Thành lập"": ""1896"", ""Hiệu trưởng"": ""Nguyễn Phú Thọ"", ""Giáo viên"": ""khoảng 150"", ""Số học sinh"": ""khoảng 1500"", ""Website"": ""Trường Trung học phổ thông chuyên Quốc Học""}"
264,Trường Đại học Lao động Cộng sản Phương Đông,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lao_%C4%91%E1%BB%99ng_C%E1%BB%99ng_s%E1%BA%A3n_Ph%C6%B0%C6%A1ng_%C4%90%C3%B4ng,{}
266,Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A3ng_Trung_%C6%B0%C6%A1ng,{}
267,Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,University,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A3ng_Trung_%C6%B0%C6%A1ng_%C4%90%E1%BA%A3ng_C%E1%BB%99ng_s%E1%BA%A3n_Trung_Qu%E1%BB%91c,"{""Loại"": ""Đảng cộng sản Trung Quốc"", ""Thành lập"": ""1933"", ""Số Sinh viên"": ""1300"", ""Khuôn viên"": ""Nội thành : quận Hải Điến"", ""Màu"": """", ""Website"": ""www .ccps .gov .cn"", ""Thành viên"": ""Ủy ban Trung ương Đảng Cộng sản Trung Quốc""}"
