id,name,label,wiki_url
311,Gabriel Attal,Person,https://vi.wikipedia.org/wiki/Gabriel_Attal
312,George Grenville,Person,https://vi.wikipedia.org/wiki/George_Grenville
313,George Habash,Person,https://vi.wikipedia.org/wiki/George_Habash
314,George M. Dallas,Person,https://vi.wikipedia.org/wiki/George_M._Dallas
315,George McGovern,Person,https://vi.wikipedia.org/wiki/George_McGovern
316,George Osborne,Person,https://vi.wikipedia.org/wiki/George_Osborne
317,George Tenet,Person,https://vi.wikipedia.org/wiki/George_Tenet
318,George Reid (chính khách Úc),Person,https://vi.wikipedia.org/wiki/George_Reid_%28ch%C3%ADnh_kh%C3%A1ch_%C3%9Ac%29
319,George H. W. Bush,Person,https://vi.wikipedia.org/wiki/George_H._W._Bush
320,George Stigler,Person,https://vi.wikipedia.org/wiki/George_Stigler
321,George Marshall,Person,https://vi.wikipedia.org/wiki/George_Marshall
322,Georges Clemenceau,Person,https://vi.wikipedia.org/wiki/Georges_Clemenceau
323,Georges Eugène Haussmann,Person,https://vi.wikipedia.org/wiki/Georges_Eug%C3%A8ne_Haussmann
324,Georgy Maksimilianovich Malenkov,Person,https://vi.wikipedia.org/wiki/Georgy_Maksimilianovich_Malenkov
325,Georgi Parvanov,Person,https://vi.wikipedia.org/wiki/Georgi_Parvanov
326,Gary Becker,Person,https://vi.wikipedia.org/wiki/Gary_Becker
327,Ghazi Mashal Ajil al-Yawer,Person,https://vi.wikipedia.org/wiki/Ghazi_Mashal_Ajil_al-Yawer
328,Getúlio Vargas,Person,https://vi.wikipedia.org/wiki/Get%C3%BAlio_Vargas
329,Georges Pompidou,Person,https://vi.wikipedia.org/wiki/Georges_Pompidou
330,George W. Bush,Person,https://vi.wikipedia.org/wiki/George_W._Bush
331,Gavin Newsom,Person,https://vi.wikipedia.org/wiki/Gavin_Newsom
332,Gina Raimondo,Person,https://vi.wikipedia.org/wiki/Gina_Raimondo
333,Giorgio Napolitano,Person,https://vi.wikipedia.org/wiki/Giorgio_Napolitano
334,Giovanni Spadolini,Person,https://vi.wikipedia.org/wiki/Giovanni_Spadolini
335,Giovanni Giolitti,Person,https://vi.wikipedia.org/wiki/Giovanni_Giolitti
336,Giuliano Amato,Person,https://vi.wikipedia.org/wiki/Giuliano_Amato
337,Giulio Andreotti,Person,https://vi.wikipedia.org/wiki/Giulio_Andreotti
338,Gitanas Nausėda,Person,https://vi.wikipedia.org/wiki/Gitanas_Naus%C4%97da
339,George Weah,Person,https://vi.wikipedia.org/wiki/George_Weah
340,Gerald Ford,Person,https://vi.wikipedia.org/wiki/Gerald_Ford
341,Giuseppe Mazzini,Person,https://vi.wikipedia.org/wiki/Giuseppe_Mazzini
342,Giang Trạch Dân,Person,https://vi.wikipedia.org/wiki/Giang_Tr%E1%BA%A1ch_D%C3%A2n
343,Giả Xuân Vượng,Person,https://vi.wikipedia.org/wiki/Gi%E1%BA%A3_Xu%C3%A2n_V%C6%B0%E1%BB%A3ng
344,Giuseppe Saragat,Person,https://vi.wikipedia.org/wiki/Giuseppe_Saragat
345,Goodluck Jonathan,Person,https://vi.wikipedia.org/wiki/Goodluck_Jonathan
346,Goodwin Knight,Person,https://vi.wikipedia.org/wiki/Goodwin_Knight
347,Giuseppe Conte,Person,https://vi.wikipedia.org/wiki/Giuseppe_Conte
348,Gough Whitlam,Person,https://vi.wikipedia.org/wiki/Gough_Whitlam
349,Gloria Macapagal Arroyo,Person,https://vi.wikipedia.org/wiki/Gloria_Macapagal_Arroyo
350,Glenn Greenwald,Person,https://vi.wikipedia.org/wiki/Glenn_Greenwald
351,Graham Greene,Person,https://vi.wikipedia.org/wiki/Graham_Greene
352,Gotō Fumio,Person,https://vi.wikipedia.org/wiki/Got%C5%8D_Fumio
353,Gordon Brown,Person,https://vi.wikipedia.org/wiki/Gordon_Brown
354,Giả Khánh Lâm,Person,https://vi.wikipedia.org/wiki/Gi%E1%BA%A3_Kh%C3%A1nh_L%C3%A2m
355,Gray Davis,Person,https://vi.wikipedia.org/wiki/Gray_Davis
356,Golda Meir,Person,https://vi.wikipedia.org/wiki/Golda_Meir
357,Grayson Perry,Person,https://vi.wikipedia.org/wiki/Grayson_Perry
358,Grzegorz Schetyna,Person,https://vi.wikipedia.org/wiki/Grzegorz_Schetyna
359,Gro Harlem Brundtland,Person,https://vi.wikipedia.org/wiki/Gro_Harlem_Brundtland
360,Gulzarilal Nanda,Person,https://vi.wikipedia.org/wiki/Gulzarilal_Nanda
361,Guido Westerwelle,Person,https://vi.wikipedia.org/wiki/Guido_Westerwelle
362,Gustav Holst,Person,https://vi.wikipedia.org/wiki/Gustav_Holst
363,Guadalupe Victoria,Person,https://vi.wikipedia.org/wiki/Guadalupe_Victoria
364,Gérard Debreu,Person,https://vi.wikipedia.org/wiki/G%C3%A9rard_Debreu
365,Greg Abbott,Person,https://vi.wikipedia.org/wiki/Greg_Abbott
366,Gustav Mahler,Person,https://vi.wikipedia.org/wiki/Gustav_Mahler
367,Gretchen Whitmer,Person,https://vi.wikipedia.org/wiki/Gretchen_Whitmer
368,Habib Bourguiba,Person,https://vi.wikipedia.org/wiki/Habib_Bourguiba
369,H. G. Wells,Person,https://vi.wikipedia.org/wiki/H._G._Wells
370,Hafez al-Assad,Person,https://vi.wikipedia.org/wiki/Hafez_al-Assad
371,H3h3Productions,Person,https://vi.wikipedia.org/wiki/H3h3Productions
372,Hailemariam Desalegn,Person,https://vi.wikipedia.org/wiki/Hailemariam_Desalegn
373,Hamid Karzai,Person,https://vi.wikipedia.org/wiki/Hamid_Karzai
374,Halimah Yacob,Person,https://vi.wikipedia.org/wiki/Halimah_Yacob
375,Hara Takashi,Person,https://vi.wikipedia.org/wiki/Hara_Takashi
376,Harold Alexander,Person,https://vi.wikipedia.org/wiki/Harold_Alexander
377,Harold Holt,Person,https://vi.wikipedia.org/wiki/Harold_Holt
378,Han Duck-soo,Person,https://vi.wikipedia.org/wiki/Han_Duck-soo
379,Giáo hoàng Lêô XIV,Person,https://vi.wikipedia.org/wiki/Gi%C3%A1o_ho%C3%A0ng_L%C3%AA%C3%B4_XIV
380,Harold Macmillan,Person,https://vi.wikipedia.org/wiki/Harold_Macmillan
381,Harold Wilson,Person,https://vi.wikipedia.org/wiki/Harold_Wilson
382,Harri Holkeri,Person,https://vi.wikipedia.org/wiki/Harri_Holkeri
383,Harry Markowitz,Person,https://vi.wikipedia.org/wiki/Harry_Markowitz
384,Harvey Milk,Person,https://vi.wikipedia.org/wiki/Harvey_Milk
385,Harry R. Lewis,Person,https://vi.wikipedia.org/wiki/Harry_R._Lewis
386,Hayashi Yoshimasa,Person,https://vi.wikipedia.org/wiki/Hayashi_Yoshimasa
387,Hartwig Löger,Person,https://vi.wikipedia.org/wiki/Hartwig_L%C3%B6ger
388,Greg Gianforte,Person,https://vi.wikipedia.org/wiki/Greg_Gianforte
389,Harry S. Truman,Person,https://vi.wikipedia.org/wiki/Harry_S._Truman
390,Hatoyama Yukio,Person,https://vi.wikipedia.org/wiki/Hatoyama_Yukio
391,Harry Reid,Person,https://vi.wikipedia.org/wiki/Harry_Reid
392,Heinrich Böll,Person,https://vi.wikipedia.org/wiki/Heinrich_B%C3%B6ll
393,Helle Thorning-Schmidt,Person,https://vi.wikipedia.org/wiki/Helle_Thorning-Schmidt
394,Henri Bergson,Person,https://vi.wikipedia.org/wiki/Henri_Bergson
395,"Henry John Temple, Tử tước Palmerston thứ 3",Person,https://vi.wikipedia.org/wiki/Henry_John_Temple%2C_T%E1%BB%AD_t%C6%B0%E1%BB%9Bc_Palmerston_th%E1%BB%A9_3
396,Henry Cabot Lodge Jr.,Person,https://vi.wikipedia.org/wiki/Henry_Cabot_Lodge_Jr.
397,"Henry Addington, Tử tước Sidmouth thứ 1",Person,https://vi.wikipedia.org/wiki/Henry_Addington%2C_T%E1%BB%AD_t%C6%B0%E1%BB%9Bc_Sidmouth_th%E1%BB%A9_1
398,Helmut Schmidt,Person,https://vi.wikipedia.org/wiki/Helmut_Schmidt
399,Helen Keller,Person,https://vi.wikipedia.org/wiki/Helen_Keller
400,Henry Purcell,Person,https://vi.wikipedia.org/wiki/Henry_Purcell
401,Henry L. Stimson,Person,https://vi.wikipedia.org/wiki/Henry_L._Stimson
402,Herbert H. Lehman,Person,https://vi.wikipedia.org/wiki/Herbert_H._Lehman
403,Herman Cain,Person,https://vi.wikipedia.org/wiki/Herman_Cain
404,Henry McMaster,Person,https://vi.wikipedia.org/wiki/Henry_McMaster
405,Herbert Hoover,Person,https://vi.wikipedia.org/wiki/Herbert_Hoover
406,Helmut Kohl,Person,https://vi.wikipedia.org/wiki/Helmut_Kohl
407,Henry V của Anh,Person,https://vi.wikipedia.org/wiki/Henry_V_c%E1%BB%A7a_Anh
408,Henry Kissinger,Person,https://vi.wikipedia.org/wiki/Henry_Kissinger
409,Henry A. Wallace,Person,https://vi.wikipedia.org/wiki/Henry_A._Wallace
410,Hiranuma Kiichirō,Person,https://vi.wikipedia.org/wiki/Hiranuma_Kiichir%C5%8D
411,Herman Van Rompuy,Person,https://vi.wikipedia.org/wiki/Herman_Van_Rompuy
412,Heinrich Himmler,Person,https://vi.wikipedia.org/wiki/Heinrich_Himmler
413,Horst Köhler,Person,https://vi.wikipedia.org/wiki/Horst_K%C3%B6hler
414,Howard Dean,Person,https://vi.wikipedia.org/wiki/Howard_Dean
415,Hope Hicks,Person,https://vi.wikipedia.org/wiki/Hope_Hicks
416,Hoàng Cúc,Person,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_C%C3%BAc
417,Hosni Mubarak,Person,https://vi.wikipedia.org/wiki/Hosni_Mubarak
418,Htin Kyaw,Person,https://vi.wikipedia.org/wiki/Htin_Kyaw
419,Hubert Humphrey,Person,https://vi.wikipedia.org/wiki/Hubert_Humphrey
420,Hoàng Thủ Hoành,Person,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_Th%E1%BB%A7_Ho%C3%A0nh
421,Hoài Tiến Bằng,Person,https://vi.wikipedia.org/wiki/Ho%C3%A0i_Ti%E1%BA%BFn_B%E1%BA%B1ng
422,Hillary Clinton,Person,https://vi.wikipedia.org/wiki/Hillary_Clinton
423,Hoàng Tuần Tài,Person,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_Tu%E1%BA%A7n_T%C3%A0i
424,Hwang Kyo-ahn,Person,https://vi.wikipedia.org/wiki/Hwang_Kyo-ahn
425,Hunter Biden,Person,https://vi.wikipedia.org/wiki/Hunter_Biden
426,Hoàng Nhuận Thu,Person,https://vi.wikipedia.org/wiki/Ho%C3%A0ng_Nhu%E1%BA%ADn_Thu
427,Hà Vệ Đông,Person,https://vi.wikipedia.org/wiki/H%C3%A0_V%E1%BB%87_%C4%90%C3%B4ng
428,I. K. Gujral,Person,https://vi.wikipedia.org/wiki/I._K._Gujral
429,Hác Bằng,Person,https://vi.wikipedia.org/wiki/H%C3%A1c_B%E1%BA%B1ng
430,Hạ Bảo Long,Person,https://vi.wikipedia.org/wiki/H%E1%BA%A1_B%E1%BA%A3o_Long
431,Hà Lập Phong,Person,https://vi.wikipedia.org/wiki/H%C3%A0_L%E1%BA%ADp_Phong
432,Hạ Quân Khoa,Person,https://vi.wikipedia.org/wiki/H%E1%BA%A1_Qu%C3%A2n_Khoa
433,Hàn Chính (chính khách),Person,https://vi.wikipedia.org/wiki/H%C3%A0n_Ch%C3%ADnh_%28ch%C3%ADnh_kh%C3%A1ch%29
434,Hugo Chávez,Person,https://vi.wikipedia.org/wiki/Hugo_Ch%C3%A1vez
435,Ian Brossat,Person,https://vi.wikipedia.org/wiki/Ian_Brossat
436,Ilya Yefimovich Repin,Person,https://vi.wikipedia.org/wiki/Ilya_Yefimovich_Repin
437,Ikeda Hayato,Person,https://vi.wikipedia.org/wiki/Ikeda_Hayato
438,Ingvar Carlsson,Person,https://vi.wikipedia.org/wiki/Ingvar_Carlsson
439,Hạ Vinh,Person,https://vi.wikipedia.org/wiki/H%E1%BA%A1_Vinh
440,Iryna Venediktova,Person,https://vi.wikipedia.org/wiki/Iryna_Venediktova
441,Inukai Tsuyoshi,Person,https://vi.wikipedia.org/wiki/Inukai_Tsuyoshi
442,Isaac Asimov,Person,https://vi.wikipedia.org/wiki/Isaac_Asimov
443,Isaac Herzog,Person,https://vi.wikipedia.org/wiki/Isaac_Herzog
444,Ishiba Yoshiko,Person,https://vi.wikipedia.org/wiki/Ishiba_Yoshiko
445,Hầu Khải,Person,https://vi.wikipedia.org/wiki/H%E1%BA%A7u_Kh%E1%BA%A3i
446,Imran Khan,Person,https://vi.wikipedia.org/wiki/Imran_Khan
447,Itō Masayoshi,Person,https://vi.wikipedia.org/wiki/It%C5%8D_Masayoshi
448,Indira Gandhi,Person,https://vi.wikipedia.org/wiki/Indira_Gandhi
449,Ishibashi Tanzan,Person,https://vi.wikipedia.org/wiki/Ishibashi_Tanzan
450,Ivan Logginovich Goremykin,Person,https://vi.wikipedia.org/wiki/Ivan_Logginovich_Goremykin
451,Ismail Haniyeh,Person,https://vi.wikipedia.org/wiki/Ismail_Haniyeh
452,Izumi Kenta,Person,https://vi.wikipedia.org/wiki/Izumi_Kenta
453,Ivo Andrić,Person,https://vi.wikipedia.org/wiki/Ivo_Andri%C4%87
454,Iván Duque Márquez,Person,https://vi.wikipedia.org/wiki/Iv%C3%A1n_Duque_M%C3%A1rquez
455,Ivanka Trump,Person,https://vi.wikipedia.org/wiki/Ivanka_Trump
456,J. M. Barrie,Person,https://vi.wikipedia.org/wiki/J._M._Barrie
457,Hồ Cẩm Đào,Person,https://vi.wikipedia.org/wiki/H%E1%BB%93_C%E1%BA%A9m_%C4%90%C3%A0o
458,J. William Fulbright,Person,https://vi.wikipedia.org/wiki/J._William_Fulbright
459,Ishiba Shigeru,Person,https://vi.wikipedia.org/wiki/Ishiba_Shigeru
460,Jack Lew,Person,https://vi.wikipedia.org/wiki/Jack_Lew
461,Jacques Chaban-Delmas,Person,https://vi.wikipedia.org/wiki/Jacques_Chaban-Delmas
462,Itō Hirobumi,Person,https://vi.wikipedia.org/wiki/It%C5%8D_Hirobumi
463,Jacek Rostowski,Person,https://vi.wikipedia.org/wiki/Jacek_Rostowski
464,Jacques Rogge,Person,https://vi.wikipedia.org/wiki/Jacques_Rogge
465,Jacinda Ardern,Person,https://vi.wikipedia.org/wiki/Jacinda_Ardern
466,JD Vance,Person,https://vi.wikipedia.org/wiki/JD_Vance
467,Jalal Talabani,Person,https://vi.wikipedia.org/wiki/Jalal_Talabani
468,Jacques-Louis David,Person,https://vi.wikipedia.org/wiki/Jacques-Louis_David
469,James Buchanan,Person,https://vi.wikipedia.org/wiki/James_Buchanan
470,James A. Garfield,Person,https://vi.wikipedia.org/wiki/James_A._Garfield
471,James Comey,Person,https://vi.wikipedia.org/wiki/James_Comey
472,James Heckman,Person,https://vi.wikipedia.org/wiki/James_Heckman
473,James K. Polk,Person,https://vi.wikipedia.org/wiki/James_K._Polk
474,Jacques Chirac,Person,https://vi.wikipedia.org/wiki/Jacques_Chirac
475,James Marape,Person,https://vi.wikipedia.org/wiki/James_Marape
476,James Mirrlees,Person,https://vi.wikipedia.org/wiki/James_Mirrlees
477,James Callaghan,Person,https://vi.wikipedia.org/wiki/James_Callaghan
478,James R. Schlesinger,Person,https://vi.wikipedia.org/wiki/James_R._Schlesinger
479,James M. Buchanan,Person,https://vi.wikipedia.org/wiki/James_M._Buchanan
480,J. B. Pritzker,Person,https://vi.wikipedia.org/wiki/J._B._Pritzker
481,James S. Sherman,Person,https://vi.wikipedia.org/wiki/James_S._Sherman
482,James Monroe,Person,https://vi.wikipedia.org/wiki/James_Monroe
483,James Madison,Person,https://vi.wikipedia.org/wiki/James_Madison
484,James Baldwin,Person,https://vi.wikipedia.org/wiki/James_Baldwin
485,James Tobin,Person,https://vi.wikipedia.org/wiki/James_Tobin
486,Jan Matejko,Person,https://vi.wikipedia.org/wiki/Jan_Matejko
487,Janez Drnovšek,Person,https://vi.wikipedia.org/wiki/Janez_Drnov%C5%A1ek
488,Hồ Chí Minh,Person,https://vi.wikipedia.org/wiki/H%E1%BB%93_Ch%C3%AD_Minh
489,Janet Reno,Person,https://vi.wikipedia.org/wiki/Janet_Reno
490,Jan Eliasson,Person,https://vi.wikipedia.org/wiki/Jan_Eliasson
491,Janet Yellen,Person,https://vi.wikipedia.org/wiki/Janet_Yellen
492,J. K. Rowling,Person,https://vi.wikipedia.org/wiki/J._K._Rowling
493,Jan Peter Balkenende,Person,https://vi.wikipedia.org/wiki/Jan_Peter_Balkenende
494,James Meade,Person,https://vi.wikipedia.org/wiki/James_Meade
495,Jared Kushner,Person,https://vi.wikipedia.org/wiki/Jared_Kushner
496,Janez Janša,Person,https://vi.wikipedia.org/wiki/Janez_Jan%C5%A1a
497,Jawaharlal Nehru,Person,https://vi.wikipedia.org/wiki/Jawaharlal_Nehru
498,Jean Jaurès,Person,https://vi.wikipedia.org/wiki/Jean_Jaur%C3%A8s
499,Jay Carney,Person,https://vi.wikipedia.org/wiki/Jay_Carney
500,Jean Chrétien,Person,https://vi.wikipedia.org/wiki/Jean_Chr%C3%A9tien
501,Jean Casimir-Perier,Person,https://vi.wikipedia.org/wiki/Jean_Casimir-Perier
502,Jared Polis,Person,https://vi.wikipedia.org/wiki/Jared_Polis
503,Jean Kennedy Smith,Person,https://vi.wikipedia.org/wiki/Jean_Kennedy_Smith
504,Javier Milei,Person,https://vi.wikipedia.org/wiki/Javier_Milei
505,Janet Mills,Person,https://vi.wikipedia.org/wiki/Janet_Mills
506,Jay Inslee,Person,https://vi.wikipedia.org/wiki/Jay_Inslee
507,Jean Tirole,Person,https://vi.wikipedia.org/wiki/Jean_Tirole
508,Jean-Luc Godard,Person,https://vi.wikipedia.org/wiki/Jean-Luc_Godard
509,Jean-Yves Le Drian,Person,https://vi.wikipedia.org/wiki/Jean-Yves_Le_Drian
510,Jarosław Kaczyński,Person,https://vi.wikipedia.org/wiki/Jaros%C5%82aw_Kaczy%C5%84ski
511,Jehan Sadat,Person,https://vi.wikipedia.org/wiki/Jehan_Sadat
512,Jen Psaki,Person,https://vi.wikipedia.org/wiki/Jen_Psaki
513,Jeb Bush,Person,https://vi.wikipedia.org/wiki/Jeb_Bush
514,Jean de Lattre de Tassigny,Person,https://vi.wikipedia.org/wiki/Jean_de_Lattre_de_Tassigny
515,Jeff Bezos,Person,https://vi.wikipedia.org/wiki/Jeff_Bezos
516,Jean-Marc Ayrault,Person,https://vi.wikipedia.org/wiki/Jean-Marc_Ayrault
517,Jean-Claude Juncker,Person,https://vi.wikipedia.org/wiki/Jean-Claude_Juncker
518,Jens Stoltenberg,Person,https://vi.wikipedia.org/wiki/Jens_Stoltenberg
519,Jeremy Corbyn,Person,https://vi.wikipedia.org/wiki/Jeremy_Corbyn
520,Jerry Brown,Person,https://vi.wikipedia.org/wiki/Jerry_Brown
521,Jesse Jackson,Person,https://vi.wikipedia.org/wiki/Jesse_Jackson
522,Jim Webb,Person,https://vi.wikipedia.org/wiki/Jim_Webb
523,Joachim Gauck,Person,https://vi.wikipedia.org/wiki/Joachim_Gauck
524,Jim McGreevey,Person,https://vi.wikipedia.org/wiki/Jim_McGreevey
525,Jerzy Buzek,Person,https://vi.wikipedia.org/wiki/Jerzy_Buzek
526,Jill Stein,Person,https://vi.wikipedia.org/wiki/Jill_Stein
527,Johan Wilhelm Rangell,Person,https://vi.wikipedia.org/wiki/Johan_Wilhelm_Rangell
528,Jill Biden,Person,https://vi.wikipedia.org/wiki/Jill_Biden
529,John Atta Mills,Person,https://vi.wikipedia.org/wiki/John_Atta_Mills
530,John Barry (nhà soạn nhạc),Person,https://vi.wikipedia.org/wiki/John_Barry_%28nh%C3%A0_so%E1%BA%A1n_nh%E1%BA%A1c%29
531,John Abbott,Person,https://vi.wikipedia.org/wiki/John_Abbott
532,Johannes Vilhelm Jensen,Person,https://vi.wikipedia.org/wiki/Johannes_Vilhelm_Jensen
533,John Boehner,Person,https://vi.wikipedia.org/wiki/John_Boehner
534,Jim Justice,Person,https://vi.wikipedia.org/wiki/Jim_Justice
535,John C. Breckinridge,Person,https://vi.wikipedia.org/wiki/John_C._Breckinridge
536,John Bel Edwards,Person,https://vi.wikipedia.org/wiki/John_Bel_Edwards
537,John Dramani Mahama,Person,https://vi.wikipedia.org/wiki/John_Dramani_Mahama
538,John C. Calhoun,Person,https://vi.wikipedia.org/wiki/John_C._Calhoun
539,John Adams,Person,https://vi.wikipedia.org/wiki/John_Adams
540,Jerome Adams,Person,https://vi.wikipedia.org/wiki/Jerome_Adams
541,John Foster Dulles,Person,https://vi.wikipedia.org/wiki/John_Foster_Dulles
542,John Diefenbaker,Person,https://vi.wikipedia.org/wiki/John_Diefenbaker
543,John Gorton,Person,https://vi.wikipedia.org/wiki/John_Gorton
544,John Glenn,Person,https://vi.wikipedia.org/wiki/John_Glenn
545,John Henry Newman,Person,https://vi.wikipedia.org/wiki/John_Henry_Newman
546,John Hickenlooper,Person,https://vi.wikipedia.org/wiki/John_Hickenlooper
547,John Howard,Person,https://vi.wikipedia.org/wiki/John_Howard
548,Jimmy Carter,Person,https://vi.wikipedia.org/wiki/Jimmy_Carter
549,John F. Kennedy,Person,https://vi.wikipedia.org/wiki/John_F._Kennedy
550,John Jay,Person,https://vi.wikipedia.org/wiki/John_Jay
551,John Hicks,Person,https://vi.wikipedia.org/wiki/John_Hicks
552,John Kasich,Person,https://vi.wikipedia.org/wiki/John_Kasich
553,John Hancock,Person,https://vi.wikipedia.org/wiki/John_Hancock
554,John Carney,Person,https://vi.wikipedia.org/wiki/John_Carney
555,John Keegan,Person,https://vi.wikipedia.org/wiki/John_Keegan
556,John Key,Person,https://vi.wikipedia.org/wiki/John_Key
557,John Lipsky,Person,https://vi.wikipedia.org/wiki/John_Lipsky
558,John Kenneth Galbraith,Person,https://vi.wikipedia.org/wiki/John_Kenneth_Galbraith
559,John McEwen,Person,https://vi.wikipedia.org/wiki/John_McEwen
560,John Roberts,Person,https://vi.wikipedia.org/wiki/John_Roberts
561,John Nance Garner,Person,https://vi.wikipedia.org/wiki/John_Nance_Garner
562,John Quincy Adams,Person,https://vi.wikipedia.org/wiki/John_Quincy_Adams
563,John O. Brennan,Person,https://vi.wikipedia.org/wiki/John_O._Brennan
564,John R. Bolton,Person,https://vi.wikipedia.org/wiki/John_R._Bolton
565,Joe Biden,Person,https://vi.wikipedia.org/wiki/Joe_Biden
566,John Singer Sargent,Person,https://vi.wikipedia.org/wiki/John_Singer_Sargent
567,John Turner,Person,https://vi.wikipedia.org/wiki/John_Turner
568,John Tyler,Person,https://vi.wikipedia.org/wiki/John_Tyler
569,John Wilkins,Person,https://vi.wikipedia.org/wiki/John_Wilkins
570,Joko Widodo,Person,https://vi.wikipedia.org/wiki/Joko_Widodo
571,Jon Ossoff,Person,https://vi.wikipedia.org/wiki/Jon_Ossoff
572,Jonathan Dayton,Person,https://vi.wikipedia.org/wiki/Jonathan_Dayton
573,Joseph Boakai,Person,https://vi.wikipedia.org/wiki/Joseph_Boakai
574,Joseph Estrada,Person,https://vi.wikipedia.org/wiki/Joseph_Estrada
575,Joseph Kabila,Person,https://vi.wikipedia.org/wiki/Joseph_Kabila
576,Joseph McCarthy,Person,https://vi.wikipedia.org/wiki/Joseph_McCarthy
577,Joseph Schumpeter,Person,https://vi.wikipedia.org/wiki/Joseph_Schumpeter
578,John Volpe,Person,https://vi.wikipedia.org/wiki/John_Volpe
579,José Echegaray,Person,https://vi.wikipedia.org/wiki/Jos%C3%A9_Echegaray
580,Joshua Angrist,Person,https://vi.wikipedia.org/wiki/Joshua_Angrist
581,Josef Mengele,Person,https://vi.wikipedia.org/wiki/Josef_Mengele
582,Josh Shapiro,Person,https://vi.wikipedia.org/wiki/Josh_Shapiro
583,John Stuart Mill,Person,https://vi.wikipedia.org/wiki/John_Stuart_Mill
584,José Manuel Barroso,Person,https://vi.wikipedia.org/wiki/Jos%C3%A9_Manuel_Barroso
585,Joseph Goebbels,Person,https://vi.wikipedia.org/wiki/Joseph_Goebbels
586,Joseph Muscat,Person,https://vi.wikipedia.org/wiki/Joseph_Muscat
587,Joseph Stiglitz,Person,https://vi.wikipedia.org/wiki/Joseph_Stiglitz
588,José P. Laurel,Person,https://vi.wikipedia.org/wiki/Jos%C3%A9_P._Laurel
589,José Jerí,Person,https://vi.wikipedia.org/wiki/Jos%C3%A9_Jer%C3%AD
590,Julie Payette,Person,https://vi.wikipedia.org/wiki/Julie_Payette
591,John McCain,Person,https://vi.wikipedia.org/wiki/John_McCain
592,Jørn Utzon,Person,https://vi.wikipedia.org/wiki/J%C3%B8rn_Utzon
593,Juho Kusti Paasikivi,Person,https://vi.wikipedia.org/wiki/Juho_Kusti_Paasikivi
594,Jyrki Katainen,Person,https://vi.wikipedia.org/wiki/Jyrki_Katainen
595,Juan Manuel Santos,Person,https://vi.wikipedia.org/wiki/Juan_Manuel_Santos
596,K. R. Narayanan,Person,https://vi.wikipedia.org/wiki/K._R._Narayanan
597,Julia Gillard,Person,https://vi.wikipedia.org/wiki/Julia_Gillard
598,Kaja Kallas,Person,https://vi.wikipedia.org/wiki/Kaja_Kallas
599,Juha Sipilä,Person,https://vi.wikipedia.org/wiki/Juha_Sipil%C3%A4
600,Karolos Papoulias,Person,https://vi.wikipedia.org/wiki/Karolos_Papoulias
601,Kan Naoto,Person,https://vi.wikipedia.org/wiki/Kan_Naoto
602,Karen Pence,Person,https://vi.wikipedia.org/wiki/Karen_Pence
603,Karl Nehammer,Person,https://vi.wikipedia.org/wiki/Karl_Nehammer
604,Katayama Tetsu,Person,https://vi.wikipedia.org/wiki/Katayama_Tetsu
605,Karl Böhm,Person,https://vi.wikipedia.org/wiki/Karl_B%C3%B6hm
606,Kaifu Toshiki,Person,https://vi.wikipedia.org/wiki/Kaifu_Toshiki
607,Karel Čapek,Person,https://vi.wikipedia.org/wiki/Karel_%C4%8Capek
608,Keijo Liinamaa,Person,https://vi.wikipedia.org/wiki/Keijo_Liinamaa
609,Katō Takaaki,Person,https://vi.wikipedia.org/wiki/Kat%C5%8D_Takaaki
610,Kazuo Ishiguro,Person,https://vi.wikipedia.org/wiki/Kazuo_Ishiguro
611,Katō Tomosaburō,Person,https://vi.wikipedia.org/wiki/Kat%C5%8D_Tomosabur%C5%8D
612,Kate Brown,Person,https://vi.wikipedia.org/wiki/Kate_Brown
613,Kevin McCarthy,Person,https://vi.wikipedia.org/wiki/Kevin_McCarthy
614,Kay Ivey,Person,https://vi.wikipedia.org/wiki/Kay_Ivey
615,Kim Campbell,Person,https://vi.wikipedia.org/wiki/Kim_Campbell
616,Khamis Gaddafi,Person,https://vi.wikipedia.org/wiki/Khamis_Gaddafi
617,Katō Katsunobu,Person,https://vi.wikipedia.org/wiki/Kat%C5%8D_Katsunobu
618,Keir Starmer,Person,https://vi.wikipedia.org/wiki/Keir_Starmer
619,Khổng Tường Hy,Person,https://vi.wikipedia.org/wiki/Kh%E1%BB%95ng_T%C6%B0%E1%BB%9Dng_Hy
620,Kevin Rudd,Person,https://vi.wikipedia.org/wiki/Kevin_Rudd
621,Kenneth Arrow,Person,https://vi.wikipedia.org/wiki/Kenneth_Arrow
622,Kim Myeong-soo,Person,https://vi.wikipedia.org/wiki/Kim_Myeong-soo
623,Kim Young-sam,Person,https://vi.wikipedia.org/wiki/Kim_Young-sam
624,Kevin Stitt,Person,https://vi.wikipedia.org/wiki/Kevin_Stitt
625,Kishi Nobusuke,Person,https://vi.wikipedia.org/wiki/Kishi_Nobusuke
626,Klaus Iohannis,Person,https://vi.wikipedia.org/wiki/Klaus_Iohannis
627,Kofi Annan,Person,https://vi.wikipedia.org/wiki/Kofi_Annan
628,Kamala Harris,Person,https://vi.wikipedia.org/wiki/Kamala_Harris
