id,name,label,wiki_url,Acronym,Anthem,Athletics,Badges,Biệt danh,Board Chairman,Bài hát,Báo,Báo chí,Báo trường,Bí thư Đảng,Bí thư Đảng ủy,Bính âm Hán ngữ,Bính âm Thông dụng,Bộ phận của,Chú âm phù hiệu,Chưởng ấn,Chỉ huynổi tiếng,Chủ tịch,Chủ tịch Hội đồng trường,Các khuôn viên khác,Công nhận,Diện tích sàn,Du học sinh,Dạng thời khóa biểu,Former pupils,Giám đốc,Giáo viên,Giảng viên,Giản thể,Giới tính theo học,Hangul,Hanja,Head Master,Hiệu ca,Hiệu trưởng,Hiệu trưởng danh dự,Hoàn thành,Hoạt động,Hình thức đào tạo,Học kỳ,Học phí,Hội đồng trường,IPA,Khu vực,Khuôn viên,Khuôn viên khác,Khẩu hiệu,Khẩu hiệu trong Tiếng Anh,Kinh phí,Kỷ yếu,Latinh hóa Yale,Latinh hóatiếng Thượng Hải,Linh vật,Liên kết,Liên kết học tập,Liên kết thể thao,Loại,Loại hình,Loại trường,McCune–Reischauer,Màu,Mã trường,Newspaper,Nghiên cứu sinh,Ngân sách,Ngôn ngữ,Người đoạt giải Nobel,Nhà,Nhà xuất bản đại học,Nhân viên,Nhân viên quản lý,Những khuôn viên khác,Năm thành lập,Other campuses,Other campuses[9],Phiên âm,Phân loại,Phó giám đốc,Phó hiệu trưởng,Phó hiệu trưởng và Chủ tịch,Phó viện trưởng,Phồn thể,Phục vụ,Pro-chancellor,Publications,Quân chủng,Quốc gia,Rector,Rector Magnificus,Rector magnificusvàVice Chancellor,Romaja quốc ngữ,Satellite Campuses,Sinh viên,Sinh viên chuyên nghiệp,Sinh viên khác,Sinh viên sau đại học,Sinh viên đại học,Sports teams,Superintendent,Sáng lập,Số Sinh viên,Số cơ sở,Số học sinh,Số tham khảo,Số tầng,Thành lập,Thành lập bởi,Thành viên,Thành viên của,Thể thao,Tiêu chuẩn,Trang web,Trạng thái,Trụ sở chính,Tài trợ,Tên chính thức,Tên cũ,Tên khác,Tính đến sàn cao nhất,Tôn giáo,Tôn giáo liên kết,Tạp chí sinh viên,Tỉ lệ học sinh/giáo viên,Tọa độ,Tổ chức mẹ,Tổ chức quyên góp,Tổng nhân viên,Tờ báo,Vice Provost for Student Affairs & Dean of Student,Visitor,Viết tắt,Viện trưởng,Việt bính,Vị trí,Wade–Giles,Webometrics(2020),Website,Xuất bản,Điền kinh,Đề cử,Địa chỉ,Địa điểm,Độ tuổi theo học,• Khác
393,Đại học Boston,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.848 [ 2 ],,,,,,,,,,,,,,,,,"Ngoại ô; - Tổng diện tích 340,0 mẫu Anh (137,6 ha); [; chuyển đổi: số không hợp lệ; ]; [; 2; ]; Khuôn viên chính:; Chestnut Hill; 175 mẫu Anh (71 ha); Cơ sở khác:; Cơ sở Newton; 40 mẫu Anh (16 ha); Cơ sở Brighton; 65 mẫu Anh (26 ha)",,Αἰὲν ἀριστεύειν ( tiếng Hy Lạp ),,,,,,,,,,,Đại học nghiên cứu tư thục,,,Maroon và Vàng [ 3 ],,,,,,,,,,2.690 [ 2 ],,,,,,,,,,David Quigley,,,,,,,,,,,,14.559 (Học kỳ Mùa Thu 2019) [ 2 ],,,4.322 (Học kỳ Mùa Thu 2019) [ 2 ],9.370 (Học kỳ Mùa Thu 2019) [ 2 ],,,John McElroy,,,,,,1863 ; 162 năm trước ( 1863 ),,,,,,,,,"2,58 tỷ Đô-la Mỹ (2020) [ 1 ]",,,,,Công giáo La Mã ( Dòng Tên ),,,,,,,,,,,,,,"Chestnut Hill; ,; Massachusetts; ,; Hoa Kỳ; 42°20′6″B; 71°10′13″T; ﻿ / ﻿; 42,335°B 71,17028°T; ﻿ /; 42.33500; -71.17028",,,,,,,,,,
397,Đại học Bonn,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,537 [ 3 ]",,,,,,,Michael Hoch,,,,,,,,,,Đô thị,,,,"850,2 triệu euro (không bao gồm bệnh viện đại học) [ 2 ]",,,,,"Hiệp hội đại học châu Âu , German U15 , FGU , Erasmus , Excellence Initiative",,,,Đại học công lập,,,"Xanh, vàng, xám",,,,,,,,,,"1,759 [ 3 ]",,,,,,,,,,,,,,,,,,,,,,"35,619 [ 3 ]",,,,,,,,,,,,,1777; ; 248 năm trước; (; 1777; ); (; Kurkölnische Akademie Bonn; );; 18 tháng 10 năm 1818; ; 207 năm trước; (; 1818-10-18; ); (Đại học Bonn),,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonn , Đức",,,uni-bonn .de,,,,,,,
398,Đại học Brown,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Brown,,,,,Bears,,,,,,,,,,,,,,,,,NECHE,,,,,,,848 [ 5 ],,,,,,,,,,,,,,,,,"Midsize city, 143 mẫu Anh (58 ha)",,In Deo Speramus ( tiếng Latinh ),"""In God We Hope"" [ 2 ]","1,28 tỷ đô la Mỹ (2023) [ 4 ]",,,,Bruno the Bear,,Hiệp hội Viện Đại học Mỹ COFHE URA NAICU Space-grant,NCAA Division I FCS – Ivy League ECAC Hockey EARC EAWRC NEISA CWPA IRA,,Đại học nghiên cứu tư thục,,,"Seal Brown, Cardinal Red, và White; [; 6; ]",,,,,,,,,,,Groton Madrid,,,,,,,Francis J. Doyle III,,,,,,,,,,,,,,"10,737 [ 5 ]",,,"2,920; [; 5; ]; 595; sinh viên y khoa; [; 5; ]","7,222 [ 5 ]",,,,,,,,,15 tháng 9 năm 1764 ; 261 năm trước ( 1764-09-15 ),,,,,,,,,"7,2 tỷ đô la Mỹ (2024) [ 3 ]",,Rhode Island College (1764–1804),,,,,,,,,,,The Brown Daily Herald,,,,Christina Paxson,,"Providence; ,; Rhode Island; ,; Hoa Kỳ; 41°49′34″B; 71°24′11″T; ﻿ / ﻿; 41,82611°B 71,40306°T; ﻿ /; 41.82611; -71.40306",,,brown.edu,,,,,,,
399,"Đại học California, Berkeley",University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_California%2C_Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Đại học Bách khoa Hồng Kông,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_B%C3%A1ch_khoa_H%E1%BB%93ng_K%C3%B4ng,,,,,,,,,,,,,,,,,Đặc khu trưởng Hồng Kông; (Đương nhiệm:; Lâm Trịnh Nguyệt Nga; ),,,Lâm Đại Huy,,,,,,,,,1.352 [ 3 ],,,,,,,,,,,,,,,,,"Urban; 9,46; hécta; (0,0946; km; 2; ); [; 4; ]",,開物成務 勵學利民 [ 1 ],"To learn and to apply, for the benefit of mankind [ 2 ]",,,,,,,,,,Đại học công lập,,,Red and Grey [ 5 ],,,,,,,,,,,,,,,,,,Trần Chính Hào,,,,,,,,,,,,,,27.088 [ 3 ],,,,,,,,,,,,,1937; 1994 (granted university status),,,,,,,,,,,,,,,,,,,,,,,,,,Đằng Cẩm Quang,,"Hồng Khám; ,; Cửu Long; ,; Hồng Kông; 22°18′16,5″B; 114°10′49,4″Đ; ﻿ / ﻿; 22,3°B 114,16667°Đ; ﻿ /; 22.30000; 114.16667",,,polyu .edu .hk,,,,,,,
401,Đại học Buenos Aires,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Buenos_Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.490,,,,,,,Rubén E. Hallú,,,,,,,,,,nội thành,,Argentina Virtus Robur et Studium,,,,,,,,,,công lập,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.614,289.526,,,,308.594 (kể cả 5.532 học sinh trung học),,,,,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.uba.ar,,,,,,,
405,Đại học Calcutta,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Calcutta,CU,,,,CU,,,,,,,,,,,,"Bản mẫu:WB governor , ( Governor of West Bengal )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban,,Advancement of Learning,,,,,,,"UGC , NAAC , AIU , AICTE",,,,Public,,,White; Sky Blue,,,"1,631 [ 2 ]",,,,,,,,,,,,,,Sonali Chakravarti Banerjee [ 1 ],,,,,,,,,,,,,,,"22,520 [ 2 ]",,,"15,750 [ 2 ]","3,715 [ 2 ]",,,,,,,,,ngày 24 tháng 1 năm 1857 ; Lỗi: Tham số đầu tiên không thể được phân tích như một ngày hoặc thời gian. ( ngày 24 tháng 1 năm 1857 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kolkata; ,; Tây Bengal; ,; Ấn Độ; 22°34′35″B; 88°21′43″Đ; ﻿ / ﻿; 22,57639°B 88,36194°Đ; ﻿ /; 22.57639; 88.36194",,,www .caluniv .ac .in,,,,,,,
406,Đại học Cairo,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Cairo,,,,,,,,,,,,,,,,,,,,,,,,6.963+ (2024),,,,,14.518+ (2024),,,,,,,,,,,,,,,,,Đô thị,,التميز في التعليم الجامعي,Excellence in Higher Education.,,,,,Thoth,,UNIMED; AAU; AUF,,,Đại học công lập,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.853+ (2024),,,,,,,Fuad I; (Tiêu biểu nhất),,,,,,1908 ; 117 năm trước ( 1908 ),,,,,,,,,,,Đại học Ai Cập; (1908–1940); Đại học Fuad I; (1940–1954),,,,,,,,,,,,,,,Mohamed Samy Abdel-Sadak,,"Giza; ,; Giza; ,; Ai Cập; 30°01′39″B; 31°12′37″Đ; ﻿ / ﻿; 30,0276°B 31,21014°Đ; ﻿ /; 30.02760; 31.21014",,,cu; .edu; .eg; /Home; (; English version; ),,,,,,,
408,"Đại học California, Berkeley",University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_California_t%E1%BA%A1i_Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.950,,,,,,,,Robert Birgeneau,,,,,,,,,"Nội Thành , 1.232 acre (5 km²)
Tổng diện tích sở hữu: 6,679 acre (27 km²)",,Fiat lux; (; Latinh; ); (Hãy có ánh sáng),,,,,,Oski the Bear,,,,Công lập,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666,30.853,,,,,,,,,23 tháng 3 năm 1868 ; 157 năm trước ( 1868-03-23 ),,,,California Golden Bears,,,,,$4.6 tỉ (2018),,,,,,,,,,,,,,,,,,,,,,www.berkeley.edu,,,,,,,
410,Đại học Cao Ly,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Cao_Ly,,,,,Anam Tigers,,,,,,,,,,,,,,,,,,,,,,,,"1,442 toàn thời gian; 2,834 bán thời gian; (2019); [; 4; ]",,,고려 대학교,高麗 大學校,,,,,,,,,,,,,Nội đô,,"Libertas, Justitia, Veritas; 자유, 정의, 진리; (自由, 正義, 眞理); (Tự do, Chính nghĩa, Chân lý); [; 2; ]","""Liberty, Justice, Truth""",,,,,Hổ,Hiệp hội các trường chuyên nghiệp về quan hệ quốc tế; Đại học Mở Tanzania; Đại học Washington tại St. Louis; McDonnell International Scholars Academy; [; 5; ],,,,Đại học tư thục,,Koryŏ Taehakkyo,Đỏ thắm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goryeo Daehakgyo,,"29,757 (2019) [ 4 ]",,,"8,592 (2019) [ 4 ]","21,165 (2019) [ 4 ]",,,,,,,,,5 tháng 5 năm 1905 ; 120 năm trước ( 1905-05-05 ),,,,,,,,,,,Bosung College; (1905–1921); Bosung Professional College; (1922–1945),,,,,,,,,,,,,,,Jin-taek Chung [ 3 ],,"Seongbuk-gu , Seoul , Hàn Quốc",,,www.korea.edu; (Tiếng Anh); www.korea.ac.kr; (Tiếng Hàn),,"Bóng đá , Bóng bầu dục , Bóng chày , Bóng rổ , Khúc côn cầu trên băng",,,,,
411,Đại học California,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,400 (2024) [ 1 ]",,,,,,,,,,,,,,,,,,,Fiat lux ( Latin ),,"51,4 tỷ đô la (2023–2024) [ 1 ]",,,,,,,,Hệ thống đại học tiểu bang công lập,,,,Xanh & Vàng; [; 3; ],,,,,,,,,"173,300 (2024) [ 1 ]",,,,,,,,,,,,,,,,,,,,,,,,,,"62,229 (2023) [ 2 ]","233,272 (2023) [ 2 ]",,,,"295,573 (2023) [ 2 ]","10 viện đại học, 1 trường luật, 1 phòng thí nghiệm quốc gia",,,,"March 23, 1868 ; 157 năm trước ( March 23, 1868 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www .universityofcalifornia .edu,,,,,,,
413,Đại học Karl tại Praha,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Charles_%E1%BB%9F_Praha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Đại học Bắc Kinh,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_B%E1%BA%AFc_Kinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.206,,,,,,,Hứa Trí Hoành (许智宏),,,,,,,,,,nội thành,,,,,,,,,,,,công lập,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.039,15.128,,,,,,,,,1898,,"IARU , APRU , BESETOHA , Universitas 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.pku.edu.cn,,,,,,,
417,"Đại học California, Los Angeles",University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_California%2C_Los_Angeles,,,,,gấu Bruin,,,,,,,,,,,,,,,,,,,,,,,,7.941 [ 3 ],,,,,,,Julio Frenk [ 4 ],,,,,,,,,,"Nội thành , 419 acre (1.7 km²). Tổng diện tích sở hữu: 814 acre (3.2 km²)",,Fiat lux; (; Latinh; ); (Hãy có ánh sáng),,,,,,"Joe Bruin , Josephine Bruin",,,,Công lập,,,,Xanh da trời & vàng kim loại; [; 7; ],,,,,,,,,32.883 (mùa thu 2023) [ 2 ],,,,,,,,,,,,,,,,,,,,,,,,,,13.636 (mùa thu 2023) [ 6 ],33.040 (mùa thu 2023) [ 5 ],,,,,,,,,"1881 , hơn 140 năm trước. Trở thành một phần của hệ thống UC vào năm 1919",,,,,,,,,"1,7 tỉ USD [ 1 ]",,,,,,,,,,,,,,,,,,,,,,www.ucla.edu,,,,,,,
419,Đại học Chiang Mai,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chiang_Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pongsak Angkasith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cmu.ac.th,,,,,,,
421,Đại học Carnegie Mellon,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Carnegie_Mellon,,,,,Tartans,,,,,,,,,,,,,,,,,MSCHE,,,,,,,"1,483 [ 3 ]",,,,,,,,,,,,,,,,,"Thành phố lớn [ 6 ] , 157,2 mẫu Anh (63,6 ha) [ 5 ]",,"""My heart is in the work"" – Andrew Carnegie",,,,,,Scotty the Scottish Terrier [ 10 ],,Hiệp hội Viện Đại học Mỹ AITU NAICU ORAU URA Space-grant,NCAA Division III – UAA PAC ACHA IRA [ 9 ],,Đại học nghiên cứu tư thục,,,"Red, black, steel gray, and iron gray; [; 7; ]; [; 8; ]",,,,,,,,,,,"Hoa Kỳ: Los Angeles Thành phố New York Mountain View Washington, D.C. Quốc tế: Doha Kigali Trực tuyến",,,,,,,James Garrett,,,,,,,,,,,,,,"16,335 (2023) [ 4 ]",,,"8,542 (2023) [ 4 ]","7,604 (2023) [ 4 ]",,,Andrew Carnegie Andrew Mellon Richard B. Mellon,,,,,,15 tháng 11 năm 1900 ; 124 năm trước ( 1900-11-15 ) [ 1 ],,,,,,,,,"4,0 tỷ đô la Mỹ (2024) [ 2 ]",,Carnegie Technical Schools (1900–1912); Viện Công nghệ Carnegie (1912–1967); Viện Nghiên cứu Công nghiệp Mellon; (1913–1967),,,,,,,,,,,The Tartan,,,,Farnam Jahanian,,"Pittsburgh; , Pennsylvania; ,; Hoa Kỳ; 40°26′33″B; 79°56′36″T; ﻿ / ﻿; 40,4425°B 79,94333°T; ﻿ /; 40.44250; -79.94333",,,cmu .edu,,,,,,,
425,Đại học Chulalongkorn,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chulalongkorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Maha Chulalongkorn""; (""Great Chulalongkorn"")",,,,,,,,,,,"Đô thị 2,0944 km 2 (0,8087 dặm vuông Anh) [ chuyển đổi: số không hợp lệ ]",,เกียรติภูมิจุฬาฯ คือเกียรติแห่งการรับใช้ประชาชน (không chính thức) เสาหลักแห่งแผ่นดิน (vision statement),Honour of Chula is the Honour of Serving the Public (không chính thức) Pillar of the Kingdom (vision statement),5.535 triệu baht (FY2019),,,,Samanea saman,,"ASAIHL , Hệ thống Đại học ASEAN , APRU , Học viện Học giả Quốc tế McDonnell tại Đại học Washington ở St. Louis [ 1 ]",,,Đại học công lập tự chủ,,,Pink,,,2.627 [ 2 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.626 [ 2 ],,,8.029 [ 2 ],26.202 [ 2 ],,,Vajiravudh,,,,,,26 tháng 3 năm 1917 ; 108 năm trước ( 1917-03-26 ),,,,,,,,,,,Royal Pages School Civil Service College of King Chulalongkorn,,,,,,,,,,,,,,,Wilert Puriwat,,"Pathum Wan; ,; Băng Cốc; ,; Thái Lan; 13°44′18″B; 100°31′56″Đ; ﻿ / ﻿; 13,738359°B 100,532097°Đ; ﻿ /; 13.738359; 100.532097",,,www; .chula; .ac; .th; www; .chula; .ac; .th; /en,,,,,,,
426,Đại học Chicago,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chicago,,,,,Maroons,,,,,,,,,,,,,,,,,HLC,,,,,,,"2,859 [ 6 ]",,,,,,,,,,,,,,,,,"Thành phố lớn [ 8 ] , 217 mẫu Anh (87,8 ha) (khuôn viên chính) [ 7 ]",,Crescat scientia; vita excolatur ( tiếng Latinh ),"""Let knowledge grow from more to more; and so be human life enriched"" [ 3 ]",,,,,Phil the Phoenix,,Hiệp hội Viện Đại học Mỹ COFHE NAICU URA Space-grant,NCAA Division III – UAA MWC CCIW,,Đại học nghiên cứu tư thục,,,Maroon [ 11 ],,,,,,,,,,"15,949 (bao gồm Trung tâm Y khoa Đại học Chicago ) [ 6 ]","Bắc Kinh Chikaming Township, Michigan [ 9 ] Delhi Hồng Kông Luân Đôn Luxor Paris [ 10 ]",,,,,,,Katherine Baicker,,,,,,,,,,,,,,"18,452",,,"10,893 [ 7 ]","7,559 [ 7 ]",,,John D. Rockefeller,,,,,,1890 ; 135 năm trước ( 1890 ) [ 4 ],,,,,,,,,"10,4 tỷ đô la Mỹ (2024) [ 5 ]",,,,,,,,,,,,,The Chicago Maroon,,,,Paul Alivisatos,,"Chicago; ,; Illinois; ,; Hoa Kỳ; 41°47′23″B; 87°35′59″T; ﻿ / ﻿; 41,78972°B 87,59972°T; ﻿ /; 41.78972; -87.59972",,,uchicago .edu,,,,,,,
427,Đại học Chiết Giang,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chi%E1%BA%BFt_Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191,,,,,,,,,,,,,,,,,"Đô thị, 6.22 km²",,求是创新 [ 1 ],,,,,,Đại bàng cầu thị 求是鹰 [ 3 ],,,,,Công lập,,,Xanh và đỏ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60739 [ 2 ],,,31531,29209,,,,,,,,,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tây Hồ; ,; Hàng Châu; ,; Cộng hòa nhân dân Trung Hoa; 30°15′49″B; 120°07′15″Đ; ﻿ / ﻿; 30,26361°B 120,12083°Đ; ﻿ /; 30.26361; 120.12083",,,,,,,,,,
428,Đại học Comenius,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Comenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Đại học Colgate,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Colgate,,,,,Raiders,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,Brian Casey [ 2 ],,,,,,,,,,2.08 km² [ 4 ],,Deo Ac Veritati ( For God and Truth ),,,,,,Raider,,,,Tư,,,,Đỏ đun; và; trắng; [; 5; ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"2,927 [ 3 ]",,,,,,,,,1819,,,,,,,,,849 triệu USD [ 1 ],,,,,,,,,"42°49′10″B 75°32′11″T ﻿ / ﻿ 42,81944°B 75,53639°T ﻿ / 42.81944; -75.53639",,,,,,,,,,,,,www .colgate .edu,,,,,,,
430,Đại học Copenhagen,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Copenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Hemmingsen,,,,,,,,,,,,Coelestem adspicit lucem ( Latin ),,,,,,,,,,Công lập,,,,,,,,,,,,,App. 7.000 persons/app. 5.500 full-time equivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.986 ngày 1.10.2007,,,,,1479,,"IARU , EUA , LAOTSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.ku.dk/english/,,,,,,,
433,Đại học Cornell,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Cornell,,,,,Big Red,,,,,,,,,,,,,,,,,,,,,,,,1.594 Ithaca; 1.005 New York City; 34 Qatar†,,,,,,,David J. Skorton,,,,,,,,,,4.800 acres (19 km²),,"""Tôi sẽ thành lập một trường mà bất cứ người nào cũng có thể tìm thấy hướng dẫn về bất cứ ngành nào.""; –Ezra Cornell, 1865; [; 1; ]",,,,,,The Cornell University Athletic Logo Không có. Mascot không chính thức là con gấu đôi khi được gọi là [ 4 ],,,,tư thục với 14 trường và cao đẳng.,,,,Carnelian và trắng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.932 Ithaca; 818 New York City; 135 Qatar; [; 3; ],13.515 Ithaca,,,,,,,,,1865,,"Ivy League , AAU",,,,,,,10.0 tỉ $ [ 2 ],,,,,,,,,,,,,,,,,,,,,,www.cornell.edu,,,,,,,
434,Đại học Cát Lâm,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_C%C3%A1t_L%C3%A2m,,,,,吉大,,,,,,,,Jílín Dàxué,,,,,,,,,,,,,,,,6.624 (tháng 6 năm 2019),吉林大学,,,,,,,,,,,,,,,,611 hécta (1.510 mẫu Anh),,求实创新 励志图强 [ 1 ],Truth · Innovation · Aspiration [ 2 ],,,,,,BRICS Universities League; Double First-Class Construction; Đề án 211; Đề án 985,,,,Đại học công lập,,,,,,7.813 (tháng 6 năm 2019),,,,,,,15.626 [ cần dẫn nguồn ],,,,,Phiên âm Tiếng Hán tiêu chuẩn Bính âm Hán ngữ Jílín Dàxué,,,,,,吉林大學,,,,,,,,,,,,,,26.872 (tháng 6 năm 2019),41.734 (tháng 6 năm 2019),,,,,,,,,1946 ; 79 năm trước ( 1946 ),,,,,,,,,,,,,,,,,,,,,,,,,,Trương Hy ( 张希 ) [ 3 ],,"Trường Xuân , Cát Lâm , Trung Quốc",,,www .jlu .edu .cn,,,,,,,
435,Đại học Complutense Madrid,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Complutense_Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Andradas Heranz,,,,,,,,,,Nội ô (các quận Ciudad Universitaria và Somosaguas),,"tiếng Latinh: Libertas Perfundet Omnia Luce (""Tự do mang ánh sáng tràn khắp vạn vật"")",,607.559.030 euro,,,,,"Europaeum, Nhóm Đại học Compostela, Mạng lưới Utrecht, Mạng lưới các trường đại học thủ đô châu Âu (UNICA), Hiệp hội Đại học Quốc tế (IAU)",,,,Đại học công lập,,,Amaranth & Dijon,,,,,,,,,,11.162,,,,,,,,,,,,,,,,,,,,,,,,,11.388,74.771,,,,,,,,,20 tháng 5 năm 1293,,,,,,,,,,,Estudio de Escuelas Generales de Alcalá (1293-1499),,,,,,,,,,,,,,,,,"Madrid , Tây Ban Nha",,,www .ucm .es,,,,,,,
440,Đại học Columbia,University,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Columbia,,,,,Lions,,,,,,,,,,,,,,,,,MSCHE,,,,,,,"4,628 [ 5 ]",,,,,,,,,,,,,,,,,"Đô thị , 299 mẫu Anh (1,21 km 2 )",,In lumine Tuo videbimus lumen ( tiếng Latinh ),"""In Thy light shall we see light"" [ 2 ]","6,6 tỷ đô la Mỹ (2024) [ 4 ]",,,,Roar-ee the Lion,,AAU NAICU URA Space-grant,NCAA Division I FCS – Ivy League EARC IRA EAWRC,,Đại học nghiên cứu tư thục,,,Columbia Blue và White; [; 7; ],,,,,,,,,,,,,,,,,,Angela Olinto,,,,,,,,,,,,,,"36,649 [ 6 ]",,,"26,888 [ 6 ]","9,761 [ 6 ]",,,,,,,,,25 tháng 5 năm 1754 ; 271 năm trước ( 1754-05-25 ),,,,,,,,,"14,8 tỷ đô la Mỹ (2024) [ 3 ]",,King's College; (1754–1784); Columbia College; (1784–1896),,,,,,,,,,,Columbia Daily Spectator,,,,Claire Shipman (quyền),,"Thành phố New York; ,; New York; ,; Hoa Kỳ; 40°48′27″B; 73°57′43″T; ﻿ / ﻿; 40,8075°B 73,96194°T; ﻿ /; 40.80750; -73.96194",,,columbia .edu,,,,,,,
