src_person_id,dst_person_id,src_person,dst_person,shared_count
979,1036,Ron DeSantis,Ronald Reagan,1
979,1061,Ron DeSantis,Tate Reeves,1
1036,1061,Ronald Reagan,Tate Reeves,1
53,123,Allen Dulles,Bob Taft,1
53,209,Allen Dulles,David Card,1
53,278,Allen Dulles,F. Scott Fitzgerald,1
53,326,Allen Dulles,Gary Becker,1
53,472,Allen Dulles,James Heckman,1
53,502,Allen Dulles,Jared Polis,1
53,535,Allen Dulles,John C. Breckinridge,1
53,541,Allen Dulles,John Foster Dulles,2
53,572,Allen Dulles,Jonathan Dayton,1
53,580,Allen Dulles,Joshua Angrist,1
53,700,Allen Dulles,Lý Thừa Vãn,1
53,738,Allen Dulles,Maria Ressa,1
53,760,Allen Dulles,Michael Spence,1
53,763,Allen Dulles,Michael Froman,1
53,777,Allen Dulles,Michelle Obama,1
53,937,Allen Dulles,Richard Rush,1
53,958,Allen Dulles,Robert Mueller,1
53,1053,Allen Dulles,Ted Cruz,1
53,1201,Allen Dulles,Woodrow Wilson,1
123,209,Bob Taft,David Card,1
123,216,Bob Taft,Donald Rumsfeld,1
123,278,Bob Taft,F. Scott Fitzgerald,1
123,326,Bob Taft,Gary Becker,1
123,472,Bob Taft,James Heckman,1
123,483,Bob Taft,James Madison,1
123,502,Bob Taft,Jared Polis,1
123,535,Bob Taft,John C. Breckinridge,1
123,541,Bob Taft,John Foster Dulles,1
123,572,Bob Taft,Jonathan Dayton,1
123,580,Bob Taft,Joshua Angrist,1
123,700,Bob Taft,Lý Thừa Vãn,1
123,738,Bob Taft,Maria Ressa,1
123,760,Bob Taft,Michael Spence,1
123,763,Bob Taft,Michael Froman,1
123,777,Bob Taft,Michelle Obama,1
123,912,Bob Taft,Pete Hegseth,1
123,937,Bob Taft,Richard Rush,1
123,958,Bob Taft,Robert Mueller,1
123,1053,Bob Taft,Ted Cruz,1
123,1201,Bob Taft,Woodrow Wilson,1
209,216,David Card,Donald Rumsfeld,1
209,278,David Card,F. Scott Fitzgerald,1
209,326,David Card,Gary Becker,1
209,472,David Card,James Heckman,1
209,483,David Card,James Madison,1
209,502,David Card,Jared Polis,1
209,535,David Card,John C. Breckinridge,1
209,541,David Card,John Foster Dulles,1
209,572,David Card,Jonathan Dayton,1
209,580,David Card,Joshua Angrist,1
209,700,David Card,Lý Thừa Vãn,1
209,738,David Card,Maria Ressa,1
209,760,David Card,Michael Spence,1
209,763,David Card,Michael Froman,1
209,777,David Card,Michelle Obama,1
209,912,David Card,Pete Hegseth,1
209,937,David Card,Richard Rush,1
209,958,David Card,Robert Mueller,1
209,1053,David Card,Ted Cruz,1
209,1201,David Card,Woodrow Wilson,1
216,278,Donald Rumsfeld,F. Scott Fitzgerald,1
216,326,Donald Rumsfeld,Gary Becker,1
216,472,Donald Rumsfeld,James Heckman,1
216,502,Donald Rumsfeld,Jared Polis,1
216,535,Donald Rumsfeld,John C. Breckinridge,1
216,541,Donald Rumsfeld,John Foster Dulles,1
216,572,Donald Rumsfeld,Jonathan Dayton,1
216,580,Donald Rumsfeld,Joshua Angrist,1
216,700,Donald Rumsfeld,Lý Thừa Vãn,1
216,738,Donald Rumsfeld,Maria Ressa,1
216,760,Donald Rumsfeld,Michael Spence,1
216,763,Donald Rumsfeld,Michael Froman,1
216,777,Donald Rumsfeld,Michelle Obama,1
216,937,Donald Rumsfeld,Richard Rush,1
216,958,Donald Rumsfeld,Robert Mueller,1
216,1053,Donald Rumsfeld,Ted Cruz,1
216,1201,Donald Rumsfeld,Woodrow Wilson,1
278,326,F. Scott Fitzgerald,Gary Becker,1
278,472,F. Scott Fitzgerald,James Heckman,1
278,483,F. Scott Fitzgerald,James Madison,1
278,502,F. Scott Fitzgerald,Jared Polis,1
278,535,F. Scott Fitzgerald,John C. Breckinridge,1
278,541,F. Scott Fitzgerald,John Foster Dulles,1
278,572,F. Scott Fitzgerald,Jonathan Dayton,1
278,580,F. Scott Fitzgerald,Joshua Angrist,1
278,700,F. Scott Fitzgerald,Lý Thừa Vãn,1
278,738,F. Scott Fitzgerald,Maria Ressa,1
278,760,F. Scott Fitzgerald,Michael Spence,1
278,763,F. Scott Fitzgerald,Michael Froman,1
278,777,F. Scott Fitzgerald,Michelle Obama,1
278,912,F. Scott Fitzgerald,Pete Hegseth,1
278,937,F. Scott Fitzgerald,Richard Rush,1
278,958,F. Scott Fitzgerald,Robert Mueller,1
278,1053,F. Scott Fitzgerald,Ted Cruz,1
278,1201,F. Scott Fitzgerald,Woodrow Wilson,1
326,472,Gary Becker,James Heckman,1
326,483,Gary Becker,James Madison,1
326,502,Gary Becker,Jared Polis,1
326,535,Gary Becker,John C. Breckinridge,1
326,541,Gary Becker,John Foster Dulles,1
326,572,Gary Becker,Jonathan Dayton,1
326,580,Gary Becker,Joshua Angrist,1
326,700,Gary Becker,Lý Thừa Vãn,1
326,738,Gary Becker,Maria Ressa,1
326,760,Gary Becker,Michael Spence,1
326,763,Gary Becker,Michael Froman,1
326,777,Gary Becker,Michelle Obama,1
326,912,Gary Becker,Pete Hegseth,1
326,937,Gary Becker,Richard Rush,1
326,958,Gary Becker,Robert Mueller,1
326,1053,Gary Becker,Ted Cruz,1
326,1201,Gary Becker,Woodrow Wilson,1
472,483,James Heckman,James Madison,1
472,502,James Heckman,Jared Polis,1
472,535,James Heckman,John C. Breckinridge,1
472,541,James Heckman,John Foster Dulles,1
472,572,James Heckman,Jonathan Dayton,1
472,580,James Heckman,Joshua Angrist,1
472,700,James Heckman,Lý Thừa Vãn,1
472,738,James Heckman,Maria Ressa,1
472,760,James Heckman,Michael Spence,1
472,763,James Heckman,Michael Froman,1
472,777,James Heckman,Michelle Obama,1
472,912,James Heckman,Pete Hegseth,1
472,937,James Heckman,Richard Rush,1
472,958,James Heckman,Robert Mueller,1
472,1053,James Heckman,Ted Cruz,1
472,1201,James Heckman,Woodrow Wilson,1
483,502,James Madison,Jared Polis,1
483,535,James Madison,John C. Breckinridge,1
483,541,James Madison,John Foster Dulles,1
483,572,James Madison,Jonathan Dayton,1
483,580,James Madison,Joshua Angrist,1
483,700,James Madison,Lý Thừa Vãn,1
483,738,James Madison,Maria Ressa,1
483,760,James Madison,Michael Spence,1
483,763,James Madison,Michael Froman,1
483,777,James Madison,Michelle Obama,1
483,937,James Madison,Richard Rush,1
483,958,James Madison,Robert Mueller,1
483,1053,James Madison,Ted Cruz,1
483,1201,James Madison,Woodrow Wilson,1
502,535,Jared Polis,John C. Breckinridge,1
502,541,Jared Polis,John Foster Dulles,1
502,572,Jared Polis,Jonathan Dayton,1
502,580,Jared Polis,Joshua Angrist,1
502,700,Jared Polis,Lý Thừa Vãn,1
502,738,Jared Polis,Maria Ressa,1
502,760,Jared Polis,Michael Spence,1
502,763,Jared Polis,Michael Froman,1
502,777,Jared Polis,Michelle Obama,1
502,912,Jared Polis,Pete Hegseth,1
502,937,Jared Polis,Richard Rush,1
502,958,Jared Polis,Robert Mueller,1
502,1053,Jared Polis,Ted Cruz,1
502,1201,Jared Polis,Woodrow Wilson,1
535,541,John C. Breckinridge,John Foster Dulles,1
535,572,John C. Breckinridge,Jonathan Dayton,1
535,580,John C. Breckinridge,Joshua Angrist,1
535,700,John C. Breckinridge,Lý Thừa Vãn,1
535,738,John C. Breckinridge,Maria Ressa,1
535,760,John C. Breckinridge,Michael Spence,1
535,763,John C. Breckinridge,Michael Froman,1
535,777,John C. Breckinridge,Michelle Obama,1
535,912,John C. Breckinridge,Pete Hegseth,1
535,937,John C. Breckinridge,Richard Rush,1
535,958,John C. Breckinridge,Robert Mueller,1
535,1053,John C. Breckinridge,Ted Cruz,1
535,1201,John C. Breckinridge,Woodrow Wilson,1
541,572,John Foster Dulles,Jonathan Dayton,1
541,580,John Foster Dulles,Joshua Angrist,1
541,700,John Foster Dulles,Lý Thừa Vãn,1
541,738,John Foster Dulles,Maria Ressa,1
541,760,John Foster Dulles,Michael Spence,1
541,763,John Foster Dulles,Michael Froman,1
541,777,John Foster Dulles,Michelle Obama,1
541,912,John Foster Dulles,Pete Hegseth,1
541,937,John Foster Dulles,Richard Rush,1
541,958,John Foster Dulles,Robert Mueller,1
541,1053,John Foster Dulles,Ted Cruz,1
541,1201,John Foster Dulles,Woodrow Wilson,1
572,580,Jonathan Dayton,Joshua Angrist,1
572,700,Jonathan Dayton,Lý Thừa Vãn,1
572,738,Jonathan Dayton,Maria Ressa,1
572,760,Jonathan Dayton,Michael Spence,1
572,763,Jonathan Dayton,Michael Froman,1
572,777,Jonathan Dayton,Michelle Obama,1
572,912,Jonathan Dayton,Pete Hegseth,1
572,937,Jonathan Dayton,Richard Rush,1
572,958,Jonathan Dayton,Robert Mueller,1
572,1053,Jonathan Dayton,Ted Cruz,1
572,1201,Jonathan Dayton,Woodrow Wilson,1
580,700,Joshua Angrist,Lý Thừa Vãn,1
580,738,Joshua Angrist,Maria Ressa,1
580,760,Joshua Angrist,Michael Spence,1
580,763,Joshua Angrist,Michael Froman,1
580,777,Joshua Angrist,Michelle Obama,1
580,912,Joshua Angrist,Pete Hegseth,1
580,937,Joshua Angrist,Richard Rush,1
580,958,Joshua Angrist,Robert Mueller,1
580,1053,Joshua Angrist,Ted Cruz,1
580,1201,Joshua Angrist,Woodrow Wilson,1
700,738,Lý Thừa Vãn,Maria Ressa,1
700,760,Lý Thừa Vãn,Michael Spence,2
700,763,Lý Thừa Vãn,Michael Froman,2
700,777,Lý Thừa Vãn,Michelle Obama,2
700,912,Lý Thừa Vãn,Pete Hegseth,2
700,937,Lý Thừa Vãn,Richard Rush,1
700,958,Lý Thừa Vãn,Robert Mueller,1
700,1053,Lý Thừa Vãn,Ted Cruz,1
700,1201,Lý Thừa Vãn,Woodrow Wilson,1
738,760,Maria Ressa,Michael Spence,1
738,763,Maria Ressa,Michael Froman,1
738,777,Maria Ressa,Michelle Obama,1
738,912,Maria Ressa,Pete Hegseth,1
738,937,Maria Ressa,Richard Rush,1
738,958,Maria Ressa,Robert Mueller,1
738,1053,Maria Ressa,Ted Cruz,1
738,1201,Maria Ressa,Woodrow Wilson,1
763,760,Michael Froman,Michael Spence,2
760,777,Michael Spence,Michelle Obama,2
760,912,Michael Spence,Pete Hegseth,2
760,937,Michael Spence,Richard Rush,1
760,958,Michael Spence,Robert Mueller,1
760,1053,Michael Spence,Ted Cruz,1
760,1201,Michael Spence,Woodrow Wilson,1
763,777,Michael Froman,Michelle Obama,2
763,912,Michael Froman,Pete Hegseth,2
763,937,Michael Froman,Richard Rush,1
763,958,Michael Froman,Robert Mueller,1
763,1053,Michael Froman,Ted Cruz,1
763,1201,Michael Froman,Woodrow Wilson,1
777,912,Michelle Obama,Pete Hegseth,2
777,937,Michelle Obama,Richard Rush,1
777,958,Michelle Obama,Robert Mueller,1
777,1053,Michelle Obama,Ted Cruz,1
777,1201,Michelle Obama,Woodrow Wilson,1
912,937,Pete Hegseth,Richard Rush,1
912,958,Pete Hegseth,Robert Mueller,1
912,1053,Pete Hegseth,Ted Cruz,1
912,1201,Pete Hegseth,Woodrow Wilson,1
937,958,Richard Rush,Robert Mueller,1
937,1053,Richard Rush,Ted Cruz,1
937,1201,Richard Rush,Woodrow Wilson,1
958,1053,Robert Mueller,Ted Cruz,1
958,1201,Robert Mueller,Woodrow Wilson,1
1053,1201,Ted Cruz,Woodrow Wilson,1
53,188,Allen Dulles,Colin Powell,1
53,250,Allen Dulles,Elizabeth Warren,1
53,269,Allen Dulles,Faure Gnassingbé,1
53,350,Allen Dulles,Glenn Greenwald,1
53,391,Allen Dulles,Harry Reid,1
53,458,Allen Dulles,J. William Fulbright,1
188,250,Colin Powell,Elizabeth Warren,1
188,269,Colin Powell,Faure Gnassingbé,1
188,350,Colin Powell,Glenn Greenwald,1
188,391,Colin Powell,Harry Reid,1
188,458,Colin Powell,J. William Fulbright,1
188,541,Colin Powell,John Foster Dulles,1
250,269,Elizabeth Warren,Faure Gnassingbé,1
250,350,Elizabeth Warren,Glenn Greenwald,1
250,391,Elizabeth Warren,Harry Reid,1
250,458,Elizabeth Warren,J. William Fulbright,1
250,541,Elizabeth Warren,John Foster Dulles,1
269,350,Faure Gnassingbé,Glenn Greenwald,1
269,391,Faure Gnassingbé,Harry Reid,1
269,458,Faure Gnassingbé,J. William Fulbright,1
269,541,Faure Gnassingbé,John Foster Dulles,1
350,391,Glenn Greenwald,Harry Reid,1
350,458,Glenn Greenwald,J. William Fulbright,1
350,541,Glenn Greenwald,John Foster Dulles,1
391,458,Harry Reid,J. William Fulbright,1
391,541,Harry Reid,John Foster Dulles,1
458,541,J. William Fulbright,John Foster Dulles,1
59,69,Anneli Jäätteenmäki,Antti Tulenheimo,1
59,101,Anneli Jäätteenmäki,Bengt Holmström,1
59,233,Anneli Jäätteenmäki,Edwin Linkomies,1
59,382,Anneli Jäätteenmäki,Harri Holkeri,1
59,527,Anneli Jäätteenmäki,Johan Wilhelm Rangell,1
59,593,Anneli Jäätteenmäki,Juho Kusti Paasikivi,1
59,608,Anneli Jäätteenmäki,Keijo Liinamaa,1
59,725,Anneli Jäätteenmäki,Mari Kiviniemi,1
59,744,Anneli Jäätteenmäki,Matti Vanhanen,1
59,865,Anneli Jäätteenmäki,Paavo Lipponen,1
59,885,Anneli Jäätteenmäki,Pehr Evind Svinhufvud,1
59,918,Anneli Jäätteenmäki,Rafael Erich,1
59,1051,Anneli Jäätteenmäki,Tarja Halonen,1
59,1054,Anneli Jäätteenmäki,Teuvo Aura,1
59,1122,Anneli Jäätteenmäki,Urho Kekkonen,1
69,101,Antti Tulenheimo,Bengt Holmström,1
69,233,Antti Tulenheimo,Edwin Linkomies,1
69,382,Antti Tulenheimo,Harri Holkeri,1
69,527,Antti Tulenheimo,Johan Wilhelm Rangell,1
69,593,Antti Tulenheimo,Juho Kusti Paasikivi,1
69,608,Antti Tulenheimo,Keijo Liinamaa,1
69,725,Antti Tulenheimo,Mari Kiviniemi,1
69,744,Antti Tulenheimo,Matti Vanhanen,1
69,865,Antti Tulenheimo,Paavo Lipponen,1
69,885,Antti Tulenheimo,Pehr Evind Svinhufvud,1
69,918,Antti Tulenheimo,Rafael Erich,1
69,1051,Antti Tulenheimo,Tarja Halonen,1
69,1054,Antti Tulenheimo,Teuvo Aura,1
69,1122,Antti Tulenheimo,Urho Kekkonen,1
101,233,Bengt Holmström,Edwin Linkomies,1
101,382,Bengt Holmström,Harri Holkeri,1
101,527,Bengt Holmström,Johan Wilhelm Rangell,1
101,593,Bengt Holmström,Juho Kusti Paasikivi,1
101,608,Bengt Holmström,Keijo Liinamaa,1
101,725,Bengt Holmström,Mari Kiviniemi,1
101,744,Bengt Holmström,Matti Vanhanen,1
101,865,Bengt Holmström,Paavo Lipponen,1
101,885,Bengt Holmström,Pehr Evind Svinhufvud,1
101,918,Bengt Holmström,Rafael Erich,1
101,1051,Bengt Holmström,Tarja Halonen,1
101,1054,Bengt Holmström,Teuvo Aura,1
101,1122,Bengt Holmström,Urho Kekkonen,1
233,382,Edwin Linkomies,Harri Holkeri,1
233,527,Edwin Linkomies,Johan Wilhelm Rangell,1
233,593,Edwin Linkomies,Juho Kusti Paasikivi,1
233,608,Edwin Linkomies,Keijo Liinamaa,1
233,725,Edwin Linkomies,Mari Kiviniemi,1
233,744,Edwin Linkomies,Matti Vanhanen,1
233,865,Edwin Linkomies,Paavo Lipponen,1
233,885,Edwin Linkomies,Pehr Evind Svinhufvud,1
233,918,Edwin Linkomies,Rafael Erich,1
233,1051,Edwin Linkomies,Tarja Halonen,1
233,1054,Edwin Linkomies,Teuvo Aura,1
233,1122,Edwin Linkomies,Urho Kekkonen,1
382,527,Harri Holkeri,Johan Wilhelm Rangell,1
382,593,Harri Holkeri,Juho Kusti Paasikivi,1
382,608,Harri Holkeri,Keijo Liinamaa,1
382,725,Harri Holkeri,Mari Kiviniemi,1
382,744,Harri Holkeri,Matti Vanhanen,1
382,865,Harri Holkeri,Paavo Lipponen,1
382,885,Harri Holkeri,Pehr Evind Svinhufvud,1
382,918,Harri Holkeri,Rafael Erich,1
382,1051,Harri Holkeri,Tarja Halonen,1
382,1054,Harri Holkeri,Teuvo Aura,1
382,1122,Harri Holkeri,Urho Kekkonen,1
527,593,Johan Wilhelm Rangell,Juho Kusti Paasikivi,1
527,608,Johan Wilhelm Rangell,Keijo Liinamaa,1
527,725,Johan Wilhelm Rangell,Mari Kiviniemi,1
527,744,Johan Wilhelm Rangell,Matti Vanhanen,1
527,865,Johan Wilhelm Rangell,Paavo Lipponen,1
527,885,Johan Wilhelm Rangell,Pehr Evind Svinhufvud,1
527,918,Johan Wilhelm Rangell,Rafael Erich,1
527,1051,Johan Wilhelm Rangell,Tarja Halonen,1
527,1054,Johan Wilhelm Rangell,Teuvo Aura,1
527,1122,Johan Wilhelm Rangell,Urho Kekkonen,1
593,608,Juho Kusti Paasikivi,Keijo Liinamaa,1
593,725,Juho Kusti Paasikivi,Mari Kiviniemi,1
593,744,Juho Kusti Paasikivi,Matti Vanhanen,1
593,865,Juho Kusti Paasikivi,Paavo Lipponen,1
593,885,Juho Kusti Paasikivi,Pehr Evind Svinhufvud,1
593,918,Juho Kusti Paasikivi,Rafael Erich,1
593,1051,Juho Kusti Paasikivi,Tarja Halonen,1
593,1054,Juho Kusti Paasikivi,Teuvo Aura,1
593,1122,Juho Kusti Paasikivi,Urho Kekkonen,1
608,725,Keijo Liinamaa,Mari Kiviniemi,1
608,744,Keijo Liinamaa,Matti Vanhanen,1
608,865,Keijo Liinamaa,Paavo Lipponen,1
608,885,Keijo Liinamaa,Pehr Evind Svinhufvud,1
608,918,Keijo Liinamaa,Rafael Erich,1
608,1051,Keijo Liinamaa,Tarja Halonen,1
608,1054,Keijo Liinamaa,Teuvo Aura,1
608,1122,Keijo Liinamaa,Urho Kekkonen,1
725,744,Mari Kiviniemi,Matti Vanhanen,1
725,865,Mari Kiviniemi,Paavo Lipponen,1
725,885,Mari Kiviniemi,Pehr Evind Svinhufvud,1
725,918,Mari Kiviniemi,Rafael Erich,1
725,1051,Mari Kiviniemi,Tarja Halonen,1
725,1054,Mari Kiviniemi,Teuvo Aura,1
725,1122,Mari Kiviniemi,Urho Kekkonen,1
744,865,Matti Vanhanen,Paavo Lipponen,1
744,885,Matti Vanhanen,Pehr Evind Svinhufvud,1
744,918,Matti Vanhanen,Rafael Erich,1
744,1051,Matti Vanhanen,Tarja Halonen,1
744,1054,Matti Vanhanen,Teuvo Aura,1
744,1122,Matti Vanhanen,Urho Kekkonen,1
865,885,Paavo Lipponen,Pehr Evind Svinhufvud,1
865,918,Paavo Lipponen,Rafael Erich,1
865,1051,Paavo Lipponen,Tarja Halonen,1
865,1054,Paavo Lipponen,Teuvo Aura,1
865,1122,Paavo Lipponen,Urho Kekkonen,1
885,918,Pehr Evind Svinhufvud,Rafael Erich,1
885,1051,Pehr Evind Svinhufvud,Tarja Halonen,1
885,1054,Pehr Evind Svinhufvud,Teuvo Aura,1
885,1122,Pehr Evind Svinhufvud,Urho Kekkonen,1
918,1051,Rafael Erich,Tarja Halonen,1
918,1054,Rafael Erich,Teuvo Aura,1
918,1122,Rafael Erich,Urho Kekkonen,1
1051,1054,Tarja Halonen,Teuvo Aura,1
1051,1122,Tarja Halonen,Urho Kekkonen,1
1054,1122,Teuvo Aura,Urho Kekkonen,1
60,952,Andy Beshear,Robert F. Kennedy,1
60,958,Andy Beshear,Robert Mueller,1
952,958,Robert F. Kennedy,Robert Mueller,1
63,235,Anthony Albanese,Edmund Barton,1
63,236,Anthony Albanese,Earle Page,1
63,348,Anthony Albanese,Gough Whitlam,1
63,547,Anthony Albanese,John Howard,1
63,717,Anthony Albanese,Malcolm Turnbull,1
63,1184,Anthony Albanese,William McMahon,1
236,235,Earle Page,Edmund Barton,1
235,348,Edmund Barton,Gough Whitlam,1
235,547,Edmund Barton,John Howard,1
235,717,Edmund Barton,Malcolm Turnbull,1
235,1184,Edmund Barton,William McMahon,1
236,348,Earle Page,Gough Whitlam,1
236,547,Earle Page,John Howard,1
236,717,Earle Page,Malcolm Turnbull,1
236,1184,Earle Page,William McMahon,1
348,547,Gough Whitlam,John Howard,1
348,717,Gough Whitlam,Malcolm Turnbull,1
348,1184,Gough Whitlam,William McMahon,1
547,717,John Howard,Malcolm Turnbull,1
547,1184,John Howard,William McMahon,1
717,1184,Malcolm Turnbull,William McMahon,1
64,333,Antonio Salandra,Giorgio Napolitano,1
67,70,Antonis Samaras,Antony Blinken,1
67,96,Antonis Samaras,Barney Frank,1
67,100,Antonis Samaras,Ban Ki-moon,1
67,112,Antonis Samaras,Bertil Ohlin,1
67,133,Antonis Samaras,Benjamin Netanyahu,1
67,139,Antonis Samaras,Brett Giroir,1
67,158,Antonis Samaras,Charles Joseph Bonaparte,1
67,173,Antonis Samaras,Charlie Baker,1
67,174,Antonis Samaras,Christopher A. Sims,1
67,201,Antonis Samaras,David Halberstam,1
67,202,Antonis Samaras,Daniel McKee,1
67,205,Antonis Samaras,David Lloyd Johnston,1
67,206,Antonis Samaras,Dean Acheson,1
67,292,Antonis Samaras,Franklin D. Roosevelt,1
67,296,Antonis Samaras,Frederik X của Đan Mạch,1
67,330,Antonis Samaras,George W. Bush,1
67,359,Antonis Samaras,Gro Harlem Brundtland,1
67,378,Antonis Samaras,Han Duck-soo,1
67,385,Antonis Samaras,Harry R. Lewis,1
67,396,Antonis Samaras,Henry Cabot Lodge Jr.,1
67,401,Antonis Samaras,Henry L. Stimson,1
67,408,Antonis Samaras,Henry Kissinger,1
67,423,Antonis Samaras,Hoàng Tuần Tài,1
67,460,Antonis Samaras,Jack Lew,1
67,478,Antonis Samaras,James R. Schlesinger,1
67,485,Antonis Samaras,James Tobin,1
67,489,Antonis Samaras,Janet Reno,1
67,524,Antonis Samaras,Jim McGreevey,1
67,526,Antonis Samaras,Jill Stein,1
67,539,Antonis Samaras,John Adams,1
67,549,Antonis Samaras,John F. Kennedy,1
67,553,Antonis Samaras,John Hancock,1
67,560,Antonis Samaras,John Roberts,1
67,562,Antonis Samaras,John Quincy Adams,1
67,595,Antonis Samaras,Juan Manuel Santos,1
67,648,Antonis Samaras,Kyriakos Mitsotakis,1
67,660,Antonis Samaras,Leonard Bernstein,1
67,695,Antonis Samaras,Lý Hiển Long,1
67,700,Antonis Samaras,Lý Thừa Vãn,1
67,713,Antonis Samaras,Lại Thanh Đức,1
67,754,Antonis Samaras,Michael Bloomberg,1
67,759,Antonis Samaras,Merton Miller,1
67,760,Antonis Samaras,Michael Spence,1
67,763,Antonis Samaras,Michael Froman,1
67,767,Antonis Samaras,Miguel de la Madrid,1
67,776,Antonis Samaras,Mike Pompeo,1
67,777,Antonis Samaras,Michelle Obama,1
67,785,Antonis Samaras,Mitt Romney,1
67,820,Antonis Samaras,Neil Gorsuch,1
67,831,Antonis Samaras,Ned Lamont,1
67,883,Antonis Samaras,Paul Samuelson,1
67,886,Antonis Samaras,Pete Buttigieg,1
67,902,Antonis Samaras,Pierre Trudeau,1
67,912,Antonis Samaras,Pete Hegseth,1
67,913,Antonis Samaras,Phil Murphy,1
67,919,Antonis Samaras,Rafael Mandelman,1
67,920,Antonis Samaras,Rahul Gandhi,1
67,952,Antonis Samaras,Robert F. Kennedy,1
67,975,Antonis Samaras,Robert Solow,1
67,979,Antonis Samaras,Ron DeSantis,1
67,997,Antonis Samaras,Samuel Dexter,1
67,1013,Antonis Samaras,Shankar Dayal Sharma,1
67,1024,Antonis Samaras,Shimon Peres,1
67,1059,Antonis Samaras,Tharman Shanmugaratnam,1
67,1068,Antonis Samaras,Thomas J. Sargent,1
67,1074,Antonis Samaras,Theodore Roosevelt Jr.,1
67,1080,Antonis Samaras,Theodore Roosevelt,1
67,1093,Antonis Samaras,Trương Chí Hiền,1
67,1099,Antonis Samaras,Tim Kaine,1
67,1140,Antonis Samaras,Trương Quốc Thanh,1
67,1181,Antonis Samaras,William Lyon Mackenzie King,1
67,1195,Antonis Samaras,William Weld,1
67,1210,Antonis Samaras,Zbigniew Brzezinski,1
67,1213,Antonis Samaras,Álvaro Uribe,1
67,1215,Antonis Samaras,Ân Dũng,1
70,96,Antony Blinken,Barney Frank,1
70,100,Antony Blinken,Ban Ki-moon,1
70,112,Antony Blinken,Bertil Ohlin,1
70,133,Antony Blinken,Benjamin Netanyahu,1
70,139,Antony Blinken,Brett Giroir,1
70,158,Antony Blinken,Charles Joseph Bonaparte,1
70,173,Antony Blinken,Charlie Baker,1
70,174,Antony Blinken,Christopher A. Sims,1
70,201,Antony Blinken,David Halberstam,1
70,202,Antony Blinken,Daniel McKee,1
70,205,Antony Blinken,David Lloyd Johnston,1
70,206,Antony Blinken,Dean Acheson,1
70,292,Antony Blinken,Franklin D. Roosevelt,1
70,296,Antony Blinken,Frederik X của Đan Mạch,1
70,330,Antony Blinken,George W. Bush,1
70,359,Antony Blinken,Gro Harlem Brundtland,1
70,378,Antony Blinken,Han Duck-soo,1
70,385,Antony Blinken,Harry R. Lewis,1
70,396,Antony Blinken,Henry Cabot Lodge Jr.,1
70,401,Antony Blinken,Henry L. Stimson,1
70,408,Antony Blinken,Henry Kissinger,1
70,423,Antony Blinken,Hoàng Tuần Tài,1
70,460,Antony Blinken,Jack Lew,1
70,478,Antony Blinken,James R. Schlesinger,1
70,485,Antony Blinken,James Tobin,1
70,489,Antony Blinken,Janet Reno,1
70,524,Antony Blinken,Jim McGreevey,2
70,526,Antony Blinken,Jill Stein,1
70,539,Antony Blinken,John Adams,1
70,549,Antony Blinken,John F. Kennedy,1
70,553,Antony Blinken,John Hancock,1
70,560,Antony Blinken,John Roberts,1
70,562,Antony Blinken,John Quincy Adams,1
70,595,Antony Blinken,Juan Manuel Santos,1
70,648,Antony Blinken,Kyriakos Mitsotakis,1
70,660,Antony Blinken,Leonard Bernstein,1
70,695,Antony Blinken,Lý Hiển Long,1
70,700,Antony Blinken,Lý Thừa Vãn,1
70,713,Antony Blinken,Lại Thanh Đức,1
70,754,Antony Blinken,Michael Bloomberg,1
70,759,Antony Blinken,Merton Miller,1
70,760,Antony Blinken,Michael Spence,1
70,763,Antony Blinken,Michael Froman,1
70,767,Antony Blinken,Miguel de la Madrid,1
70,776,Antony Blinken,Mike Pompeo,1
70,777,Antony Blinken,Michelle Obama,1
70,785,Antony Blinken,Mitt Romney,1
70,820,Antony Blinken,Neil Gorsuch,2
70,831,Antony Blinken,Ned Lamont,1
70,883,Antony Blinken,Paul Samuelson,1
70,886,Antony Blinken,Pete Buttigieg,1
70,902,Antony Blinken,Pierre Trudeau,1
70,912,Antony Blinken,Pete Hegseth,1
70,913,Antony Blinken,Phil Murphy,1
70,919,Antony Blinken,Rafael Mandelman,1
70,920,Antony Blinken,Rahul Gandhi,1
70,952,Antony Blinken,Robert F. Kennedy,1
70,975,Antony Blinken,Robert Solow,1
70,979,Antony Blinken,Ron DeSantis,1
70,997,Antony Blinken,Samuel Dexter,1
70,1013,Antony Blinken,Shankar Dayal Sharma,1
70,1024,Antony Blinken,Shimon Peres,1
70,1059,Antony Blinken,Tharman Shanmugaratnam,1
70,1068,Antony Blinken,Thomas J. Sargent,1
70,1074,Antony Blinken,Theodore Roosevelt Jr.,1
70,1080,Antony Blinken,Theodore Roosevelt,1
70,1093,Antony Blinken,Trương Chí Hiền,1
70,1099,Antony Blinken,Tim Kaine,1
70,1140,Antony Blinken,Trương Quốc Thanh,1
70,1181,Antony Blinken,William Lyon Mackenzie King,1
70,1195,Antony Blinken,William Weld,1
70,1210,Antony Blinken,Zbigniew Brzezinski,1
70,1213,Antony Blinken,Álvaro Uribe,1
70,1215,Antony Blinken,Ân Dũng,1
100,96,Ban Ki-moon,Barney Frank,1
96,112,Barney Frank,Bertil Ohlin,1
96,133,Barney Frank,Benjamin Netanyahu,1
96,139,Barney Frank,Brett Giroir,1
