src_person_id,dst_person_id,src_person,dst_person,shared_count
478,754,James R. Schlesinger,Michael Bloomberg,1
478,759,James R. Schlesinger,Merton Miller,1
478,760,James R. Schlesinger,Michael Spence,1
478,763,James R. Schlesinger,Michael Froman,1
478,767,James R. Schlesinger,Miguel de la Madrid,1
478,776,James R. Schlesinger,Mike Pompeo,1
478,777,James R. Schlesinger,Michelle Obama,1
478,785,James R. Schlesinger,Mitt Romney,1
478,820,James R. Schlesinger,Neil Gorsuch,1
478,831,James R. Schlesinger,Ned Lamont,1
478,883,James R. Schlesinger,Paul Samuelson,1
478,886,James R. Schlesinger,Pete Buttigieg,1
478,902,James R. Schlesinger,Pierre Trudeau,1
478,912,James R. Schlesinger,Pete Hegseth,1
478,913,James R. Schlesinger,Phil Murphy,1
478,919,James R. Schlesinger,Rafael Mandelman,1
478,920,James R. Schlesinger,Rahul Gandhi,1
478,952,James R. Schlesinger,Robert F. Kennedy,1
478,975,James R. Schlesinger,Robert Solow,1
478,979,James R. Schlesinger,Ron DeSantis,1
478,997,James R. Schlesinger,Samuel Dexter,1
478,1013,James R. Schlesinger,Shankar Dayal Sharma,1
478,1024,James R. Schlesinger,Shimon Peres,1
478,1059,James R. Schlesinger,Tharman Shanmugaratnam,1
478,1068,James R. Schlesinger,Thomas J. Sargent,1
478,1074,James R. Schlesinger,Theodore Roosevelt Jr.,1
478,1080,James R. Schlesinger,Theodore Roosevelt,1
478,1093,James R. Schlesinger,Trương Chí Hiền,1
478,1099,James R. Schlesinger,Tim Kaine,1
478,1140,James R. Schlesinger,Trương Quốc Thanh,1
478,1181,James R. Schlesinger,William Lyon Mackenzie King,1
478,1195,James R. Schlesinger,William Weld,1
478,1210,James R. Schlesinger,Zbigniew Brzezinski,1
478,1213,James R. Schlesinger,Álvaro Uribe,1
478,1215,James R. Schlesinger,Ân Dũng,1
485,489,James Tobin,Janet Reno,1
485,524,James Tobin,Jim McGreevey,1
485,526,James Tobin,Jill Stein,1
485,539,James Tobin,John Adams,1
485,549,James Tobin,John F. Kennedy,1
485,553,James Tobin,John Hancock,1
485,560,James Tobin,John Roberts,1
485,562,James Tobin,John Quincy Adams,1
485,595,James Tobin,Juan Manuel Santos,1
485,648,James Tobin,Kyriakos Mitsotakis,1
485,660,James Tobin,Leonard Bernstein,1
485,695,James Tobin,Lý Hiển Long,1
485,700,James Tobin,Lý Thừa Vãn,1
485,713,James Tobin,Lại Thanh Đức,1
485,754,James Tobin,Michael Bloomberg,1
485,759,James Tobin,Merton Miller,1
485,760,James Tobin,Michael Spence,1
485,763,James Tobin,Michael Froman,1
485,767,James Tobin,Miguel de la Madrid,1
485,776,James Tobin,Mike Pompeo,1
485,777,James Tobin,Michelle Obama,1
485,785,James Tobin,Mitt Romney,1
485,820,James Tobin,Neil Gorsuch,1
485,831,James Tobin,Ned Lamont,1
485,883,James Tobin,Paul Samuelson,1
485,886,James Tobin,Pete Buttigieg,1
485,902,James Tobin,Pierre Trudeau,1
485,912,James Tobin,Pete Hegseth,1
485,913,James Tobin,Phil Murphy,1
485,919,James Tobin,Rafael Mandelman,1
485,920,James Tobin,Rahul Gandhi,1
485,952,James Tobin,Robert F. Kennedy,1
485,975,James Tobin,Robert Solow,1
485,979,James Tobin,Ron DeSantis,1
485,997,James Tobin,Samuel Dexter,1
485,1013,James Tobin,Shankar Dayal Sharma,1
485,1024,James Tobin,Shimon Peres,1
485,1059,James Tobin,Tharman Shanmugaratnam,1
485,1068,James Tobin,Thomas J. Sargent,1
485,1074,James Tobin,Theodore Roosevelt Jr.,1
485,1080,James Tobin,Theodore Roosevelt,1
485,1093,James Tobin,Trương Chí Hiền,1
485,1099,James Tobin,Tim Kaine,1
485,1140,James Tobin,Trương Quốc Thanh,1
485,1181,James Tobin,William Lyon Mackenzie King,1
485,1195,James Tobin,William Weld,1
485,1210,James Tobin,Zbigniew Brzezinski,1
485,1213,James Tobin,Álvaro Uribe,1
485,1215,James Tobin,Ân Dũng,1
489,524,Janet Reno,Jim McGreevey,1
489,526,Janet Reno,Jill Stein,1
489,539,Janet Reno,John Adams,1
489,549,Janet Reno,John F. Kennedy,1
489,553,Janet Reno,John Hancock,1
489,560,Janet Reno,John Roberts,1
489,562,Janet Reno,John Quincy Adams,1
489,595,Janet Reno,Juan Manuel Santos,1
489,648,Janet Reno,Kyriakos Mitsotakis,1
489,660,Janet Reno,Leonard Bernstein,1
489,695,Janet Reno,Lý Hiển Long,1
489,700,Janet Reno,Lý Thừa Vãn,1
489,713,Janet Reno,Lại Thanh Đức,1
489,754,Janet Reno,Michael Bloomberg,1
489,759,Janet Reno,Merton Miller,1
489,760,Janet Reno,Michael Spence,1
489,763,Janet Reno,Michael Froman,1
489,767,Janet Reno,Miguel de la Madrid,1
489,776,Janet Reno,Mike Pompeo,1
489,777,Janet Reno,Michelle Obama,1
489,785,Janet Reno,Mitt Romney,1
489,820,Janet Reno,Neil Gorsuch,1
489,831,Janet Reno,Ned Lamont,1
489,883,Janet Reno,Paul Samuelson,1
489,886,Janet Reno,Pete Buttigieg,1
489,902,Janet Reno,Pierre Trudeau,1
489,912,Janet Reno,Pete Hegseth,1
489,913,Janet Reno,Phil Murphy,1
489,919,Janet Reno,Rafael Mandelman,1
489,920,Janet Reno,Rahul Gandhi,1
489,952,Janet Reno,Robert F. Kennedy,1
489,975,Janet Reno,Robert Solow,1
489,979,Janet Reno,Ron DeSantis,1
489,997,Janet Reno,Samuel Dexter,1
489,1013,Janet Reno,Shankar Dayal Sharma,1
489,1024,Janet Reno,Shimon Peres,1
489,1059,Janet Reno,Tharman Shanmugaratnam,1
489,1068,Janet Reno,Thomas J. Sargent,1
489,1074,Janet Reno,Theodore Roosevelt Jr.,1
489,1080,Janet Reno,Theodore Roosevelt,1
489,1093,Janet Reno,Trương Chí Hiền,1
489,1099,Janet Reno,Tim Kaine,1
489,1140,Janet Reno,Trương Quốc Thanh,1
489,1181,Janet Reno,William Lyon Mackenzie King,1
489,1195,Janet Reno,William Weld,1
489,1210,Janet Reno,Zbigniew Brzezinski,1
489,1213,Janet Reno,Álvaro Uribe,1
489,1215,Janet Reno,Ân Dũng,1
526,524,Jill Stein,Jim McGreevey,1
524,539,Jim McGreevey,John Adams,1
524,549,Jim McGreevey,John F. Kennedy,1
524,553,Jim McGreevey,John Hancock,1
524,560,Jim McGreevey,John Roberts,1
524,562,Jim McGreevey,John Quincy Adams,1
524,595,Jim McGreevey,Juan Manuel Santos,1
524,648,Jim McGreevey,Kyriakos Mitsotakis,1
524,660,Jim McGreevey,Leonard Bernstein,1
524,695,Jim McGreevey,Lý Hiển Long,1
524,700,Jim McGreevey,Lý Thừa Vãn,1
524,713,Jim McGreevey,Lại Thanh Đức,1
524,754,Jim McGreevey,Michael Bloomberg,1
524,759,Jim McGreevey,Merton Miller,1
524,760,Jim McGreevey,Michael Spence,1
524,763,Jim McGreevey,Michael Froman,1
524,767,Jim McGreevey,Miguel de la Madrid,1
524,776,Jim McGreevey,Mike Pompeo,1
524,777,Jim McGreevey,Michelle Obama,1
524,785,Jim McGreevey,Mitt Romney,1
524,820,Jim McGreevey,Neil Gorsuch,2
524,831,Jim McGreevey,Ned Lamont,1
524,883,Jim McGreevey,Paul Samuelson,1
524,886,Jim McGreevey,Pete Buttigieg,1
524,902,Jim McGreevey,Pierre Trudeau,1
524,912,Jim McGreevey,Pete Hegseth,1
524,913,Jim McGreevey,Phil Murphy,1
524,919,Jim McGreevey,Rafael Mandelman,1
524,920,Jim McGreevey,Rahul Gandhi,1
524,952,Jim McGreevey,Robert F. Kennedy,1
524,975,Jim McGreevey,Robert Solow,1
524,979,Jim McGreevey,Ron DeSantis,1
524,997,Jim McGreevey,Samuel Dexter,1
524,1013,Jim McGreevey,Shankar Dayal Sharma,1
524,1024,Jim McGreevey,Shimon Peres,1
524,1059,Jim McGreevey,Tharman Shanmugaratnam,1
524,1068,Jim McGreevey,Thomas J. Sargent,1
524,1074,Jim McGreevey,Theodore Roosevelt Jr.,1
524,1080,Jim McGreevey,Theodore Roosevelt,1
524,1093,Jim McGreevey,Trương Chí Hiền,1
524,1099,Jim McGreevey,Tim Kaine,1
524,1140,Jim McGreevey,Trương Quốc Thanh,1
524,1181,Jim McGreevey,William Lyon Mackenzie King,1
524,1195,Jim McGreevey,William Weld,1
524,1210,Jim McGreevey,Zbigniew Brzezinski,1
524,1213,Jim McGreevey,Álvaro Uribe,1
524,1215,Jim McGreevey,Ân Dũng,1
526,539,Jill Stein,John Adams,1
526,549,Jill Stein,John F. Kennedy,1
526,553,Jill Stein,John Hancock,1
526,560,Jill Stein,John Roberts,1
526,562,Jill Stein,John Quincy Adams,1
526,595,Jill Stein,Juan Manuel Santos,1
526,648,Jill Stein,Kyriakos Mitsotakis,1
526,660,Jill Stein,Leonard Bernstein,1
526,695,Jill Stein,Lý Hiển Long,1
526,700,Jill Stein,Lý Thừa Vãn,1
526,713,Jill Stein,Lại Thanh Đức,1
526,754,Jill Stein,Michael Bloomberg,1
526,759,Jill Stein,Merton Miller,1
526,760,Jill Stein,Michael Spence,1
526,763,Jill Stein,Michael Froman,1
526,767,Jill Stein,Miguel de la Madrid,1
526,776,Jill Stein,Mike Pompeo,1
526,777,Jill Stein,Michelle Obama,1
526,785,Jill Stein,Mitt Romney,1
526,820,Jill Stein,Neil Gorsuch,1
526,831,Jill Stein,Ned Lamont,1
526,883,Jill Stein,Paul Samuelson,1
526,886,Jill Stein,Pete Buttigieg,1
526,902,Jill Stein,Pierre Trudeau,1
526,912,Jill Stein,Pete Hegseth,1
526,913,Jill Stein,Phil Murphy,1
526,919,Jill Stein,Rafael Mandelman,1
526,920,Jill Stein,Rahul Gandhi,1
526,952,Jill Stein,Robert F. Kennedy,1
526,975,Jill Stein,Robert Solow,1
526,979,Jill Stein,Ron DeSantis,1
526,997,Jill Stein,Samuel Dexter,1
526,1013,Jill Stein,Shankar Dayal Sharma,1
526,1024,Jill Stein,Shimon Peres,1
526,1059,Jill Stein,Tharman Shanmugaratnam,1
526,1068,Jill Stein,Thomas J. Sargent,1
526,1074,Jill Stein,Theodore Roosevelt Jr.,1
526,1080,Jill Stein,Theodore Roosevelt,1
526,1093,Jill Stein,Trương Chí Hiền,1
526,1099,Jill Stein,Tim Kaine,1
526,1140,Jill Stein,Trương Quốc Thanh,1
526,1181,Jill Stein,William Lyon Mackenzie King,1
526,1195,Jill Stein,William Weld,1
526,1210,Jill Stein,Zbigniew Brzezinski,1
526,1213,Jill Stein,Álvaro Uribe,1
526,1215,Jill Stein,Ân Dũng,1
539,549,John Adams,John F. Kennedy,1
539,553,John Adams,John Hancock,1
539,560,John Adams,John Roberts,1
539,562,John Adams,John Quincy Adams,1
539,595,John Adams,Juan Manuel Santos,1
539,648,John Adams,Kyriakos Mitsotakis,1
539,660,John Adams,Leonard Bernstein,1
539,695,John Adams,Lý Hiển Long,1
539,700,John Adams,Lý Thừa Vãn,1
539,713,John Adams,Lại Thanh Đức,1
539,754,John Adams,Michael Bloomberg,1
539,759,John Adams,Merton Miller,1
539,760,John Adams,Michael Spence,1
539,763,John Adams,Michael Froman,1
539,767,John Adams,Miguel de la Madrid,1
539,776,John Adams,Mike Pompeo,1
539,777,John Adams,Michelle Obama,1
539,785,John Adams,Mitt Romney,1
539,820,John Adams,Neil Gorsuch,1
539,831,John Adams,Ned Lamont,1
539,883,John Adams,Paul Samuelson,1
539,886,John Adams,Pete Buttigieg,1
539,902,John Adams,Pierre Trudeau,1
539,912,John Adams,Pete Hegseth,1
539,913,John Adams,Phil Murphy,1
539,919,John Adams,Rafael Mandelman,1
539,920,John Adams,Rahul Gandhi,1
539,952,John Adams,Robert F. Kennedy,1
539,975,John Adams,Robert Solow,1
539,979,John Adams,Ron DeSantis,1
539,997,John Adams,Samuel Dexter,1
539,1013,John Adams,Shankar Dayal Sharma,1
539,1024,John Adams,Shimon Peres,1
539,1059,John Adams,Tharman Shanmugaratnam,1
539,1068,John Adams,Thomas J. Sargent,1
539,1074,John Adams,Theodore Roosevelt Jr.,1
539,1080,John Adams,Theodore Roosevelt,1
539,1093,John Adams,Trương Chí Hiền,1
539,1099,John Adams,Tim Kaine,1
539,1140,John Adams,Trương Quốc Thanh,1
539,1181,John Adams,William Lyon Mackenzie King,1
539,1195,John Adams,William Weld,1
539,1210,John Adams,Zbigniew Brzezinski,1
539,1213,John Adams,Álvaro Uribe,1
539,1215,John Adams,Ân Dũng,1
549,553,John F. Kennedy,John Hancock,1
549,560,John F. Kennedy,John Roberts,1
549,562,John F. Kennedy,John Quincy Adams,1
549,595,John F. Kennedy,Juan Manuel Santos,1
549,648,John F. Kennedy,Kyriakos Mitsotakis,1
549,660,John F. Kennedy,Leonard Bernstein,1
549,695,John F. Kennedy,Lý Hiển Long,1
549,700,John F. Kennedy,Lý Thừa Vãn,1
549,713,John F. Kennedy,Lại Thanh Đức,1
549,754,John F. Kennedy,Michael Bloomberg,1
549,759,John F. Kennedy,Merton Miller,1
549,760,John F. Kennedy,Michael Spence,1
549,763,John F. Kennedy,Michael Froman,1
549,767,John F. Kennedy,Miguel de la Madrid,1
549,776,John F. Kennedy,Mike Pompeo,1
549,777,John F. Kennedy,Michelle Obama,1
549,785,John F. Kennedy,Mitt Romney,1
549,820,John F. Kennedy,Neil Gorsuch,1
549,831,John F. Kennedy,Ned Lamont,1
549,883,John F. Kennedy,Paul Samuelson,1
549,886,John F. Kennedy,Pete Buttigieg,1
549,902,John F. Kennedy,Pierre Trudeau,1
549,912,John F. Kennedy,Pete Hegseth,1
549,913,John F. Kennedy,Phil Murphy,1
549,919,John F. Kennedy,Rafael Mandelman,1
549,920,John F. Kennedy,Rahul Gandhi,1
549,952,John F. Kennedy,Robert F. Kennedy,1
549,975,John F. Kennedy,Robert Solow,1
549,979,John F. Kennedy,Ron DeSantis,1
549,997,John F. Kennedy,Samuel Dexter,1
549,1013,John F. Kennedy,Shankar Dayal Sharma,1
549,1024,John F. Kennedy,Shimon Peres,1
549,1059,John F. Kennedy,Tharman Shanmugaratnam,1
549,1068,John F. Kennedy,Thomas J. Sargent,1
549,1074,John F. Kennedy,Theodore Roosevelt Jr.,1
549,1080,John F. Kennedy,Theodore Roosevelt,1
549,1093,John F. Kennedy,Trương Chí Hiền,1
549,1099,John F. Kennedy,Tim Kaine,1
549,1140,John F. Kennedy,Trương Quốc Thanh,1
549,1181,John F. Kennedy,William Lyon Mackenzie King,1
549,1195,John F. Kennedy,William Weld,1
549,1210,John F. Kennedy,Zbigniew Brzezinski,1
549,1213,John F. Kennedy,Álvaro Uribe,1
549,1215,John F. Kennedy,Ân Dũng,1
553,560,John Hancock,John Roberts,1
553,562,John Hancock,John Quincy Adams,1
553,595,John Hancock,Juan Manuel Santos,1
553,648,John Hancock,Kyriakos Mitsotakis,1
553,660,John Hancock,Leonard Bernstein,1
553,695,John Hancock,Lý Hiển Long,1
553,700,John Hancock,Lý Thừa Vãn,1
553,713,John Hancock,Lại Thanh Đức,1
553,754,John Hancock,Michael Bloomberg,1
553,759,John Hancock,Merton Miller,1
553,760,John Hancock,Michael Spence,1
553,763,John Hancock,Michael Froman,1
553,767,John Hancock,Miguel de la Madrid,1
553,776,John Hancock,Mike Pompeo,1
553,777,John Hancock,Michelle Obama,1
553,785,John Hancock,Mitt Romney,1
553,820,John Hancock,Neil Gorsuch,1
553,831,John Hancock,Ned Lamont,1
553,883,John Hancock,Paul Samuelson,1
553,886,John Hancock,Pete Buttigieg,1
553,902,John Hancock,Pierre Trudeau,1
553,912,John Hancock,Pete Hegseth,1
553,913,John Hancock,Phil Murphy,1
553,919,John Hancock,Rafael Mandelman,1
553,920,John Hancock,Rahul Gandhi,1
553,952,John Hancock,Robert F. Kennedy,1
553,975,John Hancock,Robert Solow,1
553,979,John Hancock,Ron DeSantis,1
553,997,John Hancock,Samuel Dexter,1
553,1013,John Hancock,Shankar Dayal Sharma,1
553,1024,John Hancock,Shimon Peres,1
553,1059,John Hancock,Tharman Shanmugaratnam,1
553,1068,John Hancock,Thomas J. Sargent,1
553,1074,John Hancock,Theodore Roosevelt Jr.,1
553,1080,John Hancock,Theodore Roosevelt,1
553,1093,John Hancock,Trương Chí Hiền,1
553,1099,John Hancock,Tim Kaine,1
553,1140,John Hancock,Trương Quốc Thanh,1
553,1181,John Hancock,William Lyon Mackenzie King,1
553,1195,John Hancock,William Weld,1
553,1210,John Hancock,Zbigniew Brzezinski,1
553,1213,John Hancock,Álvaro Uribe,1
553,1215,John Hancock,Ân Dũng,1
562,560,John Quincy Adams,John Roberts,1
560,595,John Roberts,Juan Manuel Santos,1
560,648,John Roberts,Kyriakos Mitsotakis,1
560,660,John Roberts,Leonard Bernstein,1
560,695,John Roberts,Lý Hiển Long,1
560,700,John Roberts,Lý Thừa Vãn,1
560,713,John Roberts,Lại Thanh Đức,1
560,754,John Roberts,Michael Bloomberg,1
560,759,John Roberts,Merton Miller,1
560,760,John Roberts,Michael Spence,1
560,763,John Roberts,Michael Froman,1
560,767,John Roberts,Miguel de la Madrid,1
560,776,John Roberts,Mike Pompeo,1
560,777,John Roberts,Michelle Obama,1
560,785,John Roberts,Mitt Romney,1
560,820,John Roberts,Neil Gorsuch,1
560,831,John Roberts,Ned Lamont,1
560,883,John Roberts,Paul Samuelson,1
560,886,John Roberts,Pete Buttigieg,1
560,902,John Roberts,Pierre Trudeau,1
560,912,John Roberts,Pete Hegseth,1
560,913,John Roberts,Phil Murphy,1
560,919,John Roberts,Rafael Mandelman,1
560,920,John Roberts,Rahul Gandhi,1
560,952,John Roberts,Robert F. Kennedy,1
560,975,John Roberts,Robert Solow,1
560,979,John Roberts,Ron DeSantis,1
560,997,John Roberts,Samuel Dexter,1
560,1013,John Roberts,Shankar Dayal Sharma,1
560,1024,John Roberts,Shimon Peres,1
560,1059,John Roberts,Tharman Shanmugaratnam,1
560,1068,John Roberts,Thomas J. Sargent,1
560,1074,John Roberts,Theodore Roosevelt Jr.,1
560,1080,John Roberts,Theodore Roosevelt,1
560,1093,John Roberts,Trương Chí Hiền,1
560,1099,John Roberts,Tim Kaine,1
560,1140,John Roberts,Trương Quốc Thanh,1
560,1181,John Roberts,William Lyon Mackenzie King,1
560,1195,John Roberts,William Weld,1
560,1210,John Roberts,Zbigniew Brzezinski,1
560,1213,John Roberts,Álvaro Uribe,1
560,1215,John Roberts,Ân Dũng,1
562,595,John Quincy Adams,Juan Manuel Santos,1
562,648,John Quincy Adams,Kyriakos Mitsotakis,1
562,660,John Quincy Adams,Leonard Bernstein,1
562,695,John Quincy Adams,Lý Hiển Long,1
562,700,John Quincy Adams,Lý Thừa Vãn,1
562,713,John Quincy Adams,Lại Thanh Đức,1
562,754,John Quincy Adams,Michael Bloomberg,1
562,759,John Quincy Adams,Merton Miller,1
562,760,John Quincy Adams,Michael Spence,1
562,763,John Quincy Adams,Michael Froman,1
562,767,John Quincy Adams,Miguel de la Madrid,1
562,776,John Quincy Adams,Mike Pompeo,1
562,777,John Quincy Adams,Michelle Obama,1
562,785,John Quincy Adams,Mitt Romney,1
562,820,John Quincy Adams,Neil Gorsuch,1
562,831,John Quincy Adams,Ned Lamont,1
562,883,John Quincy Adams,Paul Samuelson,1
562,886,John Quincy Adams,Pete Buttigieg,1
562,902,John Quincy Adams,Pierre Trudeau,1
562,912,John Quincy Adams,Pete Hegseth,1
562,913,John Quincy Adams,Phil Murphy,1
562,919,John Quincy Adams,Rafael Mandelman,1
562,920,John Quincy Adams,Rahul Gandhi,1
562,952,John Quincy Adams,Robert F. Kennedy,1
562,975,John Quincy Adams,Robert Solow,1
562,979,John Quincy Adams,Ron DeSantis,1
562,997,John Quincy Adams,Samuel Dexter,1
562,1013,John Quincy Adams,Shankar Dayal Sharma,1
562,1024,John Quincy Adams,Shimon Peres,1
562,1059,John Quincy Adams,Tharman Shanmugaratnam,1
562,1068,John Quincy Adams,Thomas J. Sargent,1
562,1074,John Quincy Adams,Theodore Roosevelt Jr.,1
562,1080,John Quincy Adams,Theodore Roosevelt,1
562,1093,John Quincy Adams,Trương Chí Hiền,1
562,1099,John Quincy Adams,Tim Kaine,1
562,1140,John Quincy Adams,Trương Quốc Thanh,1
562,1181,John Quincy Adams,William Lyon Mackenzie King,1
562,1195,John Quincy Adams,William Weld,1
562,1210,John Quincy Adams,Zbigniew Brzezinski,1
562,1213,John Quincy Adams,Álvaro Uribe,1
562,1215,John Quincy Adams,Ân Dũng,1
595,648,Juan Manuel Santos,Kyriakos Mitsotakis,1
595,660,Juan Manuel Santos,Leonard Bernstein,1
595,695,Juan Manuel Santos,Lý Hiển Long,1
595,700,Juan Manuel Santos,Lý Thừa Vãn,1
595,713,Juan Manuel Santos,Lại Thanh Đức,1
595,754,Juan Manuel Santos,Michael Bloomberg,1
595,759,Juan Manuel Santos,Merton Miller,1
595,760,Juan Manuel Santos,Michael Spence,1
595,763,Juan Manuel Santos,Michael Froman,1
595,767,Juan Manuel Santos,Miguel de la Madrid,1
595,776,Juan Manuel Santos,Mike Pompeo,1
595,777,Juan Manuel Santos,Michelle Obama,1
595,785,Juan Manuel Santos,Mitt Romney,1
595,820,Juan Manuel Santos,Neil Gorsuch,1
595,831,Juan Manuel Santos,Ned Lamont,1
595,883,Juan Manuel Santos,Paul Samuelson,1
595,886,Juan Manuel Santos,Pete Buttigieg,1
595,902,Juan Manuel Santos,Pierre Trudeau,1
595,912,Juan Manuel Santos,Pete Hegseth,1
595,913,Juan Manuel Santos,Phil Murphy,1
595,919,Juan Manuel Santos,Rafael Mandelman,1
595,920,Juan Manuel Santos,Rahul Gandhi,1
595,952,Juan Manuel Santos,Robert F. Kennedy,1
595,975,Juan Manuel Santos,Robert Solow,1
595,979,Juan Manuel Santos,Ron DeSantis,1
595,997,Juan Manuel Santos,Samuel Dexter,1
595,1013,Juan Manuel Santos,Shankar Dayal Sharma,1
595,1024,Juan Manuel Santos,Shimon Peres,1
595,1059,Juan Manuel Santos,Tharman Shanmugaratnam,1
595,1068,Juan Manuel Santos,Thomas J. Sargent,1
595,1074,Juan Manuel Santos,Theodore Roosevelt Jr.,1
595,1080,Juan Manuel Santos,Theodore Roosevelt,1
595,1093,Juan Manuel Santos,Trương Chí Hiền,1
595,1099,Juan Manuel Santos,Tim Kaine,1
595,1140,Juan Manuel Santos,Trương Quốc Thanh,1
595,1181,Juan Manuel Santos,William Lyon Mackenzie King,1
595,1195,Juan Manuel Santos,William Weld,1
595,1210,Juan Manuel Santos,Zbigniew Brzezinski,1
595,1213,Juan Manuel Santos,Álvaro Uribe,1
595,1215,Juan Manuel Santos,Ân Dũng,1
648,660,Kyriakos Mitsotakis,Leonard Bernstein,1
648,695,Kyriakos Mitsotakis,Lý Hiển Long,1
648,700,Kyriakos Mitsotakis,Lý Thừa Vãn,1
648,713,Kyriakos Mitsotakis,Lại Thanh Đức,1
648,754,Kyriakos Mitsotakis,Michael Bloomberg,1
648,759,Kyriakos Mitsotakis,Merton Miller,1
648,760,Kyriakos Mitsotakis,Michael Spence,1
648,763,Kyriakos Mitsotakis,Michael Froman,1
648,767,Kyriakos Mitsotakis,Miguel de la Madrid,1
648,776,Kyriakos Mitsotakis,Mike Pompeo,1
648,777,Kyriakos Mitsotakis,Michelle Obama,1
648,785,Kyriakos Mitsotakis,Mitt Romney,1
648,820,Kyriakos Mitsotakis,Neil Gorsuch,1
648,831,Kyriakos Mitsotakis,Ned Lamont,1
648,883,Kyriakos Mitsotakis,Paul Samuelson,1
648,886,Kyriakos Mitsotakis,Pete Buttigieg,1
648,902,Kyriakos Mitsotakis,Pierre Trudeau,1
648,912,Kyriakos Mitsotakis,Pete Hegseth,1
648,913,Kyriakos Mitsotakis,Phil Murphy,1
648,919,Kyriakos Mitsotakis,Rafael Mandelman,1
648,920,Kyriakos Mitsotakis,Rahul Gandhi,1
648,952,Kyriakos Mitsotakis,Robert F. Kennedy,1
648,975,Kyriakos Mitsotakis,Robert Solow,1
648,979,Kyriakos Mitsotakis,Ron DeSantis,1
648,997,Kyriakos Mitsotakis,Samuel Dexter,1
648,1013,Kyriakos Mitsotakis,Shankar Dayal Sharma,1
648,1024,Kyriakos Mitsotakis,Shimon Peres,1
648,1059,Kyriakos Mitsotakis,Tharman Shanmugaratnam,1
648,1068,Kyriakos Mitsotakis,Thomas J. Sargent,1
648,1074,Kyriakos Mitsotakis,Theodore Roosevelt Jr.,1
648,1080,Kyriakos Mitsotakis,Theodore Roosevelt,1
648,1093,Kyriakos Mitsotakis,Trương Chí Hiền,1
648,1099,Kyriakos Mitsotakis,Tim Kaine,1
648,1140,Kyriakos Mitsotakis,Trương Quốc Thanh,1
648,1181,Kyriakos Mitsotakis,William Lyon Mackenzie King,1
648,1195,Kyriakos Mitsotakis,William Weld,1
648,1210,Kyriakos Mitsotakis,Zbigniew Brzezinski,1
648,1213,Kyriakos Mitsotakis,Álvaro Uribe,1
648,1215,Kyriakos Mitsotakis,Ân Dũng,1
660,695,Leonard Bernstein,Lý Hiển Long,1
660,700,Leonard Bernstein,Lý Thừa Vãn,1
660,713,Leonard Bernstein,Lại Thanh Đức,1
660,754,Leonard Bernstein,Michael Bloomberg,1
660,759,Leonard Bernstein,Merton Miller,1
660,760,Leonard Bernstein,Michael Spence,1
660,763,Leonard Bernstein,Michael Froman,1
660,767,Leonard Bernstein,Miguel de la Madrid,1
660,776,Leonard Bernstein,Mike Pompeo,1
660,777,Leonard Bernstein,Michelle Obama,1
660,785,Leonard Bernstein,Mitt Romney,1
660,820,Leonard Bernstein,Neil Gorsuch,1
660,831,Leonard Bernstein,Ned Lamont,1
660,883,Leonard Bernstein,Paul Samuelson,1
660,886,Leonard Bernstein,Pete Buttigieg,1
660,902,Leonard Bernstein,Pierre Trudeau,1
660,912,Leonard Bernstein,Pete Hegseth,1
660,913,Leonard Bernstein,Phil Murphy,1
660,919,Leonard Bernstein,Rafael Mandelman,1
660,920,Leonard Bernstein,Rahul Gandhi,1
660,952,Leonard Bernstein,Robert F. Kennedy,1
660,975,Leonard Bernstein,Robert Solow,1
660,979,Leonard Bernstein,Ron DeSantis,1
660,997,Leonard Bernstein,Samuel Dexter,1
660,1013,Leonard Bernstein,Shankar Dayal Sharma,1
660,1024,Leonard Bernstein,Shimon Peres,1
660,1059,Leonard Bernstein,Tharman Shanmugaratnam,1
660,1068,Leonard Bernstein,Thomas J. Sargent,1
660,1074,Leonard Bernstein,Theodore Roosevelt Jr.,1
660,1080,Leonard Bernstein,Theodore Roosevelt,1
660,1093,Leonard Bernstein,Trương Chí Hiền,1
660,1099,Leonard Bernstein,Tim Kaine,1
660,1140,Leonard Bernstein,Trương Quốc Thanh,1
660,1181,Leonard Bernstein,William Lyon Mackenzie King,1
660,1195,Leonard Bernstein,William Weld,1
660,1210,Leonard Bernstein,Zbigniew Brzezinski,1
660,1213,Leonard Bernstein,Álvaro Uribe,1
660,1215,Leonard Bernstein,Ân Dũng,1
695,700,Lý Hiển Long,Lý Thừa Vãn,1
695,713,Lý Hiển Long,Lại Thanh Đức,1
695,754,Lý Hiển Long,Michael Bloomberg,1
695,759,Lý Hiển Long,Merton Miller,1
695,760,Lý Hiển Long,Michael Spence,1
695,763,Lý Hiển Long,Michael Froman,1
695,767,Lý Hiển Long,Miguel de la Madrid,1
695,776,Lý Hiển Long,Mike Pompeo,1
695,777,Lý Hiển Long,Michelle Obama,1
695,785,Lý Hiển Long,Mitt Romney,1
695,820,Lý Hiển Long,Neil Gorsuch,1
695,831,Lý Hiển Long,Ned Lamont,1
695,883,Lý Hiển Long,Paul Samuelson,1
695,886,Lý Hiển Long,Pete Buttigieg,1
695,902,Lý Hiển Long,Pierre Trudeau,1
695,912,Lý Hiển Long,Pete Hegseth,1
695,913,Lý Hiển Long,Phil Murphy,1
